SHA256,NOME,PACOTE,API_MIN,API,Permission :: READ_PHONE_STATE,Permission :: CALL_PHONE,Permission :: SEND_SMS,Permission :: RECEIVE_BOOT_COMPLETED,Intent :: BOOT_COMPLETED,API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/util/Log.v(),API Call :: Landroid/content/Context.openFileInput(),API Call :: Landroid/telephony/TelephonyManager.getSimSerialNumber(),API Call :: Landroid/content/Intent.getAction(),API Call :: Landroid/telephony/SmsManager.sendTextMessage(),API Call :: Landroid/telephony/TelephonyManager.getSimState(),API Call :: Landroid/telephony/SmsManager.getDefault(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/content/Context.getString(),API Call :: Landroid/content/DialogInterface.cancel(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/widget/EditText.getText(),API Call :: Landroid/content/DialogInterface.dismiss(),API Call :: Landroid/view/View.findViewById(),API Call :: Landroid/view/LayoutInflater.inflate(),API Call :: Landroid/view/LayoutInflater.from(),API Call :: Landroid/widget/TextView.getText(),API Call :: Landroid/widget/TextView.setOnClickListener(),API Call :: Landroid/view/MenuItem.getItemId(),API Call :: Landroid/view/Menu.add(),API Call :: Landroid/view/Menu.clear(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/content/Intent.setClass(),API Call :: Landroid/os/Handler.handleMessage(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/os/Message.init(),API Call :: Landroid/os/Handler.sendMessage(),API Call :: Landroid/widget/ImageView.setBackgroundResource(),API Call :: Landroid/widget/ImageView.init()
00088e191503bbfbd5c56a789a71e8c718e42ea422ec73c760ee2de489e02b2e,最强防盗器,beelon.android.alarm,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
