SHA256,NOME,PACOTE,API_MIN,API,Permission :: VIBRATE,Permission :: INTERNET,API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/widget/EditText.getText(),API Call :: Landroid/widget/TextView.getText(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/SharedPreferences.getString(),API Call :: Landroid/content/Intent.setData(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/widget/ToggleButton.isChecked(),API Call :: Landroid/os/Vibrator.vibrate(),API Call :: Landroid/widget/EditText.setText(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/widget/Spinner.getSelectedItem(),API Call :: Landroid/speech/tts/TextToSpeech.speak(),API Call :: Landroid/speech/tts/TextToSpeech.init(),API Call :: Landroid/widget/Button.setOnClickListener(),API Call :: Landroid/widget/ToggleButton.setOnClickListener(),API Call :: Landroid/preference/PreferenceManager.getDefaultSharedPreferences(),API Call :: Landroid/view/MenuInflater.inflate(),API Call :: Landroid/speech/tts/TextToSpeech.setLanguage(),API Call :: Landroid/widget/EditText.setHint(),API Call :: Landroid/text/InputFilter$LengthFilter.init(),API Call :: Landroid/widget/EditText.setFilters(),API Call :: Landroid/view/MenuItem.getItemId(),API Call :: Landroid/preference/PreferenceActivity.init(),API Call :: Landroid/preference/PreferenceActivity.onCreate()
001a7738780e0a5f2fae69d1c0b9015da0a72dfd895e2e7c2526510475909ecb,Adsldroid,com.adsldroidv2,15,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
