SHA256,NOME,PACOTE,API_MIN,API,Permission :: ,API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/Intent.setData(),API Call :: Landroid/widget/Button.setVisibility(),API Call :: Landroid/widget/Button.setOnClickListener(),API Call :: Landroid/content/res/Resources.getColor(),API Call :: Landroid/content/pm/PackageManager.getPackageInfo(),API Call :: Landroid/view/Window.addFlags(),API Call :: Landroid/view/Window.clearFlags(),API Call :: Landroid/view/Window.setStatusBarColor()
0001dec59f938fab221fa876b198387b346db3a6799b5b9917358c8c4e0ef7cf,Simple,com.kakao.talk.theme.simple,19,28,1,1,1,1,1,1,1,1,1,1,1
