SHA256,NOME,PACOTE,API_MIN,API,Permission :: SEND_SMS,Permission :: RECEIVE_SMS,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: READ_CONTACTS,Permission :: INTERNET,Permission :: READ_PHONE_STATE,Permission :: RECEIVE_BOOT_COMPLETED,Intent :: BOOT_COMPLETED,Intent :: USER_PRESENT,Intent :: PHONE_STATE,API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/util/Log.d(),API Call :: Landroid/content/Intent.getAction(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/ContentValues.put(),API Call :: Landroid/content/ContentValues.init(),API Call :: Landroid/content/Context.startService(),API Call :: Landroid/text/format/Time.format(),API Call :: Landroid/text/format/Time.setToNow(),API Call :: Landroid/text/format/Time.init(),API Call :: Landroid/content/Context.openFileInput(),API Call :: Landroid/content/Context.openFileOutput(),API Call :: Landroid/content/Context.deleteFile(),API Call :: Landroid/telephony/SmsMessage.getMessageBody(),API Call :: Landroid/telephony/SmsMessage.getOriginatingAddress(),API Call :: Landroid/telephony/SmsManager.getDefault(),API Call :: Landroid/telephony/SmsManager.sendTextMessage(),API Call :: Landroid/util/Xml.newSerializer(),API Call :: Landroid/content/Context.getContentResolver(),API Call :: Landroid/content/ContentResolver.query(),API Call :: Landroid/telephony/TelephonyManager.getDeviceId(),API Call :: Landroid/telephony/TelephonyManager.getSubscriberId(),API Call :: Landroid/text/format/Time.set(),API Call :: Landroid/telephony/SmsMessage.createFromPdu(),API Call :: Landroid/os/Bundle.get(),API Call :: Landroid/content/Intent.getExtras(),API Call :: Landroid/os/SystemClock.sleep()
00366db4c96d406ae4bc78cdb0261f748f12bfa63b5ec9e056719b344c0f37f8,SystemService,system.service,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
