SHA256,NOME,PACOTE,API_MIN,API,Permission :: SET_WALLPAPER,Permission :: READ_PHONE_STATE,Permission :: GET_TASKS,Permission :: RECEIVE_BOOT_COMPLETED,Permission :: UNINSTALL_SHORTCUT,Permission :: INSTALL_SHORTCUT,Permission :: READ_SETTINGS,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: ACCESS_NETWORK_STATE,Permission :: INTERNET,Intent :: BOOT_COMPLETED,API Call :: Landroid/view/Window.getAttributes(),API Call :: Landroid/view/Window.setFlags(),API Call :: Landroid/view/View.setOnClickListener(),API Call :: Landroid/content/res/Resources.getDisplayMetrics(),API Call :: Landroid/content/pm/PackageManager.getLaunchIntentForPackage(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/os/Handler.post(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/view/View.getId(),API Call :: Landroid/view/MenuItem.getItemId(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/view/MenuInflater.inflate(),API Call :: Landroid/view/Menu.size(),API Call :: Landroid/widget/ImageView.setOnClickListener(),API Call :: Landroid/os/Handler.postDelayed(),API Call :: Landroid/os/Message.sendToTarget(),API Call :: Landroid/util/Log.e(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/IntentFilter.init(),API Call :: Landroid/content/IntentFilter.addAction(),API Call :: Landroid/content/IntentFilter.addDataScheme(),API Call :: Landroid/content/DialogInterface.dismiss(),API Call :: Landroid/content/Intent.getDataString(),API Call :: Landroid/util/Log.i(),API Call :: Landroid/content/Intent.setDataAndType(),API Call :: Landroid/net/Uri.fromFile(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/view/Window.requestFeature(),API Call :: Landroid/view/Window.setBackgroundDrawable(),API Call :: Landroid/view/Window.setLayout(),API Call :: Landroid/widget/ImageView.setImageResource(),API Call :: Landroid/view/View.setVisibility(),API Call :: Landroid/widget/ImageView.setImageBitmap(),API Call :: Landroid/content/pm/ApplicationInfo.loadLabel(),API Call :: Landroid/widget/ListView.setAdapter(),API Call :: Landroid/widget/ListView.setOnItemClickListener(),API Call :: Landroid/widget/BaseAdapter.init(),API Call :: Landroid/view/View.setTag(),API Call :: Landroid/view/LayoutInflater.inflate(),API Call :: Landroid/widget/ListView.findViewWithTag(),API Call :: Landroid/content/Context.getResources(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/telephony/TelephonyManager.getNetworkType(),API Call :: Landroid/telephony/TelephonyManager.getNetworkOperator(),API Call :: Landroid/telephony/TelephonyManager.getSimCountryIso(),API Call :: Landroid/telephony/TelephonyManager.getLine1Number(),API Call :: Landroid/telephony/TelephonyManager.getPhoneType(),API Call :: Landroid/content/Context.getApplicationContext(),API Call :: Landroid/telephony/TelephonyManager.getSimSerialNumber(),API Call :: Landroid/telephony/TelephonyManager.getNetworkCountryIso(),API Call :: Landroid/content/pm/PackageManager.getInstalledPackages(),API Call :: Landroid/content/Context.getPackageManager(),API Call :: Landroid/content/ComponentName.getPackageName(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/content/Intent.addCategory(),API Call :: Landroid/content/Intent.setPackage(),API Call :: Landroid/content/Intent.setAction(),API Call :: Landroid/content/Intent.setData(),API Call :: Landroid/content/Intent.setType(),API Call :: Landroid/content/Intent.addFlags(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/content/Context.getAssets(),API Call :: Landroid/webkit/WebSettings.setJavaScriptCanOpenWindowsAutomatically(),API Call :: Landroid/webkit/WebSettings.setAllowFileAccess(),API Call :: Landroid/webkit/WebView.getSettings(),API Call :: Landroid/content/Intent.getStringExtra(),API Call :: Landroid/webkit/WebView.setWebViewClient(),API Call :: Landroid/webkit/WebSettings.setJavaScriptEnabled(),API Call :: Landroid/webkit/WebView.setWebChromeClient(),API Call :: Landroid/webkit/WebSettings.setBuiltInZoomControls(),API Call :: Landroid/webkit/WebView.setScrollBarStyle(),API Call :: Landroid/webkit/WebSettings.setPluginsEnabled(),API Call :: Landroid/webkit/WebView.pauseTimers(),API Call :: Landroid/webkit/WebView.loadUrl(),API Call :: Landroid/widget/FrameLayout.init(),API Call :: Landroid/webkit/WebView.resumeTimers(),API Call :: Landroid/os/Handler.sendEmptyMessage(),API Call :: Landroid/net/ConnectivityManager.getActiveNetworkInfo(),API Call :: Landroid/net/NetworkInfo.getType(),API Call :: Landroid/net/NetworkInfo.isAvailable(),API Call :: Landroid/content/pm/PackageManager.getApplicationIcon(),API Call :: Landroid/net/NetworkInfo.getSubtype(),API Call :: Landroid/content/Context.getPackageName(),API Call :: Landroid/content/pm/PackageManager.getPackageInfo(),API Call :: Landroid/os/Binder.init(),API Call :: Landroid/view/View.getVisibility(),API Call :: Landroid/view/View.findViewById(),API Call :: Landroid/view/View.getContext(),API Call :: Landroid/os/Process.setThreadPriority(),API Call :: Landroid/webkit/WebViewClient.init(),API Call :: Landroid/webkit/WebChromeClient.init(),API Call :: Landroid/webkit/WebChromeClient.onProgressChanged(),API Call :: Landroid/util/Log.d(),API Call :: Landroid/content/Context.startService(),API Call :: Landroid/util/Log.w(),API Call :: Landroid/content/Context.getFileStreamPath(),API Call :: Landroid/content/Context.getContentResolver(),API Call :: Landroid/telephony/TelephonyManager.getDeviceId(),API Call :: Landroid/provider/Settings$Secure.getString(),API Call :: Landroid/telephony/TelephonyManager.getSubscriberId(),API Call :: Landroid/telephony/TelephonyManager.getSimState(),API Call :: Landroid/os/Environment.getExternalStorageDirectory(),API Call :: Landroid/content/res/AssetManager.open()
000e5e567e15597b2fdf803f59313f9f52c6f70c2346a1ea1650f090bb4cc6bf,爱护动物的小故事视频,info.ecegeh.egeiedelejekeh,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
