SHA256,NOME,PACOTE,API_MIN,API,Permission :: ACCESS_NETWORK_STATE,Permission :: WRITE_SETTINGS,Permission :: RECEIVE_BOOT_COMPLETED,Permission :: READ_CONTACTS,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: READ_PHONE_STATE,Permission :: RECEIVE_SMS,Permission :: READ_SMS,Permission :: WRITE_SMS,Permission :: SEND_SMS,Permission :: INSTALL_SHORTCUT,Permission :: CHANGE_NETWORK_STATE,Permission :: INTERNET,Intent :: AIRPLANE_MODE,Intent :: BOOT_COMPLETED,API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/webkit/WebViewClient.init()
00050ee1efee0602426671153ad0487a46c235d5ffb397427c96c832a6db38a1,Новогодние Снегурочки,lojofdnpb.gsqgxtbmh,7,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
