SHA256,NOME,PACOTE,API_MIN,API,Permission :: CAMERA,Permission :: READ_CALENDAR,Permission :: SYSTEM_ALERT_WINDOW,Permission :: WRITE_CONTACTS,Permission :: STATUS_BAR,Permission :: VIBRATE,Permission :: READ_FRAME_BUFFER,Permission :: INTERNET,Permission :: CHANGE_CONFIGURATION,Permission :: GET_ACCOUNTS,Permission :: EXPAND_STATUS_BAR,Permission :: BATTERY_STATS,Permission :: INSTALL_PACKAGES,Permission :: SEND_SMS,Permission :: ACCESS_NETWORK_STATE,Permission :: READ_HISTORY_BOOKMARKS,Permission :: WRITE_CALENDAR,Permission :: READ_LOGS,Permission :: CONTROL_LOCATION_UPDATES,Permission :: READ_CONTACTS,Permission :: ACCESS_WIFI_STATE,API Call :: Landroid/widget/Button.setOnClickListener(),API Call :: Landroid/os/Handler.obtainMessage(),API Call :: Landroid/os/Handler.sendMessage(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/content/Context.getString(),API Call :: Landroid/telephony/SmsManager.getDefault(),API Call :: Landroid/telephony/SmsManager.sendTextMessage()
000e0948176bdec2b6e19d0f03e23f37910676a9b7e7709954614bac79269c36,Jimm,QueiD9ej.ezahS1gi,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
