SHA256,NOME,PACOTE,API_MIN,API,Permission :: RECEIVE_DM_REGISTER_SMS,Permission :: READ_PHONE_STATE,Permission :: SEND_SMS,Intent :: BOOT_COMPLETED,API Call :: Landroid/os/IBinder.transact(),API Call :: Landroid/os/Parcel.obtain(),API Call :: Landroid/os/Parcel.recycle(),API Call :: Landroid/os/Parcel.readInt(),API Call :: Landroid/os/Parcel.writeInterfaceToken(),API Call :: Landroid/os/Parcel.createByteArray(),API Call :: Landroid/os/Parcel.writeByteArray(),API Call :: Landroid/os/Binder.init(),API Call :: Landroid/os/IBinder.queryLocalInterface(),API Call :: Landroid/os/ServiceManager.getService(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/telephony/TelephonyManager.getDeviceId(),API Call :: Landroid/telephony/TelephonyManager.getSubscriberId(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/Intent.getStringExtra(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/Context.startService(),API Call :: Landroid/content/Intent.setAction(),API Call :: Landroid/content/Intent.setClass(),API Call :: Landroid/content/Context.stopService(),API Call :: Landroid/content/Intent.getAction(),API Call :: Landroid/os/Handler.sendMessage(),API Call :: Landroid/os/Message.init(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/telephony/PhoneStateListener.init(),API Call :: Landroid/telephony/ServiceState.getState(),API Call :: Landroid/telephony/SmsManager.sendDataMessage(),API Call :: Landroid/telephony/TelephonyManager.getNetworkCountryIso(),API Call :: Landroid/telephony/TelephonyManager.getSimCountryIso(),API Call :: Landroid/telephony/TelephonyManager.getSimStateGemini(),API Call :: Landroid/telephony/TelephonyManager.getSimOperatorGemini(),API Call :: Landroid/telephony/TelephonyManager.getSubscriberIdGemini(),API Call :: Landroid/telephony/TelephonyManager.getNetworkCountryIsoGemini(),API Call :: Landroid/telephony/gemini/GeminiSmsManager.sendDataMessageGemini(),API Call :: Landroid/telephony/TelephonyManager.getSimCountryIsoGemini(),API Call :: Landroid/telephony/TelephonyManager.getSimState(),API Call :: Landroid/telephony/TelephonyManager.getSimOperator(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/telephony/SmsManager.getDefault(),API Call :: Landroid/telephony/TelephonyManager.listen()
0016b3d270a9c97e2a5df8c7f063dabecb09bbf93be090f9de2be65e91e178be,SmsReg,com.Android.SmsReg,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
