SHA256,NOME,PACOTE,API_MIN,API,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: ACCESS_NETWORK_STATE,Permission :: INTERNET,Permission :: ACCESS_WIFI_STATE,Permission :: INSTALL_SHORTCUT,Permission :: SET_WALLPAPER,Permission :: UNINSTALL_SHORTCUT,Permission :: RECEIVE_BOOT_COMPLETED,Permission :: READ_PHONE_STATE,Permission :: GET_TASKS,Intent :: BOOT_COMPLETED,API Call :: Landroid/view/View.setLayoutParams(),API Call :: Landroid/view/View.getLayoutParams(),API Call :: Landroid/view/View.getContext(),API Call :: Landroid/view/View.findViewById(),API Call :: Landroid/widget/TextView.setTextSize(),API Call :: Landroid/widget/ImageView.setImageBitmap(),API Call :: Landroid/widget/ImageView.setTag(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/view/View.getVisibility(),API Call :: Landroid/view/View.setVisibility(),API Call :: Landroid/widget/TextView.setTextColor(),API Call :: Landroid/net/Uri.getAuthority(),API Call :: Landroid/net/Uri.getPath(),API Call :: Landroid/net/Uri.getFragment(),API Call :: Landroid/net/Uri.getScheme(),API Call :: Landroid/net/Uri.getQuery(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/util/Xml.newPullParser(),API Call :: Landroid/widget/ImageView.getResources(),API Call :: Landroid/widget/ImageView.getContext(),API Call :: Landroid/view/animation/AlphaAnimation.init(),API Call :: Landroid/view/animation/AnimationUtils.loadAnimation(),API Call :: Landroid/widget/ImageView.setAnimation(),API Call :: Landroid/widget/ImageView.startAnimation(),API Call :: Landroid/view/animation/Animation.setInterpolator(),API Call :: Landroid/view/animation/Animation.setStartTime(),API Call :: Landroid/widget/ImageView.setImageDrawable(),API Call :: Landroid/view/animation/Animation.setDuration(),API Call :: Landroid/view/animation/DecelerateInterpolator.init(),API Call :: Landroid/view/animation/AnimationUtils.currentAnimationTimeMillis(),API Call :: Landroid/widget/ImageView.getTag(),API Call :: Landroid/view/View.getResources(),API Call :: Landroid/content/res/Resources.getDisplayMetrics(),API Call :: Landroid/util/TypedValue.applyDimension(),API Call :: Landroid/content/Context.getResources(),API Call :: Landroid/util/Log.w(),API Call :: Landroid/util/Log.getStackTraceString(),API Call :: Landroid/os/Environment.getExternalStorageDirectory(),API Call :: Landroid/os/Looper.getThread(),API Call :: Landroid/os/Looper.getMainLooper(),API Call :: Landroid/os/Handler.post(),API Call :: Landroid/content/Context.getCacheDir(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/view/View.setTag(),API Call :: Landroid/widget/ProgressBar.setProgress(),API Call :: Landroid/widget/ProgressBar.setMax(),API Call :: Landroid/view/View.getTag(),API Call :: Landroid/widget/ProgressBar.isIndeterminate(),API Call :: Landroid/widget/AbsListView.getLastVisiblePosition(),API Call :: Landroid/widget/AbsListView.getCount(),API Call :: Landroid/widget/ExpandableListAdapter.getGroupView(),API Call :: Landroid/widget/ExpandableListView.getPackedPositionGroup(),API Call :: Landroid/widget/ExpandableListView.getPackedPositionChild(),API Call :: Landroid/widget/ExpandableListView.getLastVisiblePosition(),API Call :: Landroid/widget/ExpandableListView.getExpandableListPosition(),API Call :: Landroid/widget/ExpandableListView.getChildAt(),API Call :: Landroid/widget/ExpandableListView.isGroupExpanded(),API Call :: Landroid/widget/ExpandableListView.getExpandableListAdapter(),API Call :: Landroid/widget/ExpandableListView.setTag(),API Call :: Landroid/widget/ExpandableListView.getFirstVisiblePosition(),API Call :: Landroid/widget/ExpandableListAdapter.getChildView(),API Call :: Landroid/widget/ExpandableListAdapter.getChildrenCount(),API Call :: Landroid/widget/AbsListView.setTag(),API Call :: Landroid/widget/AbsListView.getFirstVisiblePosition(),API Call :: Landroid/widget/AbsListView.getChildAt(),API Call :: Landroid/widget/ListAdapter.getView(),API Call :: Landroid/widget/AbsListView.getAdapter(),API Call :: Landroid/widget/AdapterView.getFirstVisiblePosition(),API Call :: Landroid/widget/AdapterView.getChildAt(),API Call :: Landroid/widget/Adapter.getView(),API Call :: Landroid/widget/AdapterView$OnItemSelectedListener.onItemSelected(),API Call :: Landroid/widget/AdapterView.getChildCount(),API Call :: Landroid/widget/AdapterView.getAdapter(),API Call :: Landroid/widget/AdapterView.setTag(),API Call :: Landroid/widget/AdapterView.getTag(),API Call :: Landroid/widget/AdapterView$OnItemSelectedListener.onNothingSelected(),API Call :: Landroid/widget/AbsListView$OnScrollListener.onScroll(),API Call :: Landroid/widget/AbsListView$OnScrollListener.onScrollStateChanged(),API Call :: Landroid/widget/ProgressBar.getMax(),API Call :: Landroid/widget/ProgressBar.incrementProgressBy(),API Call :: Landroid/widget/ProgressBar.setTag(),API Call :: Landroid/widget/ProgressBar.setVisibility(),API Call :: Landroid/widget/ImageView.setScaleType(),API Call :: Landroid/widget/ImageView.setImageMatrix(),API Call :: Landroid/widget/ImageView.getPaddingTop(),API Call :: Landroid/widget/ImageView.getPaddingBottom(),API Call :: Landroid/widget/ImageView.setLayoutParams(),API Call :: Landroid/widget/ImageView.getLayoutParams(),API Call :: Landroid/widget/ImageView.getWidth(),API Call :: Landroid/widget/ImageView.getPaddingLeft(),API Call :: Landroid/widget/ImageView.getPaddingRight(),API Call :: Landroid/widget/ImageView.getHeight(),API Call :: Landroid/util/Xml.newSerializer(),API Call :: Landroid/view/Display.getHeight(),API Call :: Landroid/view/WindowManager.getDefaultDisplay(),API Call :: Landroid/content/res/AssetManager.open(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/util/Log.i(),API Call :: Landroid/content/Intent.getBooleanExtra(),API Call :: Landroid/content/Intent.getStringExtra(),API Call :: Landroid/widget/TextView.init(),API Call :: Landroid/widget/TextView.setId(),API Call :: Landroid/widget/ImageView.setPadding(),API Call :: Landroid/widget/ImageView.setOnClickListener(),API Call :: Landroid/widget/ImageView.setId(),API Call :: Landroid/widget/LinearLayout$LayoutParams.init(),API Call :: Landroid/widget/ImageView.init(),API Call :: Landroid/widget/RelativeLayout$LayoutParams.addRule(),API Call :: Landroid/widget/Button.init(),API Call :: Landroid/widget/Button.setId(),API Call :: Landroid/widget/Button.setLayoutParams(),API Call :: Landroid/widget/RelativeLayout$LayoutParams.setMargins(),API Call :: Landroid/widget/RelativeLayout$LayoutParams.init(),API Call :: Landroid/widget/Button.setBackgroundDrawable(),API Call :: Landroid/widget/Button.setOnClickListener(),API Call :: Landroid/widget/Button.setTextColor(),API Call :: Landroid/widget/Button.setTextSize(),API Call :: Landroid/widget/Button.setText(),API Call :: Landroid/view/View.setBackgroundDrawable(),API Call :: Landroid/widget/TextView.setLayoutParams(),API Call :: Landroid/widget/TextView.setGravity(),API Call :: Landroid/content/IntentFilter.init(),API Call :: Landroid/widget/RelativeLayout.setBackgroundColor(),API Call :: Landroid/widget/RelativeLayout.init(),API Call :: Landroid/widget/RelativeLayout.setId(),API Call :: Landroid/widget/RelativeLayout.setLayoutParams(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/view/Display.getWidth(),API Call :: Landroid/widget/ListView.setAdapter(),API Call :: Landroid/widget/FrameLayout.setLayoutParams(),API Call :: Landroid/widget/FrameLayout.addView(),API Call :: Landroid/view/ViewGroup$LayoutParams.init(),API Call :: Landroid/widget/RelativeLayout.addView(),API Call :: Landroid/widget/FrameLayout.init(),API Call :: Landroid/widget/LinearLayout.addView(),API Call :: Landroid/widget/LinearLayout.init(),API Call :: Landroid/widget/LinearLayout.setBackgroundColor(),API Call :: Landroid/widget/LinearLayout.setLayoutParams(),API Call :: Landroid/widget/LinearLayout.setOrientation(),API Call :: Landroid/widget/ProgressBar.setLayoutParams(),API Call :: Landroid/widget/TextView.setBackgroundColor(),API Call :: Landroid/widget/LinearLayout.setGravity(),API Call :: Landroid/widget/ProgressBar.setId(),API Call :: Landroid/widget/ProgressBar.init(),API Call :: Landroid/util/Log.e(),API Call :: Landroid/content/Intent.getIntExtra(),API Call :: Landroid/content/res/AssetManager.list(),API Call :: Landroid/widget/RelativeLayout.setVisibility(),API Call :: Landroid/widget/RelativeLayout.setBackgroundDrawable(),API Call :: Landroid/widget/LinearLayout.setPadding(),API Call :: Landroid/widget/ScrollView.setLayoutParams(),API Call :: Landroid/widget/ScrollView.addView(),API Call :: Landroid/widget/ScrollView.init(),API Call :: Landroid/widget/ScrollView.setId(),API Call :: Landroid/widget/ListView.setId(),API Call :: Landroid/widget/ListView.init(),API Call :: Landroid/widget/ListView.setCacheColorHint(),API Call :: Landroid/widget/LinearLayout.setVisibility(),API Call :: Landroid/widget/ListView.setDividerHeight(),API Call :: Landroid/widget/ListView.setOnItemClickListener(),API Call :: Landroid/widget/ListView.setLayoutParams(),API Call :: Landroid/widget/LinearLayout.setId(),API Call :: Landroid/widget/ListView.setDivider(),API Call :: Landroid/view/View.init(),API Call :: Landroid/widget/LinearLayout$LayoutParams.setMargins(),API Call :: Landroid/view/View.setBackgroundColor(),API Call :: Landroid/widget/LinearLayout.setBackgroundDrawable(),API Call :: Landroid/widget/TextView.setOnClickListener(),API Call :: Landroid/net/ConnectivityManager.getActiveNetworkInfo(),API Call :: Landroid/widget/RelativeLayout.getVisibility(),API Call :: Landroid/widget/ScrollView.scrollTo(),API Call :: Landroid/widget/ViewFlipper.showPrevious(),API Call :: Landroid/widget/ViewFlipper.setOutAnimation(),API Call :: Landroid/widget/ViewFlipper.setInAnimation(),API Call :: Landroid/widget/ScrollView.startAnimation(),API Call :: Landroid/widget/ViewFlipper.showNext(),API Call :: Landroid/widget/ScrollView.setBackgroundColor(),API Call :: Landroid/widget/ViewFlipper.addView(),API Call :: Landroid/widget/ViewFlipper.setLayoutParams(),API Call :: Landroid/widget/ViewFlipper.init(),API Call :: Landroid/widget/ImageButton.setOnClickListener(),API Call :: Landroid/widget/ImageButton.setBackgroundDrawable(),API Call :: Landroid/widget/ImageButton.setId(),API Call :: Landroid/widget/ImageButton.init(),API Call :: Landroid/widget/ImageButton.setLayoutParams(),API Call :: Landroid/view/animation/TranslateAnimation.setInterpolator(),API Call :: Landroid/view/animation/TranslateAnimation.setStartOffset(),API Call :: Landroid/view/animation/TranslateAnimation.setDuration(),API Call :: Landroid/view/animation/TranslateAnimation.init(),API Call :: Landroid/view/animation/AnimationSet.init(),API Call :: Landroid/view/animation/AnimationSet.addAnimation(),API Call :: Landroid/view/MotionEvent.getX(),API Call :: Landroid/view/MotionEvent.getY(),API Call :: Landroid/view/MotionEvent.getAction(),API Call :: Landroid/widget/ScrollView.getScrollY(),API Call :: Landroid/widget/ScrollView.findViewById(),API Call :: Landroid/webkit/WebView.setLayoutParams(),API Call :: Landroid/webkit/WebView.init(),API Call :: Landroid/content/pm/PackageManager.getInstalledPackages(),API Call :: Landroid/webkit/WebView.destroy(),API Call :: Landroid/webkit/WebView.getSettings(),API Call :: Landroid/view/Window.setFlags(),API Call :: Landroid/webkit/WebSettings.setJavaScriptEnabled(),API Call :: Landroid/webkit/WebView.loadUrl(),API Call :: Landroid/webkit/WebView.setWebViewClient(),API Call :: Landroid/webkit/WebSettings.setPluginState(),API Call :: Landroid/webkit/WebView.setWebChromeClient(),API Call :: Landroid/webkit/WebView.canGoBack(),API Call :: Landroid/webkit/WebView.goBack(),API Call :: Landroid/widget/ImageView.onDraw(),API Call :: Landroid/view/Window.getWindowManager(),API Call :: Landroid/util/FloatMath.sqrt(),API Call :: Landroid/view/MotionEvent.getRawY(),API Call :: Landroid/view/MotionEvent.getRawX(),API Call :: Landroid/view/MotionEvent.getPointerCount(),API Call :: Landroid/os/Message.sendToTarget(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/view/View.invalidate(),API Call :: Landroid/webkit/WebViewClient.init(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/webkit/WebViewClient.onReceivedError(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/webkit/WebChromeClient.init(),API Call :: Landroid/webkit/WebChromeClient.onConsoleMessage(),API Call :: Landroid/webkit/WebChromeClient.onJsAlert(),API Call :: Landroid/webkit/WebChromeClient.onProgressChanged(),API Call :: Landroid/os/Handler.postDelayed(),API Call :: Landroid/content/Intent.setData(),API Call :: Landroid/content/DialogInterface.dismiss(),API Call :: Landroid/content/res/Resources.getDrawable(),API Call :: Landroid/widget/BaseAdapter.init(),API Call :: Landroid/widget/AbsListView$LayoutParams.init(),API Call :: Landroid/widget/RelativeLayout.setPadding(),API Call :: Landroid/view/View$MeasureSpec.getSize(),API Call :: Landroid/view/View$MeasureSpec.getMode(),API Call :: Landroid/view/View.onSizeChanged(),API Call :: Landroid/view/View.scrollTo(),API Call :: Landroid/content/ContentValues.getAsInteger(),API Call :: Landroid/content/ContentValues.getAsString(),API Call :: Landroid/content/ContentValues.init(),API Call :: Landroid/content/ContentValues.put(),API Call :: Landroid/os/Process.setThreadPriority(),API Call :: Landroid/content/Intent.getAction(),API Call :: Landroid/os/Environment.getExternalStorageState(),API Call :: Landroid/content/Intent.setAction(),API Call :: Landroid/content/Context.startActivity(),API Call :: Landroid/content/Intent.setClass(),API Call :: Landroid/content/IntentFilter.addAction(),API Call :: Landroid/content/IntentFilter.addDataScheme(),API Call :: Landroid/content/Context.getAssets(),API Call :: Landroid/util/Pair.init()
0029333c3985b712c6d656b34ab0f5b9f9ac1f439210abb95532c38ee6373c28,提高快速阅读的技巧,com.zhainvdaku.geepalmm,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
