SHA256,NOME,PACOTE,API_MIN,API,Permission :: CAMERA,API Call :: Landroid/content/Context.checkPermission(),API Call :: Landroid/os/Process.myPid(),API Call :: Landroid/os/Process.myUid(),API Call :: Landroid/content/pm/PackageManager.checkPermission(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/os/Handler.post(),API Call :: Landroid/os/Looper.getMainLooper(),API Call :: Landroid/util/Log.i(),API Call :: Landroid/os/Bundle.getBinder(),API Call :: Landroid/os/Parcel.writeInt(),API Call :: Landroid/os/Bundle.writeToParcel(),API Call :: Landroid/os/Parcel.writeInterfaceToken(),API Call :: Landroid/os/Parcel.recycle(),API Call :: Landroid/os/IBinder.transact(),API Call :: Landroid/os/Parcel.obtain(),API Call :: Landroid/os/Binder.init(),API Call :: Landroid/os/IBinder.queryLocalInterface(),API Call :: Landroid/os/Parcelable$Creator.createFromParcel(),API Call :: Landroid/os/Binder.onTransact(),API Call :: Landroid/os/Parcel.enforceInterface(),API Call :: Landroid/os/Parcel.readInt(),API Call :: Landroid/os/Parcel.writeString(),API Call :: Landroid/os/Parcel.readStrongBinder(),API Call :: Landroid/os/Parcel.writeStrongBinder(),API Call :: Landroid/util/Log.e(),API Call :: Landroid/util/SparseIntArray.init(),API Call :: Landroid/util/SparseIntArray.put(),API Call :: Landroid/util/Log.w(),API Call :: Landroid/os/Bundle.getParcelable(),API Call :: Landroid/os/Bundle.containsKey(),API Call :: Landroid/os/Bundle.getParcelableArray(),API Call :: Landroid/util/Log.isLoggable(),API Call :: Landroid/os/Parcel.writeParcelable(),API Call :: Landroid/text/TextUtils.writeToParcel(),API Call :: Landroid/os/Parcel.writeBundle(),API Call :: Landroid/os/Parcel.readBundle(),API Call :: Landroid/os/Parcel.readParcelable(),API Call :: Landroid/os/Parcel.readString(),API Call :: Landroid/os/Bundle.remove(),API Call :: Landroid/os/Bundle.size(),API Call :: Landroid/os/Bundle.init(),API Call :: Landroid/os/Bundle.putParcelable(),API Call :: Landroid/os/Bundle.putBoolean(),API Call :: Landroid/os/Parcel.setDataPosition(),API Call :: Landroid/os/Parcel.readFloat(),API Call :: Landroid/os/Parcel.writeFloat(),API Call :: Landroid/os/Bundle.getBundle(),API Call :: Landroid/os/Parcel.createTypedArrayList(),API Call :: Landroid/os/Message.getData(),API Call :: Landroid/os/Message.sendToTarget(),API Call :: Landroid/os/Message.setData(),API Call :: Landroid/os/Parcel.readLong(),API Call :: Landroid/os/Parcel.writeLong(),API Call :: Landroid/os/ResultReceiver.writeToParcel(),API Call :: Landroid/os/Bundle.setClassLoader(),API Call :: Landroid/os/Parcel.writeTypedList(),API Call :: Landroid/os/Parcel.readException(),API Call :: Landroid/net/Uri.writeToParcel(),API Call :: Landroid/view/KeyEvent.writeToParcel(),API Call :: Landroid/os/Parcel.writeNoException(),API Call :: Landroid/os/Parcel.dataSize(),API Call :: Landroid/os/Parcel.dataPosition(),API Call :: Landroid/os/Parcel.writeByteArray(),API Call :: Landroid/util/SparseIntArray.get(),API Call :: Landroid/os/Parcel.readByteArray(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/widget/ImageView.setVisibility(),API Call :: Landroid/widget/LinearLayout.getWidth(),API Call :: Landroid/widget/LinearLayout.setX(),API Call :: Landroid/view/MotionEvent.getX(),API Call :: Landroid/widget/LinearLayout.getX(),API Call :: Landroid/widget/ImageView.setOnClickListener(),API Call :: Landroid/widget/LinearLayout.setOnTouchListener(),API Call :: Landroid/widget/LinearLayout.setVisibility(),API Call :: Landroid/widget/LinearLayout.setOnClickListener(),API Call :: Landroid/content/Context.getApplicationContext(),API Call :: Landroid/content/pm/PackageManager.hasSystemFeature(),API Call :: Landroid/content/Context.getPackageManager(),API Call :: Landroid/widget/ImageView.setImageResource()
0024f5ba000879c1cc9284b93b5e1ff31a134413353648b163a35a0fd251e2dc,FlashLight,noad.star.flashlightfree,14,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
