SHA256,NOME,PACOTE,API_MIN,API,Permission :: INTERNET,Permission :: READ_PHONE_STATE,API Call :: Landroid/webkit/WebChromeClient.init(),API Call :: Landroid/widget/RelativeLayout.removeView(),API Call :: Landroid/webkit/WebView.destroy(),API Call :: Landroid/webkit/WebChromeClient.onCloseWindow(),API Call :: Landroid/webkit/WebView.init(),API Call :: Landroid/widget/RelativeLayout.addView(),API Call :: Landroid/webkit/WebView$WebViewTransport.setWebView(),API Call :: Landroid/webkit/WebView.setWebChromeClient(),API Call :: Landroid/webkit/WebView.setWebViewClient(),API Call :: Landroid/os/Message.sendToTarget(),API Call :: Landroid/webkit/WebView.getContext(),API Call :: Landroid/webkit/WebViewClient.init(),API Call :: Landroid/webkit/WebViewClient.onPageFinished(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/net/http/SslError.getPrimaryError(),API Call :: Landroid/webkit/WebViewClient.onReceivedSslError(),API Call :: Landroid/widget/RelativeLayout.getKeepScreenOn(),API Call :: Landroid/content/Intent.parseUri(),API Call :: Landroid/content/Intent.setData(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/webkit/WebView.loadUrl(),API Call :: Landroid/content/Intent.getPackage(),API Call :: Landroid/content/pm/PackageManager.getLaunchIntentForPackage(),API Call :: Landroid/content/IntentFilter.init(),API Call :: Landroid/webkit/WebView.setScrollBarStyle(),API Call :: Landroid/webkit/WebSettings.setLightTouchEnabled(),API Call :: Landroid/webkit/WebSettings.setUseWideViewPort(),API Call :: Landroid/webkit/WebView.getSettings(),API Call :: Landroid/webkit/WebSettings.setBuiltInZoomControls(),API Call :: Landroid/webkit/WebSettings.setJavaScriptEnabled(),API Call :: Landroid/webkit/WebSettings.setLoadsImagesAutomatically(),API Call :: Landroid/webkit/WebSettings.setSupportZoom(),API Call :: Landroid/webkit/WebView.setVerticalScrollBarEnabled(),API Call :: Landroid/webkit/WebSettings.setRenderPriority(),API Call :: Landroid/webkit/WebSettings.setJavaScriptCanOpenWindowsAutomatically(),API Call :: Landroid/webkit/WebView.setVerticalScrollbarOverlay(),API Call :: Landroid/webkit/WebSettings.setDefaultTextEncodingName(),API Call :: Landroid/webkit/WebSettings.setSupportMultipleWindows(),API Call :: Landroid/webkit/WebView.setPadding(),API Call :: Landroid/webkit/WebView.setHorizontalScrollBarEnabled(),API Call :: Landroid/util/Log.e(),API Call :: Landroid/widget/RelativeLayout.getChildAt(),API Call :: Landroid/widget/RelativeLayout.getChildCount(),API Call :: Landroid/webkit/WebSettings.setTextZoom(),API Call :: Landroid/webkit/WebView.goBack(),API Call :: Landroid/webkit/WebView.canGoBack()
000040290a90f689fb71a84a1d85064867e6a4924e5b034331be716578d108a2,종로자세굿재활의학과의원,com.jase.kr.web,9,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
