SHA256,NOME,PACOTE,API_MIN,API,Permission :: SEND_SMS,Permission :: RECEIVE_SMS,Permission :: INTERNET,Permission :: READ_PHONE_STATE,API Call :: Landroid/widget/Button.getText(),API Call :: Landroid/widget/TextView.setMovementMethod(),API Call :: Landroid/widget/Button.setText(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/text/method/ScrollingMovementMethod.init(),API Call :: Landroid/util/Log.v(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/content/SharedPreferences.getLong(),API Call :: Landroid/widget/TextView.setVisibility(),API Call :: Landroid/widget/LinearLayout.setVisibility(),API Call :: Landroid/content/SharedPreferences$Editor.putLong(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/widget/Button.setVisibility(),API Call :: Landroid/content/res/Resources.openRawResource(),API Call :: Landroid/content/Context.getResources(),API Call :: Landroid/os/AsyncTask.init(),API Call :: Landroid/widget/ArrayAdapter.notifyDataSetChanged(),API Call :: Landroid/widget/ListView.setSelection(),API Call :: Landroid/widget/ListView.setAdapter(),API Call :: Landroid/widget/ArrayAdapter.init(),API Call :: Landroid/widget/ListView.setOnItemClickListener(),API Call :: Landroid/view/View.getContext(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/util/Log.d(),API Call :: Landroid/util/Log.i(),API Call :: Landroid/telephony/TelephonyManager.getLine1Number(),API Call :: Landroid/telephony/TelephonyManager.getSimOperator(),API Call :: Landroid/telephony/TelephonyManager.getSimCountryIso(),API Call :: Landroid/telephony/TelephonyManager.getSimOperatorName(),API Call :: Landroid/content/res/AssetManager.open(),API Call :: Landroid/content/Context.getAssets(),API Call :: Landroid/telephony/SmsManager.getDefault(),API Call :: Landroid/telephony/SmsManager.sendTextMessage(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/Context.getSharedPreferences(),API Call :: Landroid/telephony/SmsMessage.createFromPdu(),API Call :: Landroid/os/Bundle.get(),API Call :: Landroid/telephony/SmsMessage.getOriginatingAddress(),API Call :: Landroid/content/Intent.getExtras(),API Call :: Landroid/telephony/SmsMessage.getUserData()
00404840db4c5597b13a9297614832eb2d6f6b8d6ea3e4e6fc49d21267615fbf,imo_beta_2.5.3,com.soft.android.appinstaller,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
