SHA256,NOME,PACOTE,API_MIN,API,Permission :: READ_EXTERNAL_STORAGE,Permission :: GET_ACCOUNTS,Permission :: CHANGE_WIFI_STATE,Permission :: SYSTEM_ALERT_WINDOW,Permission :: READ_PHONE_STATE,Permission :: INSTALL_PACKAGES,Permission :: UNINSTALL_SHORTCUT,Permission :: INSTALL_SHORTCUT,Permission :: MOUNT_UNMOUNT_FILESYSTEMS,Permission :: ACCESS_WIFI_STATE,Permission :: ACCESS_COARSE_LOCATION,Permission :: ACCESS_SUPERUSER,Permission :: ACCESS_NETWORK_STATE,Permission :: WRITE_SETTINGS,Permission :: ACCESS_FINE_LOCATION,Permission :: ACCESS_MTK_MMHW,Permission :: INTERNET,Permission :: GET_TASKS,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: KILL_BACKGROUND_PROCESSES,Intent :: BOOT_COMPLETED,Intent :: CONNECTIVITY_CHANGE,Intent :: USER_PRESENT,Intent :: PACKAGE_RESTARTED,Intent :: PACKAGE_ADDED,API Call :: Landroid/text/TextUtils.isEmpty(),API Call :: Landroid/content/Context.openOrCreateDatabase(),API Call :: Landroid/content/Context.getApplicationContext(),API Call :: Landroid/content/pm/PackageManager.getPackageArchiveInfo(),API Call :: Landroid/content/pm/ApplicationInfo.loadIcon(),API Call :: Landroid/content/Context.getPackageManager(),API Call :: Landroid/util/Log.d(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/content/Context.getSharedPreferences(),API Call :: Landroid/content/SharedPreferences.getString(),API Call :: Landroid/text/TextUtils.join(),API Call :: Landroid/content/SharedPreferences$Editor.putLong(),API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/content/SharedPreferences$Editor.putString(),API Call :: Landroid/content/SharedPreferences.getLong(),API Call :: Landroid/content/Context.startActivity(),API Call :: Landroid/net/Uri.fromFile(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/Intent.addFlags(),API Call :: Landroid/content/Intent.setDataAndType(),API Call :: Landroid/content/Intent.setAction(),API Call :: Landroid/content/SharedPreferences$Editor.remove(),API Call :: Landroid/content/res/Resources.getIdentifier(),API Call :: Landroid/content/Context.getResources(),API Call :: Landroid/content/Context.getPackageName(),API Call :: Landroid/util/Log.i(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/util/Log.e(),API Call :: Landroid/provider/Settings$Secure.getString(),API Call :: Landroid/content/Context.getContentResolver(),API Call :: Landroid/content/pm/PackageManager.getPackageInfo(),API Call :: Landroid/os/Bundle.get(),API Call :: Landroid/content/pm/PackageManager.getApplicationInfo(),API Call :: Landroid/net/NetworkInfo.isConnected(),API Call :: Landroid/net/ConnectivityManager.getActiveNetworkInfo(),API Call :: Landroid/content/pm/PackageManager.getInstalledPackages(),API Call :: Landroid/content/pm/ApplicationInfo.loadLabel(),API Call :: Landroid/os/Message.sendToTarget(),API Call :: Landroid/os/SystemClock.uptimeMillis(),API Call :: Landroid/os/SystemClock.sleep(),API Call :: Landroid/os/Process.setThreadPriority(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/os/Looper.getMainLooper(),API Call :: Landroid/util/Log.w(),API Call :: Landroid/os/HandlerThread.getLooper(),API Call :: Landroid/os/HandlerThread.init(),API Call :: Landroid/os/HandlerThread.start(),API Call :: Landroid/content/IntentFilter.init(),API Call :: Landroid/content/Context.registerReceiver(),API Call :: Landroid/content/IntentFilter.addAction(),API Call :: Landroid/content/Context.unregisterReceiver(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/Intent.getPackage(),API Call :: Landroid/content/Intent.getStringExtra(),API Call :: Landroid/os/Handler.sendMessage(),API Call :: Landroid/content/Intent.getIntExtra(),API Call :: Landroid/os/Message.obtain(),API Call :: Landroid/os/HandlerThread.run(),API Call :: Landroid/os/Handler.post(),API Call :: Landroid/content/res/AssetManager.open(),API Call :: Landroid/content/res/AssetManager.list(),API Call :: Landroid/content/res/Resources.init(),API Call :: Landroid/content/res/Resources.getDisplayMetrics(),API Call :: Landroid/content/res/Resources.newTheme(),API Call :: Landroid/content/res/Resources.getConfiguration(),API Call :: Landroid/content/res/Resources$Theme.setTo(),API Call :: Landroid/os/Bundle.containsKey(),API Call :: Landroid/os/Process.killProcess(),API Call :: Landroid/os/Process.myPid(),API Call :: Landroid/os/Bundle.putInt(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/content/Intent.putExtras(),API Call :: Landroid/os/Bundle.init(),API Call :: Landroid/os/Bundle.putString(),API Call :: Landroid/content/Context.getFileStreamPath(),API Call :: Landroid/content/Intent.getAction(),API Call :: Landroid/content/Context.startService(),API Call :: Landroid/content/Intent.setFlags(),API Call :: Landroid/content/Intent.getFlags(),API Call :: Landroid/content/pm/PackageManager.setComponentEnabledSetting(),API Call :: Landroid/content/Intent.setClass(),API Call :: Landroid/widget/ImageButton.setOnClickListener(),API Call :: Landroid/os/Bundle.getString(),API Call :: Landroid/os/Bundle.getInt(),API Call :: Landroid/content/Intent.getBundleExtra(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/view/ViewTreeObserver.addOnGlobalLayoutListener(),API Call :: Landroid/os/Bundle.getDouble(),API Call :: Landroid/widget/FrameLayout.getViewTreeObserver(),API Call :: Landroid/widget/ImageView.setImageResource(),API Call :: Landroid/widget/ImageView.init(),API Call :: Landroid/widget/LinearLayout.removeAllViews(),API Call :: Landroid/widget/LinearLayout.addView(),API Call :: Landroid/view/ViewGroup$LayoutParams.init(),API Call :: Landroid/widget/ImageView.setLayoutParams(),API Call :: Landroid/view/Window.setFlags(),API Call :: Landroid/os/Handler.postDelayed(),API Call :: Landroid/os/Handler.removeCallbacks(),API Call :: Landroid/widget/ImageView.setImageBitmap(),API Call :: Landroid/content/res/Resources.getDrawable(),API Call :: Landroid/widget/FrameLayout.getHeight(),API Call :: Landroid/widget/ImageView.setPadding(),API Call :: Landroid/widget/FrameLayout$LayoutParams.setMargins(),API Call :: Landroid/view/ViewTreeObserver.removeGlobalOnLayoutListener(),API Call :: Landroid/widget/ImageView.setScaleType(),API Call :: Landroid/widget/FrameLayout.getWidth(),API Call :: Landroid/widget/ImageView.getLayoutParams(),API Call :: Landroid/content/IntentFilter.getAction(),API Call :: Landroid/os/Environment.getExternalStorageState(),API Call :: Landroid/os/Environment.getExternalStorageDirectory(),API Call :: Landroid/telephony/TelephonyManager.getNetworkCountryIso(),API Call :: Landroid/net/NetworkInfo.getType(),API Call :: Landroid/telephony/TelephonyManager.getPhoneType(),API Call :: Landroid/content/pm/PackageManager.checkPermission(),API Call :: Landroid/content/Context.checkCallingOrSelfPermission(),API Call :: Landroid/telephony/TelephonyManager.getNetworkOperator(),API Call :: Landroid/telephony/TelephonyManager.getSimState(),API Call :: Landroid/telephony/TelephonyManager.getNetworkOperatorName(),API Call :: Landroid/telephony/TelephonyManager.getSimOperator(),API Call :: Landroid/os/Message.setData(),API Call :: Landroid/os/Handler.dispatchMessage(),API Call :: Landroid/os/Message.init(),API Call :: Landroid/os/Bundle.putParcelable(),API Call :: Landroid/os/Bundle.putDouble(),API Call :: Landroid/os/Message.getData(),API Call :: Landroid/os/Bundle.getParcelable(),API Call :: Landroid/os/Handler.handleMessage(),API Call :: Landroid/content/pm/PackageManager.getLaunchIntentForPackage(),API Call :: Landroid/os/StatFs.getAvailableBlocks(),API Call :: Landroid/os/StatFs.init(),API Call :: Landroid/os/StatFs.getBlockSize(),API Call :: Landroid/os/Parcel.readString(),API Call :: Landroid/os/Parcel.readInt(),API Call :: Landroid/os/Parcel.readLong(),API Call :: Landroid/os/Parcel.writeString(),API Call :: Landroid/os/Parcel.writeLong(),API Call :: Landroid/os/Parcel.writeInt(),API Call :: Landroid/content/Context.getCacheDir(),API Call :: Landroid/content/Intent.getLongExtra(),API Call :: Landroid/content/Context.sendBroadcast(),API Call :: Landroid/content/ComponentName.getClassName(),API Call :: Landroid/net/Uri.encode(),API Call :: Landroid/os/AsyncTask.execute(),API Call :: Landroid/os/Looper.myLooper(),API Call :: Landroid/content/SharedPreferences$Editor.putBoolean(),API Call :: Landroid/content/SharedPreferences.getBoolean(),API Call :: Landroid/os/AsyncTask.init(),API Call :: Landroid/widget/RemoteViews.setViewVisibility(),API Call :: Landroid/widget/RemoteViews.setImageViewResource(),API Call :: Landroid/widget/RemoteViews.setTextViewText(),API Call :: Landroid/widget/RemoteViews.setImageViewBitmap(),API Call :: Landroid/widget/RemoteViews.init(),API Call :: Landroid/widget/RemoteViews.setProgressBar(),API Call :: Landroid/util/TypedValue.applyDimension(),API Call :: Landroid/content/Intent.getData(),API Call :: Landroid/net/Uri.getSchemeSpecificPart(),API Call :: Landroid/content/Intent.setPackage(),API Call :: Landroid/content/pm/PackageManager$NameNotFoundException.getMessage(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/net/Uri.getHost(),API Call :: Landroid/text/TextUtils$SimpleStringSplitter.setString(),API Call :: Landroid/text/TextUtils$SimpleStringSplitter.hasNext(),API Call :: Landroid/text/TextUtils$SimpleStringSplitter.next(),API Call :: Landroid/text/TextUtils$SimpleStringSplitter.init(),API Call :: Landroid/webkit/WebView.setWebViewClient(),API Call :: Landroid/webkit/WebView.getSettings(),API Call :: Landroid/webkit/WebView.loadUrl(),API Call :: Landroid/webkit/WebView.setVisibility(),API Call :: Landroid/webkit/WebSettings.setJavaScriptEnabled(),API Call :: Landroid/webkit/WebView.init(),API Call :: Landroid/webkit/WebView.stopLoading(),API Call :: Landroid/webkit/WebViewClient.init(),API Call :: Landroid/webkit/WebViewClient.onReceivedError(),API Call :: Landroid/webkit/SslErrorHandler.proceed(),API Call :: Landroid/net/Uri.getEncodedFragment(),API Call :: Landroid/net/Uri.getEncodedQuery(),API Call :: Landroid/content/SharedPreferences.getAll(),API Call :: Landroid/content/SharedPreferences.contains()
00161b1614cb7b10f57be818640a2bbbc92ff596fe977aab93546e92bbdca420,Updates,com.phone.updates.ye,8,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
