SHA256,NOME,PACOTE,API_MIN,API,Permission :: ACCESS_COARSE_LOCATION,Permission :: INTERNET,Permission :: WAKE_LOCK,Permission :: ACCESS_FINE_LOCATION,Permission :: RECEIVE_BOOT_COMPLETED,API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/Context.startService(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/os/Handler.sendMessage(),API Call :: Landroid/os/Message.init(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/content/Context.openFileOutput(),API Call :: Landroid/os/Looper.loop(),API Call :: Landroid/os/Looper.prepare(),API Call :: Landroid/os/PowerManager$WakeLock.acquire(),API Call :: Landroid/os/PowerManager.newWakeLock(),API Call :: Landroid/widget/EditText.init(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/widget/EditText.getText()
003ff7fb7c2fa27f65945c627b0c77246afce387ccdeb45a3d5f9f3ad2dded51,GPS Spy Tracker,net.maxicom.android.tracker,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
