SHA256,NOME,PACOTE,API_MIN,API,API Call :: Landroid/util/SparseIntArray.append(),API Call :: Landroid/util/SparseIntArray.init(),API Call :: Landroid/view/ViewGroup$MarginLayoutParams.init(),API Call :: Landroid/content/res/TypedArray.getInt(),API Call :: Landroid/content/res/TypedArray.getResourceId(),API Call :: Landroid/content/res/TypedArray.getFloat(),API Call :: Landroid/content/res/TypedArray.getDimensionPixelOffset(),API Call :: Landroid/util/Log.e(),API Call :: Landroid/content/res/TypedArray.getBoolean(),API Call :: Landroid/content/res/TypedArray.getDimensionPixelSize(),API Call :: Landroid/content/res/TypedArray.getIndexCount(),API Call :: Landroid/content/res/TypedArray.getString(),API Call :: Landroid/content/Context.obtainStyledAttributes(),API Call :: Landroid/util/SparseIntArray.get(),API Call :: Landroid/content/res/TypedArray.getIndex(),API Call :: Landroid/content/res/TypedArray.recycle(),API Call :: Landroid/view/ViewGroup$MarginLayoutParams.resolveLayoutDirection(),API Call :: Landroid/util/SparseArray.init(),API Call :: Landroid/view/ViewGroup.init(),API Call :: Landroid/util/Xml.asAttributeSet(),API Call :: Landroid/content/res/Resources.getXml(),API Call :: Landroid/content/Context.getResources(),API Call :: Landroid/util/SparseArray.put(),API Call :: Landroid/view/View.getLayoutParams(),API Call :: Landroid/util/SparseArray.get(),API Call :: Landroid/view/View.getParent(),API Call :: Landroid/view/View.getId(),API Call :: Landroid/view/ViewGroup.onViewAdded(),API Call :: Landroid/view/ViewGroup.addView(),API Call :: Landroid/view/ViewGroup.dispatchDraw(),API Call :: Landroid/view/View.getTag(),API Call :: Landroid/view/View.getVisibility(),API Call :: Landroid/view/View.layout(),API Call :: Landroid/view/View.setVisibility(),API Call :: Landroid/view/View$MeasureSpec.getMode(),API Call :: Landroid/view/View$MeasureSpec.getSize(),API Call :: Landroid/view/View.getMeasuredWidth(),API Call :: Landroid/view/View.getMeasuredState(),API Call :: Landroid/view/View.getBaseline(),API Call :: Landroid/view/View.getMeasuredHeight(),API Call :: Landroid/view/View$MeasureSpec.makeMeasureSpec(),API Call :: Landroid/view/View.measure(),API Call :: Landroid/content/res/Resources.getResourceName(),API Call :: Landroid/view/View.isLayoutRequested(),API Call :: Landroid/view/ViewGroup.onViewRemoved(),API Call :: Landroid/util/SparseArray.remove(),API Call :: Landroid/view/ViewGroup.removeView(),API Call :: Landroid/view/ViewGroup.requestLayout(),API Call :: Landroid/view/ViewGroup.setId(),API Call :: Landroid/view/View.init(),API Call :: Landroid/util/Log.w(),API Call :: Landroid/content/Context.getPackageName(),API Call :: Landroid/content/res/Resources.getIdentifier(),API Call :: Landroid/view/View.onMeasure(),API Call :: Landroid/content/res/TypedArray.getDimension(),API Call :: Landroid/content/res/TypedArray.getLayoutDimension(),API Call :: Landroid/view/View.setLayoutParams(),API Call :: Landroid/view/View.setRotationY(),API Call :: Landroid/view/View.setTranslationZ(),API Call :: Landroid/view/View.setPivotX(),API Call :: Landroid/view/View.setAlpha(),API Call :: Landroid/view/View.setScaleX(),API Call :: Landroid/view/View.setPivotY(),API Call :: Landroid/view/View.setScaleY(),API Call :: Landroid/view/View.setTranslationX(),API Call :: Landroid/view/View.setRotation(),API Call :: Landroid/view/View.setElevation(),API Call :: Landroid/view/View.setTranslationY(),API Call :: Landroid/view/View.setRotationX(),API Call :: Landroid/view/View.isInEditMode(),API Call :: Landroid/view/View.getContext(),API Call :: Landroid/view/View.findViewById(),API Call :: Landroid/content/ClipData.newPlainText(),API Call :: Landroid/content/ClipboardManager.setPrimaryClip(),API Call :: Landroid/widget/EditText.getText(),API Call :: Landroid/widget/EditText.setText(),API Call :: Landroid/view/MenuInflater.inflate(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/Intent.setAction(),API Call :: Landroid/content/Intent.setType(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/view/MenuItem.getItemId(),API Call :: Landroid/content/Intent.createChooser(),API Call :: Landroid/content/res/Resources.getConfiguration(),API Call :: Landroid/content/res/Configuration.getLayoutDirection()
001edf856f5e07d183bceeead3e7147b6a3ae6a24749b2b8144ff08f9727d109,Code Translator,com.notebook.idealabs.binarycodetranslator,14,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
