SHA256,NOME,PACOTE,API_MIN,API,Permission :: CHANGE_WIFI_STATE,Permission :: GET_TASKS,Permission :: RECEIVE_BOOT_COMPLETED,Permission :: ACCESS_WIFI_STATE,Permission :: KILL_BACKGROUND_PROCESSES,Permission :: WAKE_LOCK,Intent :: BOOT_COMPLETED,Intent :: ACTION_SCREEN_OFF,Intent :: CONNECTIVITY_CHANGE,Intent :: WIFI_STATE_CHANGED,Intent :: STATE_CHANGE,API Call :: Landroid/widget/EditText.init(),API Call :: Landroid/widget/EditText.setHint(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/content/SharedPreferences$Editor.putInt(),API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/widget/EditText.getText(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/Intent.addFlags(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/content/Intent.setFlags(),API Call :: Landroid/content/Intent.setClass(),API Call :: Landroid/content/ComponentName.getPackageName(),API Call :: Landroid/os/Handler.obtainMessage(),API Call :: Landroid/os/Message.sendToTarget(),API Call :: Landroid/view/Window.setType(),API Call :: Landroid/view/Window.setFlags(),API Call :: Landroid/content/SharedPreferences.getInt(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/os/SystemClock.currentThreadTimeMillis(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/Context.startActivity(),API Call :: Landroid/content/pm/PackageManager.getPackageInfo(),API Call :: Landroid/content/Context.getApplicationInfo(),API Call :: Landroid/content/Context.getPackageManager(),API Call :: Landroid/content/Context.sendBroadcast(),API Call :: Landroid/content/Intent.setPackage(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/content/Intent.setAction()
0025ad53a2c025e8778b77d2d53ad0e3fd47c7a8bcc3282fdeb27ed5928845b4,安卓免费刷乐斗地盘,tk.jianmo.study,8,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
