SHA256,NOME,PACOTE,API_MIN,API,Permission :: INTERNET,API Call :: Landroid/webkit/WebViewClient.init(),API Call :: Landroid/webkit/WebViewClient.onPageFinished(),API Call :: Landroid/webkit/WebViewClient.onPageStarted(),API Call :: Landroid/content/Intent.setFlags(),API Call :: Landroid/content/Intent.setClass(),API Call :: Landroid/widget/ImageView.setRotation(),API Call :: Landroid/widget/ImageView.getRotation(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/webkit/WebView.setWebViewClient(),API Call :: Landroid/webkit/WebSettings.setJavaScriptEnabled(),API Call :: Landroid/widget/Button.setOnClickListener(),API Call :: Landroid/widget/ImageView.setOnClickListener(),API Call :: Landroid/webkit/WebView.getSettings(),API Call :: Landroid/webkit/WebSettings.setSupportZoom(),API Call :: Landroid/webkit/WebView.loadUrl(),API Call :: Landroid/webkit/WebSettings.setCacheMode(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/widget/ListView.getCheckedItemPositions(),API Call :: Landroid/util/SparseBooleanArray.valueAt(),API Call :: Landroid/util/SparseBooleanArray.size(),API Call :: Landroid/util/SparseBooleanArray.keyAt(),API Call :: Landroid/webkit/WebView.goBack(),API Call :: Landroid/webkit/WebView.canGoBack(),API Call :: Landroid/content/Intent.getStringExtra(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/os/Process.killProcess(),API Call :: Landroid/os/Process.myPid()
0008a46987c4bbecc020664892113112b0a5d47a09cc537b5a32fbe405a0ce57,חדשות,appinventor.ai_ey2378.hadashot,19,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
