SHA256,NOME,PACOTE,API_MIN,API,Permission :: INTERNET,Permission :: ACCESS_NETWORK_STATE,API Call :: Landroid/os/Handler.sendMessage(),API Call :: Landroid/os/Handler.obtainMessage(),API Call :: Landroid/content/Context.getString(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/view/ContextThemeWrapper.init(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/os/Message.getData(),API Call :: Landroid/os/Bundle.getString(),API Call :: Landroid/content/ContentResolver.query(),API Call :: Landroid/net/Uri.withAppendedPath(),API Call :: Landroid/content/Context.getContentResolver(),API Call :: Landroid/view/View.setVisibility(),API Call :: Landroid/view/View.findViewById(),API Call :: Landroid/widget/CheckBox.setOnCheckedChangeListener(),API Call :: Landroid/view/LayoutInflater.inflate(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/view/View.getLocationOnScreen(),API Call :: Landroid/view/View.getHeight(),API Call :: Landroid/widget/ImageView.setImageResource(),API Call :: Landroid/os/Environment.getExternalStorageDirectory(),API Call :: Landroid/widget/ZoomControls.init(),API Call :: Landroid/widget/ZoomControls.setOnZoomOutClickListener(),API Call :: Landroid/widget/FrameLayout.setVisibility(),API Call :: Landroid/view/View.setOnClickListener(),API Call :: Landroid/widget/ZoomControls.setOnZoomInClickListener(),API Call :: Landroid/widget/ZoomControls.setIsZoomInEnabled(),API Call :: Landroid/widget/ZoomControls.setIsZoomOutEnabled(),API Call :: Landroid/widget/FrameLayout.addView(),API Call :: Landroid/view/View.setEnabled(),API Call :: Landroid/widget/EditText.getText(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/os/Handler.sendEmptyMessage(),API Call :: Landroid/content/Context.getResources(),API Call :: Landroid/content/res/Resources.getStringArray(),API Call :: Landroid/content/DialogInterface.dismiss(),API Call :: Landroid/view/View.setPressed(),API Call :: Landroid/view/MotionEvent.getAction(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/Context.getApplicationContext(),API Call :: Landroid/os/Handler.sendMessageDelayed(),API Call :: Landroid/widget/TextView.setTextColor(),API Call :: Landroid/content/Intent.setData(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/content/Intent.addFlags(),API Call :: Landroid/content/Context.startActivity(),API Call :: Landroid/webkit/WebViewClient.init(),API Call :: Landroid/webkit/WebChromeClient.init(),API Call :: Landroid/webkit/JsResult.cancel(),API Call :: Landroid/widget/CheckBox.isChecked(),API Call :: Landroid/webkit/WebView.loadDataWithBaseURL(),API Call :: Landroid/webkit/WebView.loadUrl(),API Call :: Landroid/os/Bundle.get(),API Call :: Landroid/content/ContentValues.put(),API Call :: Landroid/content/ContentValues.init(),API Call :: Landroid/content/ContentResolver.update(),API Call :: Landroid/os/Message.obtain(),API Call :: Landroid/content/ContentResolver.delete(),API Call :: Landroid/content/ContentValues.clear(),API Call :: Landroid/content/UriMatcher.addURI(),API Call :: Landroid/content/UriMatcher.init(),API Call :: Landroid/content/ContentProvider.init(),API Call :: Landroid/text/TextUtils.isEmpty(),API Call :: Landroid/net/Uri.getPathSegments(),API Call :: Landroid/content/UriMatcher.match(),API Call :: Landroid/content/ContentUris.withAppendedId(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/content/Intent.createChooser(),API Call :: Landroid/text/Html.fromHtml(),API Call :: Landroid/content/Intent.setType(),API Call :: Landroid/content/Context.getFilesDir(),API Call :: Landroid/text/ClipboardManager.setText(),API Call :: Landroid/view/View.getTag(),API Call :: Landroid/widget/BaseAdapter.init(),API Call :: Landroid/view/View.setTag(),API Call :: Landroid/view/View.setOnTouchListener(),API Call :: Landroid/os/Environment.getExternalStorageState(),API Call :: Landroid/util/Pair.create(),API Call :: Landroid/content/res/Resources.openRawResource(),API Call :: Landroid/os/Bundle.getInt(),API Call :: Landroid/os/Bundle.getBoolean(),API Call :: Landroid/net/ConnectivityManager.getActiveNetworkInfo(),API Call :: Landroid/net/NetworkInfo.getState(),API Call :: Landroid/net/NetworkInfo.isConnected(),API Call :: Landroid/net/ConnectivityManager.getNetworkInfo(),API Call :: Landroid/net/Uri.encode(),API Call :: Landroid/view/ViewGroup.init(),API Call :: Landroid/view/ViewConfiguration.get(),API Call :: Landroid/view/Display.getMetrics(),API Call :: Landroid/view/WindowManager.getDefaultDisplay(),API Call :: Landroid/widget/Scroller.init(),API Call :: Landroid/util/DisplayMetrics.init(),API Call :: Landroid/view/ViewConfiguration.getScaledMaximumFlingVelocity(),API Call :: Landroid/view/ViewConfiguration.getScaledTouchSlop(),API Call :: Landroid/widget/Scroller.startScroll(),API Call :: Landroid/widget/Scroller.computeScrollOffset(),API Call :: Landroid/widget/Scroller.getCurrX(),API Call :: Landroid/widget/Scroller.getCurrY(),API Call :: Landroid/view/MotionEvent.getX(),API Call :: Landroid/view/MotionEvent.getY(),API Call :: Landroid/view/View.layout(),API Call :: Landroid/view/View.getVisibility(),API Call :: Landroid/view/View.getMeasuredWidth(),API Call :: Landroid/view/View.getMeasuredHeight(),API Call :: Landroid/view/View$MeasureSpec.getMode(),API Call :: Landroid/view/View$MeasureSpec.getSize(),API Call :: Landroid/view/ViewGroup.onMeasure(),API Call :: Landroid/view/Display.getWidth(),API Call :: Landroid/view/View.measure(),API Call :: Landroid/view/ViewGroup.onScrollChanged(),API Call :: Landroid/view/VelocityTracker.obtain(),API Call :: Landroid/widget/Scroller.isFinished(),API Call :: Landroid/view/VelocityTracker.recycle(),API Call :: Landroid/view/VelocityTracker.computeCurrentVelocity(),API Call :: Landroid/view/View.getRight(),API Call :: Landroid/view/VelocityTracker.addMovement(),API Call :: Landroid/widget/Scroller.abortAnimation(),API Call :: Landroid/view/VelocityTracker.getXVelocity(),API Call :: Landroid/widget/LinearLayout.init(),API Call :: Landroid/widget/FrameLayout.init(),API Call :: Landroid/view/ViewConfiguration.getScaledMinimumFlingVelocity(),API Call :: Landroid/widget/FrameLayout.computeVerticalScrollOffset(),API Call :: Landroid/view/View$MeasureSpec.makeMeasureSpec(),API Call :: Landroid/view/View.getLayoutParams(),API Call :: Landroid/widget/FrameLayout.onLayout(),API Call :: Landroid/widget/FrameLayout.onMeasure(),API Call :: Landroid/widget/FrameLayout.onScrollChanged(),API Call :: Landroid/view/VelocityTracker.getYVelocity(),API Call :: Landroid/view/ViewConfiguration.getScrollFriction(),API Call :: Landroid/content/res/Resources.getDisplayMetrics(),API Call :: Landroid/view/animation/AnimationUtils.currentAnimationTimeMillis(),API Call :: Landroid/view/animation/Interpolator.getInterpolation(),API Call :: Landroid/widget/PopupWindow.init(),API Call :: Landroid/util/SparseArray.init(),API Call :: Landroid/widget/FrameLayout.findViewById(),API Call :: Landroid/util/SparseArray.get(),API Call :: Landroid/view/ViewGroup.addView(),API Call :: Landroid/view/ViewGroup.invalidate(),API Call :: Landroid/util/SparseArray.put(),API Call :: Landroid/view/View.setClickable(),API Call :: Landroid/view/View.setFocusable(),API Call :: Landroid/view/ViewConfiguration.getScaledEdgeSlop(),API Call :: Landroid/view/MotionEvent.getRawX(),API Call :: Landroid/view/MotionEvent.getRawY(),API Call :: Landroid/view/MotionEvent.recycle(),API Call :: Landroid/view/MotionEvent.getPressure(),API Call :: Landroid/view/MotionEvent.getEventTime(),API Call :: Landroid/view/MotionEvent.obtain(),API Call :: Landroid/widget/ImageView.setImageBitmap(),API Call :: Landroid/widget/ImageView.init(),API Call :: Landroid/widget/ImageView.onMeasure(),API Call :: Landroid/widget/ViewFlipper.removeAllViews(),API Call :: Landroid/view/animation/AnimationUtils.loadAnimation(),API Call :: Landroid/view/animation/Animation.setAnimationListener(),API Call :: Landroid/widget/ViewFlipper.setInAnimation(),API Call :: Landroid/widget/ViewFlipper.setOutAnimation(),API Call :: Landroid/widget/ViewFlipper.showPrevious(),API Call :: Landroid/widget/ViewFlipper.removeView(),API Call :: Landroid/widget/ViewFlipper.addView(),API Call :: Landroid/widget/ViewFlipper.showNext(),API Call :: Landroid/widget/ViewFlipper.invalidate(),API Call :: Landroid/os/Bundle.putString(),API Call :: Landroid/os/Handler.removeMessages(),API Call :: Landroid/os/Message.setData(),API Call :: Landroid/os/Handler.hasMessages(),API Call :: Landroid/os/Bundle.init(),API Call :: Landroid/view/animation/AlphaAnimation.init(),API Call :: Landroid/view/animation/AnimationSet.addAnimation(),API Call :: Landroid/view/animation/Animation.setDuration(),API Call :: Landroid/view/animation/AnimationSet.setFillAfter(),API Call :: Landroid/view/animation/ScaleAnimation.init(),API Call :: Landroid/view/animation/AnimationSet.init(),API Call :: Landroid/view/animation/TranslateAnimation.init(),API Call :: Landroid/view/animation/Animation.setFillAfter(),API Call :: Landroid/view/animation/AnimationSet.setDuration(),API Call :: Landroid/view/KeyEvent.getAction(),API Call :: Landroid/view/KeyEvent.getKeyCode(),API Call :: Landroid/content/Intent.getBooleanExtra(),API Call :: Landroid/view/inputmethod/InputMethodManager.hideSoftInputFromWindow(),API Call :: Landroid/content/Context.getPackageManager(),API Call :: Landroid/content/pm/PackageManager.getLaunchIntentForPackage(),API Call :: Landroid/content/Context.getPackageName(),API Call :: Landroid/widget/ListView.setAdapter(),API Call :: Landroid/widget/ListView.setDivider(),API Call :: Landroid/widget/ListView.setFocusable(),API Call :: Landroid/widget/ListView.getContext(),API Call :: Landroid/widget/ListView.getResources(),API Call :: Landroid/widget/ListView.setItemsCanFocus(),API Call :: Landroid/widget/ListView.setOnScrollListener(),API Call :: Landroid/webkit/WebView.freeMemory(),API Call :: Landroid/webkit/WebSettings.setCacheMode(),API Call :: Landroid/webkit/WebSettings.setJavaScriptEnabled(),API Call :: Landroid/webkit/WebView.setWebContentsDebuggingEnabled(),API Call :: Landroid/webkit/WebSettings.setDefaultTextEncodingName(),API Call :: Landroid/webkit/WebSettings.setDefaultFontSize(),API Call :: Landroid/webkit/WebView.getSettings(),API Call :: Landroid/webkit/WebView.setWebViewClient(),API Call :: Landroid/view/View.setLayerType(),API Call :: Landroid/content/res/Resources.getColor(),API Call :: Landroid/widget/TextView.setTextSize(),API Call :: Landroid/webkit/WebView.setScrollBarStyle(),API Call :: Landroid/webkit/WebView.setBackgroundColor(),API Call :: Landroid/webkit/WebView.setWebChromeClient(),API Call :: Landroid/webkit/WebView.setFocusable(),API Call :: Landroid/view/View.setBackgroundResource(),API Call :: Landroid/webkit/WebView.stopLoading(),API Call :: Landroid/view/View.getTop(),API Call :: Landroid/view/animation/Animation.setFillEnabled(),API Call :: Landroid/view/View.startAnimation(),API Call :: Landroid/view/View.getBottom(),API Call :: Landroid/view/View.getId(),API Call :: Landroid/widget/Button.setTextSize(),API Call :: Landroid/widget/Button.setClickable(),API Call :: Landroid/widget/TextView.setTypeface(),API Call :: Landroid/widget/TextView.setVisibility(),API Call :: Landroid/os/Bundle.putBoolean(),API Call :: Landroid/os/Bundle.putInt(),API Call :: Landroid/widget/FrameLayout.invalidate(),API Call :: Landroid/widget/FrameLayout.dispatchDraw(),API Call :: Landroid/widget/FrameLayout.draw(),API Call :: Landroid/widget/FrameLayout.onDraw(),API Call :: Landroid/widget/LinearLayout.invalidate(),API Call :: Landroid/widget/LinearLayout.dispatchDraw(),API Call :: Landroid/widget/LinearLayout.draw(),API Call :: Landroid/widget/LinearLayout.onDraw(),API Call :: Landroid/widget/RelativeLayout.init(),API Call :: Landroid/widget/RelativeLayout.invalidate(),API Call :: Landroid/widget/RelativeLayout.dispatchDraw(),API Call :: Landroid/widget/RelativeLayout.draw(),API Call :: Landroid/widget/RelativeLayout.onDraw(),API Call :: Landroid/widget/ImageView.setOnClickListener(),API Call :: Landroid/widget/Button.setOnClickListener(),API Call :: Landroid/view/ViewGroup$MarginLayoutParams.init(),API Call :: Landroid/view/ViewGroup$MarginLayoutParams.setMargins(),API Call :: Landroid/widget/LinearLayout$LayoutParams.init(),API Call :: Landroid/view/View.getScrollX(),API Call :: Landroid/widget/Button.getMeasuredWidth(),API Call :: Landroid/view/View.setLayoutParams(),API Call :: Landroid/widget/ProgressBar.setVisibility(),API Call :: Landroid/widget/ProgressBar.setProgress(),API Call :: Landroid/widget/ProgressBar.setMax(),API Call :: Landroid/widget/Button.setTextColor(),API Call :: Landroid/widget/LinearLayout.setOnTouchListener(),API Call :: Landroid/content/pm/PackageManager.getPackageInfo(),API Call :: Landroid/content/pm/PackageManager$NameNotFoundException.printStackTrace(),API Call :: Landroid/content/Context.getText(),API Call :: Landroid/view/animation/Animation.setInterpolator(),API Call :: Landroid/view/animation/AccelerateDecelerateInterpolator.init(),API Call :: Landroid/webkit/WebSettings.setBuiltInZoomControls(),API Call :: Landroid/webkit/WebSettings.setSupportZoom()
0001048c77b5fd01fd2c0c36155bb73c73533f4d3f06521af7332bcd9be4e319,EasyRSS,org.freshrss.easyrss,7,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
