SHA256,NOME,PACOTE,API_MIN,API,Permission :: MODIFY_AUDIO_SETTINGS,Permission :: INTERNET,Permission :: BLUETOOTH,Permission :: CHANGE_COMPONENT_ENABLED_STATE,Intent :: PACKAGE_ADDED,Intent :: PACKAGE_REPLACED,Intent :: PACKAGE_REMOVED,API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/Intent.getParcelableExtra(),API Call :: Landroid/content/Intent.getIntExtra(),API Call :: Landroid/bluetooth/BluetoothClass.getDeviceClass(),API Call :: Landroid/content/Intent.getAction(),API Call :: Landroid/bluetooth/BluetoothDevice.getBluetoothClass(),API Call :: Landroid/view/MotionEvent.getAction(),API Call :: Landroid/widget/TextView.setEnabled(),API Call :: Landroid/widget/CompoundButton.isChecked(),API Call :: Landroid/view/View.setEnabled(),API Call :: Landroid/view/ViewGroup.getChildAt(),API Call :: Landroid/view/ViewGroup.getChildCount(),API Call :: Landroid/widget/Toast.setGravity(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/widget/Toast.getYOffset(),API Call :: Landroid/widget/Toast.getXOffset(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/view/View.setVisibility(),API Call :: Landroid/view/View.findViewById(),API Call :: Landroid/widget/ArrayAdapter.setDropDownViewResource(),API Call :: Landroid/widget/Spinner.setOnItemSelectedListener(),API Call :: Landroid/widget/ArrayAdapter.init(),API Call :: Landroid/widget/Spinner.setAdapter(),API Call :: Landroid/widget/Spinner.setSelection(),API Call :: Landroid/widget/Switch.setChecked(),API Call :: Landroid/widget/Switch.setVisibility(),API Call :: Landroid/widget/CompoundButton.setChecked(),API Call :: Landroid/widget/Switch.isEnabled(),API Call :: Landroid/widget/Switch.init(),API Call :: Landroid/util/Log.v(),API Call :: Landroid/widget/TextView.setVisibility(),API Call :: Landroid/view/View.setOnTouchListener(),API Call :: Landroid/widget/CompoundButton.setOnCheckedChangeListener(),API Call :: Landroid/content/res/Resources.getDimensionPixelSize(),API Call :: Landroid/util/Log.e(),API Call :: Landroid/view/ViewGroup.setVisibility(),API Call :: Landroid/widget/CompoundButton.setPadding(),API Call :: Landroid/widget/Switch.setOnCheckedChangeListener(),API Call :: Landroid/content/IntentFilter.addAction(),API Call :: Landroid/content/IntentFilter.init(),API Call :: Landroid/content/Context.startService(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/SharedPreferences.getString(),API Call :: Landroid/content/Intent.setComponent(),API Call :: Landroid/content/ComponentName.init(),API Call :: Landroid/content/Intent.addFlags(),API Call :: Landroid/content/pm/PackageManager.queryIntentActivities(),API Call :: Landroid/content/pm/PackageManager.queryBroadcastReceivers(),API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/content/SharedPreferences$Editor.putString(),API Call :: Landroid/content/pm/PackageManager.setComponentEnabledSetting(),API Call :: Landroid/os/Bundle.size(),API Call :: Landroid/content/Intent.getStringExtra(),API Call :: Landroid/content/Intent.getData(),API Call :: Landroid/content/Intent.getExtras(),API Call :: Landroid/util/Log.isLoggable(),API Call :: Landroid/util/Log.d(),API Call :: Landroid/content/SharedPreferences.getBoolean(),API Call :: Landroid/content/SharedPreferences$Editor.putBoolean(),API Call :: Landroid/content/SharedPreferences.getInt(),API Call :: Landroid/content/Context.getSharedPreferences(),API Call :: Landroid/content/SharedPreferences$Editor.putInt(),API Call :: Landroid/content/SharedPreferences$Editor.apply(),API Call :: Landroid/content/pm/PackageManager.getApplicationLabel(),API Call :: Landroid/content/Intent.getBooleanExtra(),API Call :: Landroid/util/Log.w(),API Call :: Landroid/os/Bundle.putBoolean(),API Call :: Landroid/os/Bundle.init(),API Call :: Landroid/content/res/TypedArray.getInt(),API Call :: Landroid/view/View.init(),API Call :: Landroid/content/res/TypedArray.getDrawable(),API Call :: Landroid/content/res/TypedArray.getResourceId(),API Call :: Landroid/content/res/TypedArray.getDimensionPixelSize(),API Call :: Landroid/content/Context.obtainStyledAttributes(),API Call :: Landroid/content/res/TypedArray.getBoolean(),API Call :: Landroid/content/res/TypedArray.recycle(),API Call :: Landroid/content/res/TypedArray.getInteger(),API Call :: Landroid/view/animation/AnimationUtils.loadInterpolator(),API Call :: Landroid/view/accessibility/AccessibilityManager.isEnabled(),API Call :: Landroid/view/accessibility/AccessibilityManager.getInstance(),API Call :: Landroid/view/View.drawableStateChanged(),API Call :: Landroid/view/View.invalidateDrawable(),API Call :: Landroid/view/View.verifyDrawable(),API Call :: Landroid/view/View.jumpDrawablesToCurrentState(),API Call :: Landroid/view/View.onAttachedToWindow(),API Call :: Landroid/view/animation/AlphaAnimation.init(),API Call :: Landroid/view/animation/AlphaAnimation.setDuration(),API Call :: Landroid/view/animation/AlphaAnimation.setStartTime(),API Call :: Landroid/view/animation/Transformation.init(),API Call :: Landroid/view/animation/AlphaAnimation.setInterpolator(),API Call :: Landroid/view/animation/AlphaAnimation.setRepeatCount(),API Call :: Landroid/view/animation/AlphaAnimation.setRepeatMode(),API Call :: Landroid/view/animation/LinearInterpolator.init(),API Call :: Landroid/view/View.onDetachedFromWindow(),API Call :: Landroid/view/animation/Transformation.getAlpha(),API Call :: Landroid/os/SystemClock.uptimeMillis(),API Call :: Landroid/view/View.onDraw(),API Call :: Landroid/view/animation/AlphaAnimation.getTransformation(),API Call :: Landroid/view/accessibility/AccessibilityEvent.setItemCount(),API Call :: Landroid/view/accessibility/AccessibilityEvent.setCurrentItemIndex(),API Call :: Landroid/view/View.onInitializeAccessibilityEvent(),API Call :: Landroid/view/View.onRestoreInstanceState(),API Call :: Landroid/view/View.onSaveInstanceState(),API Call :: Landroid/view/View.onVisibilityChanged(),API Call :: Landroid/view/View.postInvalidate(),API Call :: Landroid/content/res/TypedArray.getFloat(),API Call :: Landroid/content/res/TypedArray.getDimensionPixelOffset(),API Call :: Landroid/view/ViewConfiguration.get(),API Call :: Landroid/view/ViewConfiguration.getScaledTouchSlop(),API Call :: Landroid/view/ViewParent.requestDisallowInterceptTouchEvent(),API Call :: Landroid/view/MotionEvent.getX(),API Call :: Landroid/view/MotionEvent.getY(),API Call :: Landroid/view/View$BaseSavedState.init(),API Call :: Landroid/os/Parcel.readInt(),API Call :: Landroid/os/Parcel.writeInt(),API Call :: Landroid/view/View$BaseSavedState.writeToParcel()
00374438ae75d905da2403ceefd1d9c31e95b3deafef53cab5cca3657d45da72,MusicFX,com.android.musicfx,19,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
