SHA256,NOME,PACOTE,API_MIN,API,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: ACCESS_COARSE_LOCATION,Permission :: READ_PHONE_STATE,Permission :: GET_TASKS,Permission :: ACCESS_NETWORK_STATE,Permission :: RECEIVE_BOOT_COMPLETED,Permission :: WRITE_SETTINGS,Permission :: SYSTEM_ALERT_WINDOW,Permission :: READ_CALL_LOG,Permission :: ACCESS_COARSE_UPDATES,Permission :: READ_PROFILE,Permission :: INTERNET,Permission :: WRITE_CONTACTS,Permission :: WAKE_LOCK,Permission :: ACCESS_FINE_LOCATION,Permission :: READ_CONTACTS,Permission :: PROCESS_OUTGOING_CALLS,Permission :: CAMERA,Intent :: BOOT_COMPLETED,Intent :: USER_PRESENT,Intent :: SCREEN_ON,Intent :: NEW_OUTGOING_CALL,Intent :: PHONE_STATE,Intent :: DEVICE_ADMIN_ENABLED,API Call :: Landroid/content/Context.getPackageManager(),API Call :: Landroid/content/Context.getPackageName(),API Call :: Landroid/content/pm/PackageManager.getApplicationInfo(),API Call :: Landroid/content/Context.getDir(),API Call :: Landroid/content/Context.getClassLoader(),API Call :: Landroid/content/res/AssetManager.open()
0039247c53d4430bf0822ba269086c99efccde6b27461f03900fa0d8ee543817,Porn XXX Player,fl.grandiloquent.trusteeship,8,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
