SHA256,NOME,PACOTE,API_MIN,API,Permission :: CALL_PHONE,API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/widget/RelativeLayout.setOnTouchListener(),API Call :: Landroid/widget/RelativeLayout.setOnClickListener(),API Call :: Landroid/widget/ImageView.setImageBitmap(),API Call :: Landroid/view/View.invalidate(),API Call :: Landroid/view/View.performClick(),API Call :: Landroid/view/View.getBackground(),API Call :: Landroid/view/MotionEvent.getAction(),API Call :: Landroid/content/Context.getColor(),API Call :: Landroid/content/Context.getResources(),API Call :: Landroid/content/res/Resources.getColor(),API Call :: Landroid/content/Intent.setFlags(),API Call :: Landroid/content/Intent.setData(),API Call :: Landroid/view/View.getId(),API Call :: Landroid/widget/LinearLayout.setOnTouchListener(),API Call :: Landroid/widget/LinearLayout.setOnClickListener(),API Call :: Landroid/os/Process.myPid(),API Call :: Landroid/os/Process.killProcess()
0030c38fa4fe0ef60f05e0699fa8ec2dd10e30c494106378b7a14c9ab1222aae,AB Chauffeurs,fr.vtc.lille.ab,10,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
