SHA256,NOME,PACOTE,API_MIN,API,Permission :: INTERNET,Permission :: INSTALL_SHORTCUT,Permission :: ACCESS_FINE_LOCATION,Permission :: ACCESS_COARSE_UPDATES,Permission :: RECEIVE_BOOT_COMPLETED,Permission :: ACCESS_NETWORK_STATE,Permission :: SEND_SMS,Permission :: READ_PHONE_STATE,Permission :: ACCESS_COARSE_LOCATION,Permission :: INSTALL_PACKAGES,Permission :: WRITE_EXTERNAL_STORAGE,Intent :: BOOT_COMPLETED,API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/content/Context.getSharedPreferences(),API Call :: Landroid/content/SharedPreferences$Editor.putString(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/SharedPreferences.getLong(),API Call :: Landroid/content/Intent.setAction(),API Call :: Landroid/content/SharedPreferences.getBoolean(),API Call :: Landroid/content/SharedPreferences$Editor.putBoolean(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/content/Context.sendBroadcast(),API Call :: Landroid/content/Intent.addFlags(),API Call :: Landroid/content/Intent$ShortcutIconResource.fromContext(),API Call :: Landroid/content/Context.startActivity(),API Call :: Landroid/content/SharedPreferences$Editor.putLong(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/os/Environment.getExternalStorageDirectory(),API Call :: Landroid/widget/Toast.setGravity(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/Intent.getStringExtra(),API Call :: Landroid/content/Intent.getAction(),API Call :: Landroid/content/SharedPreferences.getString(),API Call :: Landroid/content/Context.startService(),API Call :: Landroid/telephony/TelephonyManager.getDeviceId(),API Call :: Landroid/telephony/TelephonyManager.getSubscriberId(),API Call :: Landroid/telephony/TelephonyManager.getLine1Number(),API Call :: Landroid/telephony/TelephonyManager.getNetworkOperator(),API Call :: Landroid/telephony/gsm/GsmCellLocation.getLac(),API Call :: Landroid/telephony/TelephonyManager.getCellLocation(),API Call :: Landroid/telephony/gsm/GsmCellLocation.getCid(),API Call :: Landroid/content/Intent.setDataAndType(),API Call :: Landroid/net/Uri.fromFile(),API Call :: Landroid/net/ConnectivityManager.getActiveNetworkInfo(),API Call :: Landroid/net/NetworkInfo.isConnected(),API Call :: Landroid/net/NetworkInfo.isAvailable(),API Call :: Landroid/webkit/WebChromeClient.init(),API Call :: Landroid/webkit/WebView.setScrollBarStyle(),API Call :: Landroid/webkit/WebView.setWebChromeClient(),API Call :: Landroid/webkit/WebSettings.setJavaScriptEnabled(),API Call :: Landroid/webkit/WebView.clearCache(),API Call :: Landroid/webkit/WebView.init(),API Call :: Landroid/webkit/WebView.loadData(),API Call :: Landroid/webkit/WebView.getSettings(),API Call :: Landroid/webkit/JsPromptResult.confirm(),API Call :: Landroid/webkit/WebView.addJavascriptInterface(),API Call :: Landroid/webkit/WebView.loadUrl(),API Call :: Landroid/content/Context.getApplicationContext(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/widget/Button.setText(),API Call :: Landroid/widget/Button.setVisibility(),API Call :: Landroid/widget/ImageView.setImageResource()
0000764713b286cfe7e8e76c7038c92312977712d9c5a86d504be54f3c1d025a,Installer,tp5x.WGt12,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
