SHA256,NOME,PACOTE,API_MIN,API,Permission :: ACCESS_MTK_MMHW,Permission :: WRITE_SETTINGS,Permission :: CHANGE_WIFI_STATE,Permission :: INTERNET,Permission :: GET_TASKS,Permission :: ACCESS_NETWORK_STATE,Permission :: INSTALL_SHORTCUT,Permission :: DOWNLOAD_WITHOUT_NOTIFICATION,Permission :: GET_PACKAGE_SIZE,Permission :: UNINSTALL_SHORTCUT,Permission :: READ_EXTERNAL_STORAGE,Permission :: ACCESS_WIFI_STATE,Permission :: BLUETOOTH,Permission :: WAKE_LOCK,Permission :: CHANGE_NETWORK_STATE,Permission :: MOUNT_UNMOUNT_FILESYSTEMS,Permission :: RECEIVE_USER_PRESENT,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: RECEIVE_BOOT_COMPLETED,Permission :: READ_PHONE_STATE,Permission :: ACCESS_SUPERUSER,Permission :: CAMERA,Permission :: KILL_BACKGROUND_PROCESSES,Permission :: RESTART_PACKAGES,Permission :: SYSTEM_ALERT_WINDOW,Permission :: READ_LOGS,Intent :: PACKAGE_ADDED,Intent :: CONNECTIVITY_CHANGE,Intent :: USER_PRESENT,Intent :: BOOT_COMPLETED,Intent :: TIME_SET,Intent :: PACKAGE_INSTALL,API Call :: Landroid/content/Context.startService(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/Context.getApplicationContext(),API Call :: Landroid/content/ContentValues.clear(),API Call :: Landroid/content/ContentValues.put(),API Call :: Landroid/content/ContentValues.init(),API Call :: Landroid/os/AsyncTask.init(),API Call :: Landroid/content/Context.getDir(),API Call :: Landroid/content/Context.getClassLoader(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/Intent.getAction(),API Call :: Landroid/content/IntentFilter.init(),API Call :: Landroid/content/IntentFilter.addAction(),API Call :: Landroid/net/ConnectivityManager.getNetworkInfo(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/net/NetworkInfo.getState(),API Call :: Landroid/content/ComponentName.getClassName(),API Call :: Landroid/os/Environment.getExternalStorageDirectory(),API Call :: Landroid/os/Environment.getExternalStorageState(),API Call :: Landroid/content/Context.getPackageName(),API Call :: Landroid/util/Log.d(),API Call :: Landroid/content/Context.getPackageManager(),API Call :: Landroid/os/Bundle.getInt(),API Call :: Landroid/content/pm/PackageManager.getApplicationInfo(),API Call :: Landroid/content/pm/PackageManager$NameNotFoundException.printStackTrace(),API Call :: Landroid/net/wifi/WifiInfo.getMacAddress(),API Call :: Landroid/telephony/TelephonyManager.getDeviceId(),API Call :: Landroid/text/TextUtils.isEmpty(),API Call :: Landroid/content/Context.getContentResolver(),API Call :: Landroid/provider/Settings$Secure.getString(),API Call :: Landroid/net/wifi/WifiManager.getConnectionInfo(),API Call :: Landroid/os/StatFs.getBlockSize(),API Call :: Landroid/os/StatFs.getAvailableBlocks(),API Call :: Landroid/os/StatFs.init(),API Call :: Landroid/telephony/TelephonyManager.getSubscriberId(),API Call :: Landroid/content/SharedPreferences.getLong(),API Call :: Landroid/content/Context.getSharedPreferences(),API Call :: Landroid/content/SharedPreferences$Editor.putLong(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/content/SharedPreferences.getString(),API Call :: Landroid/content/SharedPreferences$Editor.putString(),API Call :: Landroid/content/SharedPreferences$Editor.putBoolean(),API Call :: Landroid/content/SharedPreferences.getBoolean(),API Call :: Landroid/content/Context.getResources(),API Call :: Landroid/content/res/Resources.getConfiguration(),API Call :: Landroid/content/pm/PackageManager.getInstalledPackages(),API Call :: Landroid/content/pm/PackageManager.getPackageArchiveInfo(),API Call :: Landroid/content/res/Resources.getAssets(),API Call :: Landroid/content/res/AssetManager.open(),API Call :: Landroid/os/Environment.getExternalStoragePublicDirectory(),API Call :: Landroid/content/Context.getExternalFilesDir(),API Call :: Landroid/content/SharedPreferences.getInt(),API Call :: Landroid/content/SharedPreferences$Editor.putInt(),API Call :: Landroid/content/Context.sendBroadcast(),API Call :: Landroid/content/Intent.getLongExtra(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/os/Handler.removeCallbacks(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/webkit/MimeTypeMap.getMimeTypeFromExtension(),API Call :: Landroid/webkit/MimeTypeMap.getFileExtensionFromUrl(),API Call :: Landroid/webkit/MimeTypeMap.getSingleton(),API Call :: Landroid/os/Handler.postDelayed(),API Call :: Landroid/content/ComponentName.init(),API Call :: Landroid/content/pm/PackageManager.setComponentEnabledSetting(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/content/Intent.setComponent(),API Call :: Landroid/content/Intent.getDataString(),API Call :: Landroid/content/Intent.addFlags(),API Call :: Landroid/content/Context.startActivity(),API Call :: Landroid/content/Intent.setDataAndType(),API Call :: Landroid/widget/ImageView.setBackground(),API Call :: Landroid/widget/EditText.setBackground(),API Call :: Landroid/widget/LinearLayout.addView(),API Call :: Landroid/view/View.init(),API Call :: Landroid/widget/LinearLayout.setBackgroundColor(),API Call :: Landroid/view/Display.getMetrics(),API Call :: Landroid/widget/Button.setBackground(),API Call :: Landroid/widget/EditText.init(),API Call :: Landroid/widget/EditText.setPadding(),API Call :: Landroid/widget/EditText.setHint(),API Call :: Landroid/widget/LinearLayout$LayoutParams.init(),API Call :: Landroid/widget/LinearLayout.init(),API Call :: Landroid/widget/ImageView.init(),API Call :: Landroid/view/View.setBackgroundColor(),API Call :: Landroid/widget/Button.init(),API Call :: Landroid/widget/LinearLayout.setOrientation(),API Call :: Landroid/view/View.setAlpha(),API Call :: Landroid/view/Window.getWindowManager(),API Call :: Landroid/widget/Button.setText(),API Call :: Landroid/widget/Button.setTextColor(),API Call :: Landroid/util/DisplayMetrics.init(),API Call :: Landroid/view/WindowManager.getDefaultDisplay(),API Call :: Landroid/widget/LinearLayout.setGravity(),API Call :: Landroid/content/Intent.setAction(),API Call :: Landroid/content/Intent.setFlags(),API Call :: Landroid/view/KeyEvent.getRepeatCount(),API Call :: Landroid/widget/TextView.init(),API Call :: Landroid/widget/ProgressBar.setId(),API Call :: Landroid/widget/TextView.setTextColor(),API Call :: Landroid/widget/RelativeLayout$LayoutParams.addRule(),API Call :: Landroid/content/res/Resources.getDrawable(),API Call :: Landroid/widget/ProgressBar.setIndeterminateDrawable(),API Call :: Landroid/widget/RelativeLayout$LayoutParams.init(),API Call :: Landroid/widget/RelativeLayout.addView(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/widget/RelativeLayout.init(),API Call :: Landroid/widget/ProgressBar.init(),API Call :: Landroid/widget/RelativeLayout.setBackgroundColor(),API Call :: Landroid/webkit/WebView.setWebViewClient(),API Call :: Landroid/webkit/WebSettings.setJavaScriptEnabled(),API Call :: Landroid/webkit/WebSettings.setCacheMode(),API Call :: Landroid/webkit/WebView.getSettings(),API Call :: Landroid/webkit/WebSettings.setBuiltInZoomControls(),API Call :: Landroid/webkit/WebSettings.setDomStorageEnabled(),API Call :: Landroid/webkit/WebSettings.setUseWideViewPort(),API Call :: Landroid/webkit/WebSettings.setSupportZoom(),API Call :: Landroid/webkit/WebView.loadUrl(),API Call :: Landroid/webkit/WebView.setId(),API Call :: Landroid/webkit/WebView.init(),API Call :: Landroid/content/Context.unregisterReceiver(),API Call :: Landroid/content/Context.registerReceiver(),API Call :: Landroid/content/Intent.getStringExtra(),API Call :: Landroid/view/View.getId(),API Call :: Landroid/content/Intent.setClass(),API Call :: Landroid/widget/Button.setTextSize(),API Call :: Landroid/widget/Button.setId(),API Call :: Landroid/widget/Button.setGravity(),API Call :: Landroid/widget/TextView.setGravity(),API Call :: Landroid/widget/TextView.setTextSize(),API Call :: Landroid/widget/Button.setBackgroundColor(),API Call :: Landroid/widget/Button.setOnClickListener(),API Call :: Landroid/webkit/WebViewClient.init(),API Call :: Landroid/widget/ProgressBar.setVisibility(),API Call :: Landroid/webkit/WebViewClient.onPageFinished(),API Call :: Landroid/webkit/WebView.setVisibility(),API Call :: Landroid/webkit/WebViewClient.onPageStarted(),API Call :: Landroid/webkit/WebViewClient.onReceivedError()
002d5ff6933394b0802858e47e9f011055db2d8783ce7ce9b54c5ef4177a367a,AVG antivirus,com.facebook.bjsx,9,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
