SHA256,NOME,PACOTE,API_MIN,API,Permission :: ACCESS_FINE_LOCATION,Permission :: ACCESS_NETWORK_STATE,Permission :: CAMERA,Permission :: WRITE_CONTACTS,Permission :: READ_CONTACTS,Permission :: READ_CALL_LOG,Permission :: READ_PROFILE,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: SYSTEM_ALERT_WINDOW,Permission :: ACCESS_COARSE_LOCATION,Permission :: INTERNET,Permission :: GET_TASKS,Permission :: ACCESS_COARSE_UPDATES,Permission :: RECEIVE_BOOT_COMPLETED,Permission :: PROCESS_OUTGOING_CALLS,Permission :: WRITE_SETTINGS,Permission :: READ_PHONE_STATE,Permission :: WAKE_LOCK,Intent :: BOOT_COMPLETED,Intent :: USER_PRESENT,Intent :: SCREEN_ON,Intent :: NEW_OUTGOING_CALL,Intent :: PHONE_STATE,Intent :: DEVICE_ADMIN_ENABLED,API Call :: Landroid/content/Context.getDir(),API Call :: Landroid/content/Context.getPackageName(),API Call :: Landroid/os/Process.myUid(),API Call :: Landroid/content/Context.getPackageManager(),API Call :: Landroid/content/pm/PackageManager.getApplicationInfo(),API Call :: Landroid/content/Context.getClassLoader(),API Call :: Landroid/content/res/AssetManager.open()
004a4b85c4fe43bdcce4f71d6d247c447d1132fdf975fa904dde84a08404296a,XXXAdult Player,edu.urchin,8,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
