SHA256,NOME,PACOTE,API_MIN,API,Permission :: CAMERA,Permission :: VIBRATE,Permission :: READ_EXTERNAL_STORAGE,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: INTERNET,Permission :: ACCESS_NETWORK_STATE,Permission :: ACCESS_FINE_LOCATION,API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/Context.startActivity(),API Call :: Landroid/widget/ImageView.setVisibility(),API Call :: Landroid/webkit/WebView.setVisibility(),API Call :: Landroid/content/DialogInterface.cancel(),API Call :: Landroid/content/res/Resources.getBoolean(),API Call :: Landroid/webkit/WebView.getRootView(),API Call :: Landroid/view/View.getHeight(),API Call :: Landroid/webkit/WebView.getHeight(),API Call :: Landroid/webkit/JsResult.confirm(),API Call :: Landroid/webkit/JsResult.cancel(),API Call :: Landroid/webkit/WebChromeClient.init(),API Call :: Landroid/view/LayoutInflater.from(),API Call :: Landroid/view/LayoutInflater.inflate(),API Call :: Landroid/webkit/ConsoleMessage.sourceId(),API Call :: Landroid/webkit/ConsoleMessage.lineNumber(),API Call :: Landroid/webkit/ConsoleMessage.message(),API Call :: Landroid/webkit/WebStorage$QuotaUpdater.updateQuota(),API Call :: Landroid/webkit/GeolocationPermissions$Callback.invoke(),API Call :: Landroid/view/Window.clearFlags(),API Call :: Landroid/widget/FrameLayout.setVisibility(),API Call :: Landroid/widget/FrameLayout.removeView(),API Call :: Landroid/webkit/WebChromeClient$CustomViewCallback.onCustomViewHidden(),API Call :: Landroid/view/View.setVisibility(),API Call :: Landroid/webkit/WebChromeClient.onHideCustomView(),API Call :: Landroid/content/res/Resources.getString(),API Call :: Landroid/webkit/PermissionRequest.getResources(),API Call :: Landroid/webkit/PermissionRequest.grant(),API Call :: Landroid/widget/ProgressBar.getVisibility(),API Call :: Landroid/widget/ProgressBar.setProgress(),API Call :: Landroid/widget/ProgressBar.setVisibility(),API Call :: Landroid/widget/FrameLayout.addView(),API Call :: Landroid/view/Window.addFlags(),API Call :: Landroid/content/Intent.addCategory(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/webkit/ValueCallback.onReceiveValue(),API Call :: Landroid/net/Uri.fromFile(),API Call :: Landroid/util/Log.e(),API Call :: Landroid/content/Intent.resolveActivity(),API Call :: Landroid/content/Intent.setType(),API Call :: Landroid/webkit/SslErrorHandler.proceed(),API Call :: Landroid/webkit/SslErrorHandler.cancel(),API Call :: Landroid/webkit/WebViewClient.init(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/webkit/WebViewClient.onPageFinished(),API Call :: Landroid/webkit/CookieSyncManager.getInstance(),API Call :: Landroid/webkit/CookieSyncManager.sync(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/webkit/WebView.loadUrl(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/net/http/SslError.getPrimaryError(),API Call :: Landroid/webkit/WebViewClient.shouldOverrideUrlLoading(),API Call :: Landroid/webkit/CookieManager.getInstance(),API Call :: Landroid/content/Intent.setData(),API Call :: Landroid/webkit/URLUtil.guessFileName(),API Call :: Landroid/webkit/CookieManager.getCookie(),API Call :: Landroid/webkit/WebView.reload(),API Call :: Landroid/content/pm/PackageManager.getPackageInfo(),API Call :: Landroid/content/pm/PackageManager$NameNotFoundException.printStackTrace(),API Call :: Landroid/webkit/WebView.setKeepScreenOn(),API Call :: Landroid/webkit/WebView.post(),API Call :: Landroid/content/Context.getResources(),API Call :: Landroid/content/Intent.createChooser(),API Call :: Landroid/view/View.setSystemUiVisibility(),API Call :: Landroid/view/Window.setFlags(),API Call :: Landroid/view/Window.getDecorView(),API Call :: Landroid/print/PrintJob.isCompleted(),API Call :: Landroid/print/PrintJob.isFailed(),API Call :: Landroid/print/PrintAttributes$Builder.build(),API Call :: Landroid/webkit/WebView.createPrintDocumentAdapter(),API Call :: Landroid/print/PrintAttributes$Builder.init(),API Call :: Landroid/print/PrintAttributes$Builder.setMediaSize(),API Call :: Landroid/content/Context.getContentResolver(),API Call :: Landroid/provider/Settings$Secure.getString(),API Call :: Landroid/content/Intent.addFlags(),API Call :: Landroid/content/Context.getPackageName(),API Call :: Landroid/text/TextUtils.isEmpty(),API Call :: Landroid/provider/Settings$SettingNotFoundException.printStackTrace(),API Call :: Landroid/provider/Settings$Secure.getInt(),API Call :: Landroid/net/Uri.decode(),API Call :: Landroid/content/ActivityNotFoundException.printStackTrace(),API Call :: Landroid/webkit/WebView.getContext(),API Call :: Landroid/os/Environment.getExternalStoragePublicDirectory(),API Call :: Landroid/content/Context.getPackageManager(),API Call :: Landroid/content/pm/PackageManager.getInstallerPackageName(),API Call :: Landroid/content/pm/PackageManager.getApplicationInfo(),API Call :: Landroid/content/Intent.getData(),API Call :: Landroid/content/Intent.getDataString(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/os/Handler.postDelayed(),API Call :: Landroid/webkit/WebView.canGoBack(),API Call :: Landroid/webkit/WebView.goBack(),API Call :: Landroid/webkit/WebView.setScrollBarStyle(),API Call :: Landroid/webkit/WebSettings.setAppCacheEnabled(),API Call :: Landroid/webkit/WebView.setOnLongClickListener(),API Call :: Landroid/webkit/CookieManager.setAcceptCookie(),API Call :: Landroid/webkit/WebSettings.setDisplayZoomControls(),API Call :: Landroid/webkit/WebView.getSettings(),API Call :: Landroid/webkit/WebSettings.setDomStorageEnabled(),API Call :: Landroid/webkit/WebView.setWebViewClient(),API Call :: Landroid/webkit/WebView.setLayerType(),API Call :: Landroid/webkit/WebSettings.setAllowFileAccess(),API Call :: Landroid/webkit/CookieManager.setAcceptThirdPartyCookies(),API Call :: Landroid/webkit/WebSettings.setCacheMode(),API Call :: Landroid/webkit/WebSettings.setDatabasePath(),API Call :: Landroid/webkit/WebSettings.setSaveFormData(),API Call :: Landroid/webkit/WebSettings.setDatabaseEnabled(),API Call :: Landroid/webkit/CookieManager.setAcceptFileSchemeCookies(),API Call :: Landroid/webkit/WebSettings.setAllowFileAccessFromFileURLs(),API Call :: Landroid/webkit/WebView.addJavascriptInterface(),API Call :: Landroid/view/ViewTreeObserver.addOnGlobalLayoutListener(),API Call :: Landroid/webkit/WebSettings.setPluginState(),API Call :: Landroid/webkit/WebSettings.setJavaScriptEnabled(),API Call :: Landroid/webkit/WebSettings.getUserAgentString(),API Call :: Landroid/webkit/WebSettings.setGeolocationEnabled(),API Call :: Landroid/webkit/WebView.setWebChromeClient(),API Call :: Landroid/webkit/WebSettings.setAppCachePath(),API Call :: Landroid/webkit/WebSettings.setSupportZoom(),API Call :: Landroid/webkit/WebSettings.setRenderPriority(),API Call :: Landroid/webkit/WebView.setHorizontalScrollBarEnabled(),API Call :: Landroid/webkit/WebView.setDownloadListener(),API Call :: Landroid/webkit/WebView.getViewTreeObserver(),API Call :: Landroid/webkit/WebSettings.setLoadWithOverviewMode(),API Call :: Landroid/webkit/CookieManager.acceptCookie(),API Call :: Landroid/webkit/WebView.restoreState(),API Call :: Landroid/webkit/WebSettings.setMediaPlaybackRequiresUserGesture(),API Call :: Landroid/webkit/WebSettings.setUseWideViewPort(),API Call :: Landroid/content/Context.getDir(),API Call :: Landroid/webkit/WebView.setHapticFeedbackEnabled(),API Call :: Landroid/webkit/WebSettings.setUserAgentString(),API Call :: Landroid/webkit/WebView.setWebContentsDebuggingEnabled(),API Call :: Landroid/webkit/WebSettings.setBuiltInZoomControls(),API Call :: Landroid/content/res/Resources.getInteger(),API Call :: Landroid/webkit/WebSettings.setAllowUniversalAccessFromFileURLs(),API Call :: Landroid/webkit/WebView.setVerticalScrollBarEnabled(),API Call :: Landroid/webkit/CookieSyncManager.createInstance(),API Call :: Landroid/webkit/WebView.setLongClickable(),API Call :: Landroid/view/MenuInflater.inflate(),API Call :: Landroid/view/MenuItem.getItemId(),API Call :: Landroid/webkit/CookieSyncManager.stopSync(),API Call :: Landroid/webkit/WebView.onPause(),API Call :: Landroid/webkit/CookieSyncManager.startSync(),API Call :: Landroid/webkit/WebView.onResume()
00099fca1886b99919847167931cde313dee8372001026aa17a730806a64f261,Statistika Untad,nlp.untad.stat,14,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
