SHA256,NOME,PACOTE,API_MIN,API,Permission :: ACCESS_NETWORK_STATE,Permission :: ACCESS_WIFI_STATE,Permission :: VIBRATE,Permission :: INTERNET,API Call :: Landroid/webkit/WebViewClient.init(),API Call :: Landroid/webkit/WebViewClient.onPageFinished(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/webkit/WebView.loadUrl(),API Call :: Landroid/webkit/WebView.goBack(),API Call :: Landroid/webkit/WebView.canGoBack(),API Call :: Landroid/webkit/WebView.setLayerType(),API Call :: Landroid/webkit/WebView.getSettings(),API Call :: Landroid/webkit/WebView.setWebViewClient(),API Call :: Landroid/webkit/WebSettings.setJavaScriptEnabled()
000a8593dc596f5015263d8c54a527d36709344d3626ce03bb10b8c2e76b2ef4,Haber Bodrum Gazetesi,com.haberbodrumgazetesi.webview,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
