SHA256,NOME,PACOTE,API_MIN,API,Permission :: WAKE_LOCK,Permission :: INTERNET,API Call :: Landroid/webkit/WebView.init(),API Call :: Landroid/webkit/WebView.onWindowVisibilityChanged(),API Call :: Landroid/webkit/WebView.goBack(),API Call :: Landroid/webkit/WebView.canGoBack(),API Call :: Landroid/webkit/WebView.loadUrl(),API Call :: Landroid/webkit/WebView.setWebViewClient(),API Call :: Landroid/webkit/WebView.getSettings(),API Call :: Landroid/webkit/WebViewClient.init(),API Call :: Landroid/webkit/WebSettings.setJavaScriptEnabled(),API Call :: Landroid/webkit/WebView.setKeepScreenOn(),API Call :: Landroid/view/MenuInflater.inflate(),API Call :: Landroid/view/MenuItem.getItemId(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/Context.startActivity(),API Call :: Landroid/net/Uri.getHost(),API Call :: Landroid/webkit/WebView.getContext()
0016d40668e1669a70eacde221b3eeabb47565060b91ff8934d9d42e777e7ca8,FM LIDER,argentinastream.com.fmlider957ok,14,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
