SHA256,NOME,PACOTE,API_MIN,API,Permission :: ACCESS_NETWORK_STATE,Permission :: RECEIVE_BOOT_COMPLETED,Permission :: PROCESS_OUTGOING_CALLS,Permission :: WRITE_CONTACTS,Permission :: ACCESS_FINE_LOCATION,Permission :: CAMERA,Permission :: ACCESS_COARSE_UPDATES,Permission :: READ_CONTACTS,Permission :: SYSTEM_ALERT_WINDOW,Permission :: READ_PROFILE,Permission :: READ_CALL_LOG,Permission :: GET_TASKS,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: WAKE_LOCK,Permission :: ACCESS_COARSE_LOCATION,Permission :: WRITE_SETTINGS,Permission :: READ_PHONE_STATE,Permission :: INTERNET,Intent :: BOOT_COMPLETED,Intent :: USER_PRESENT,Intent :: SCREEN_ON,Intent :: NEW_OUTGOING_CALL,Intent :: PHONE_STATE,Intent :: DEVICE_ADMIN_ENABLED,API Call :: Landroid/content/Context.getDir(),API Call :: Landroid/content/Context.getPackageName(),API Call :: Landroid/os/Process.myUid(),API Call :: Landroid/content/Context.getPackageManager(),API Call :: Landroid/content/pm/PackageManager.getApplicationInfo(),API Call :: Landroid/content/Context.getClassLoader(),API Call :: Landroid/content/res/AssetManager.open()
004a4b85c4fe43bdcce4f71d6d247c447d1132fdf975fa904dde84a08404296a,XXXAdult Player,edu.urchin,8,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
