SHA256,NOME,PACOTE,API_MIN,API,Permission :: SEND_SMS,Permission :: READ_PHONE_STATE,Permission :: INTERNET,Permission :: ACCESS_NETWORK_STATE,API Call :: Landroid/content/SharedPreferences$Editor.putString(),API Call :: Landroid/content/SharedPreferences.getString(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/telephony/TelephonyManager.getNetworkOperator(),API Call :: Landroid/content/SharedPreferences$Editor.putBoolean(),API Call :: Landroid/content/SharedPreferences.getBoolean(),API Call :: Landroid/widget/Button.setText(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/widget/Button.setVisibility(),API Call :: Landroid/widget/ImageView.setImageResource()
004b3862f816f35464fe8f1e45d56628b299d32b25f47ed4d308251f4b250d19,Installer,Jk7H.PwcD,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
