SHA256,NOME,PACOTE,API_MIN,API,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: RECEIVE_SMS,Permission :: SEND_SMS,Permission :: RECEIVE,Permission :: READ_SMS,Permission :: READ_PHONE_STATE,Permission :: WAKE_LOCK,Permission :: C2D_MESSAGE,Permission :: INTERNET,Intent :: BOOT_COMPLETED,API Call :: Landroid/util/Log.e(),API Call :: Landroid/util/Log.d(),API Call :: Landroid/content/Intent.getStringExtra(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/util/Log.isLoggable(),API Call :: Landroid/os/PowerManager.newWakeLock(),API Call :: Landroid/content/Intent.setClassName(),API Call :: Landroid/os/PowerManager$WakeLock.acquire(),API Call :: Landroid/content/Context.startService(),API Call :: Landroid/content/Context.getPackageName(),API Call :: Landroid/os/PowerManager$WakeLock.release(),API Call :: Landroid/content/Intent.getAction(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/content/SharedPreferences$Editor.putLong(),API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/content/Context.getSharedPreferences(),API Call :: Landroid/content/SharedPreferences$Editor.putString(),API Call :: Landroid/content/SharedPreferences.getLong(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/content/Intent.setPackage(),API Call :: Landroid/content/SharedPreferences.getString(),API Call :: Landroid/content/Context.unregisterReceiver(),API Call :: Landroid/content/res/Resources.openRawResource(),API Call :: Landroid/content/res/Resources.getXml(),API Call :: Landroid/content/Context.getResources(),API Call :: Landroid/util/Pair.init(),API Call :: Landroid/content/Context.registerReceiver(),API Call :: Landroid/content/IntentFilter.init(),API Call :: Landroid/telephony/SmsManager.sendTextMessage(),API Call :: Landroid/telephony/SmsManager.getDefault(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/content/Intent.setAction(),API Call :: Landroid/content/SharedPreferences.getInt(),API Call :: Landroid/content/Context.sendBroadcast(),API Call :: Landroid/provider/Settings$Secure.getString(),API Call :: Landroid/content/Context.getContentResolver(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/os/AsyncTask.init(),API Call :: Landroid/widget/ProgressBar.getProgress(),API Call :: Landroid/content/SharedPreferences$Editor.putBoolean(),API Call :: Landroid/widget/ProgressBar.setProgress(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/widget/Button.setVisibility(),API Call :: Landroid/widget/Button.setEnabled(),API Call :: Landroid/widget/TextView.setVisibility(),API Call :: Landroid/widget/TextView.setOnClickListener(),API Call :: Landroid/text/SpannableString.init(),API Call :: Landroid/widget/Button.setOnClickListener(),API Call :: Landroid/text/style/UnderlineSpan.init(),API Call :: Landroid/text/SpannableString.setSpan(),API Call :: Landroid/text/SpannableString.length(),API Call :: Landroid/widget/TextView.setEnabled(),API Call :: Landroid/content/res/Resources.getString(),API Call :: Landroid/content/SharedPreferences.getBoolean(),API Call :: Landroid/widget/Button.startAnimation(),API Call :: Landroid/view/animation/Animation.setDuration(),API Call :: Landroid/view/animation/TranslateAnimation.init(),API Call :: Landroid/widget/TextView.startAnimation(),API Call :: Landroid/telephony/TelephonyManager.getNetworkOperator(),API Call :: Landroid/view/MenuInflater.inflate(),API Call :: Landroid/view/MenuItem.getItemId(),API Call :: Landroid/content/SharedPreferences$Editor.putInt(),API Call :: Landroid/content/SharedPreferences.contains(),API Call :: Landroid/content/res/XmlResourceParser.close(),API Call :: Landroid/content/res/XmlResourceParser.getAttributeValue(),API Call :: Landroid/content/res/XmlResourceParser.getName(),API Call :: Landroid/content/res/XmlResourceParser.next()
000e7149ab7550ef605c2b22cb1beaffbee9219699661d89158d490a3ffa393a,com_resetgame_tankace1944,com.software.application,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
