SHA256,NOME,PACOTE,API_MIN,API,Permission :: PROCESS_OUTGOING_CALLS,Permission :: READ_PROFILE,Permission :: READ_CALL_LOG,Permission :: SYSTEM_ALERT_WINDOW,Permission :: ACCESS_COARSE_UPDATES,Permission :: INTERNET,Permission :: WRITE_SETTINGS,Permission :: CAMERA,Permission :: READ_CONTACTS,Permission :: ACCESS_NETWORK_STATE,Permission :: READ_PHONE_STATE,Permission :: RECEIVE_BOOT_COMPLETED,Permission :: WAKE_LOCK,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: WRITE_CONTACTS,Permission :: ACCESS_COARSE_LOCATION,Permission :: ACCESS_FINE_LOCATION,Permission :: GET_TASKS,Intent :: BOOT_COMPLETED,Intent :: USER_PRESENT,Intent :: SCREEN_ON,Intent :: NEW_OUTGOING_CALL,Intent :: PHONE_STATE,Intent :: DEVICE_ADMIN_ENABLED,API Call :: Landroid/content/Context.getPackageManager(),API Call :: Landroid/content/Context.getPackageName(),API Call :: Landroid/content/pm/PackageManager.getApplicationInfo(),API Call :: Landroid/content/Context.getDir(),API Call :: Landroid/content/Context.getClassLoader(),API Call :: Landroid/content/res/AssetManager.open()
0002f45e396b4d948ed0e9d2f818ec9f1b10f592347d43825ca2ff6a271a6867,System Update,content.nail.outsell,8,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
