SHA256,NOME,PACOTE,API_MIN,API,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: READ_EXTERNAL_STORAGE,API Call :: Landroid/util/SparseIntArray.init(),API Call :: Landroid/os/Parcel.readInt(),API Call :: Landroid/os/Parcel.writeInt(),API Call :: Landroid/os/Parcel.readString(),API Call :: Landroid/os/Parcel.readByteArray(),API Call :: Landroid/os/Parcel.writeParcelable(),API Call :: Landroid/os/Parcel.writeByteArray(),API Call :: Landroid/os/Parcel.writeString(),API Call :: Landroid/os/Parcel.dataSize(),API Call :: Landroid/os/Parcel.dataPosition(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/pm/ResolveInfo.loadLabel(),API Call :: Landroid/content/Intent.addCategory(),API Call :: Landroid/content/pm/PackageManager.queryIntentActivities(),API Call :: Landroid/widget/TextView.setTypeface(),API Call :: Landroid/widget/TextView.setOnClickListener(),API Call :: Landroid/widget/TextView.init(),API Call :: Landroid/widget/TextView.setOnLongClickListener(),API Call :: Landroid/widget/TextView.setPadding(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/widget/TextView.getCurrentTextColor(),API Call :: Landroid/content/Intent.setData(),API Call :: Landroid/widget/TextView.getText(),API Call :: Landroid/view/MenuItem.getItemId(),API Call :: Landroid/view/Window.setBackgroundDrawableResource(),API Call :: Landroid/view/Window.setGravity(),API Call :: Landroid/view/Window.setLayout(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/view/ViewGroup.addView(),API Call :: Landroid/view/ViewGroup$LayoutParams.init(),API Call :: Landroid/view/ViewGroup.removeAllViews(),API Call :: Landroid/util/Log.i(),API Call :: Landroid/widget/TextView.setTextColor(),API Call :: Landroid/content/ContentResolver.openInputStream(),API Call :: Landroid/content/ContentResolver.query(),API Call :: Landroid/os/Bundle.getInt(),API Call :: Landroid/content/Intent.getBundleExtra(),API Call :: Landroid/content/Intent.getData(),API Call :: Landroid/content/Intent.setFlags(),API Call :: Landroid/widget/TextView.setTextSize(),API Call :: Landroid/content/Intent.setClassName(),API Call :: Landroid/view/View.getTag(),API Call :: Landroid/content/ComponentName.init(),API Call :: Landroid/content/Intent.setComponent(),API Call :: Landroid/view/Window.clearFlags(),API Call :: Landroid/content/IntentFilter.addAction(),API Call :: Landroid/view/Window.addFlags(),API Call :: Landroid/view/Window.getDecorView(),API Call :: Landroid/preference/PreferenceManager.getDefaultSharedPreferences(),API Call :: Landroid/view/ViewGroup.setOnLongClickListener(),API Call :: Landroid/content/IntentFilter.init(),API Call :: Landroid/content/IntentFilter.addDataScheme(),API Call :: Landroid/view/ViewGroup.setPadding(),API Call :: Landroid/view/View.setSystemUiVisibility(),API Call :: Landroid/view/MenuInflater.inflate(),API Call :: Landroid/widget/PopupMenu.setOnMenuItemClickListener(),API Call :: Landroid/widget/PopupMenu.show(),API Call :: Landroid/view/ContextThemeWrapper.init(),API Call :: Landroid/widget/PopupMenu.getMenu(),API Call :: Landroid/view/Menu.findItem(),API Call :: Landroid/widget/PopupMenu.getMenuInflater(),API Call :: Landroid/view/MenuItem.setTitle(),API Call :: Landroid/widget/PopupMenu.init(),API Call :: Landroid/view/View.init(),API Call :: Landroid/content/res/TypedArray.getDimension(),API Call :: Landroid/content/res/TypedArray.getInteger(),API Call :: Landroid/content/res/TypedArray.getBoolean(),API Call :: Landroid/content/res/TypedArray.getResourceId(),API Call :: Landroid/view/View.setBackgroundColor(),API Call :: Landroid/content/res/TypedArray.getColor(),API Call :: Landroid/content/Context.obtainStyledAttributes(),API Call :: Landroid/content/res/TypedArray.recycle(),API Call :: Landroid/content/res/Resources.getDisplayMetrics(),API Call :: Landroid/content/Context.getResources(),API Call :: Landroid/view/View.isInEditMode(),API Call :: Landroid/content/res/TypedArray.length(),API Call :: Landroid/content/res/Resources.obtainTypedArray(),API Call :: Landroid/content/res/Resources.getStringArray(),API Call :: Landroid/view/View.getPaddingTop(),API Call :: Landroid/view/View.getPaddingBottom(),API Call :: Landroid/view/View.getPaddingRight(),API Call :: Landroid/view/View.getPaddingLeft(),API Call :: Landroid/view/View.getWidth(),API Call :: Landroid/view/View.getHeight(),API Call :: Landroid/view/View.getLayoutParams(),API Call :: Landroid/view/View.setLayoutParams(),API Call :: Landroid/view/View.isEnabled(),API Call :: Landroid/view/View.onDraw(),API Call :: Landroid/view/View.setMeasuredDimension(),API Call :: Landroid/view/View.onMeasure(),API Call :: Landroid/view/View$MeasureSpec.getMode(),API Call :: Landroid/view/View.onSizeChanged(),API Call :: Landroid/view/ViewParent.requestDisallowInterceptTouchEvent(),API Call :: Landroid/view/MotionEvent.getX(),API Call :: Landroid/view/View.invalidate(),API Call :: Landroid/view/MotionEvent.getY(),API Call :: Landroid/view/MotionEvent.getAction(),API Call :: Landroid/view/View.getParent(),API Call :: Landroid/view/View.setEnabled(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/os/Handler.postDelayed(),API Call :: Landroid/os/Handler.removeCallbacks(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/widget/TextView.isPressed(),API Call :: Landroid/content/res/TypedArray.getInt(),API Call :: Landroid/widget/ListView.setAdapter(),API Call :: Landroid/content/Intent.createChooser(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/content/SharedPreferences.getAll(),API Call :: Landroid/content/Intent.setType(),API Call :: Landroid/view/View.getId(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/os/Environment.getExternalStoragePublicDirectory(),API Call :: Landroid/view/View.setOnClickListener(),API Call :: Landroid/os/Parcel.readParcelable(),API Call :: Landroid/view/ViewGroup$MarginLayoutParams.init(),API Call :: Landroid/content/res/TypedArray.getFloat(),API Call :: Landroid/view/ViewGroup.requestLayout(),API Call :: Landroid/view/ViewGroup.init(),API Call :: Landroid/view/ViewGroup.getLayoutDirection(),API Call :: Landroid/view/ViewGroup.setLayoutDirection(),API Call :: Landroid/view/View.getLeft(),API Call :: Landroid/view/View.getRight(),API Call :: Landroid/view/View.getTop(),API Call :: Landroid/view/ViewGroup.drawChild(),API Call :: Landroid/view/View.getBottom(),API Call :: Landroid/view/ViewGroup.getContext(),API Call :: Landroid/view/ViewGroup.getPaddingTop(),API Call :: Landroid/view/ViewGroup.getPaddingLeft(),API Call :: Landroid/view/View.layout(),API Call :: Landroid/view/ViewGroup.getChildMeasureSpec(),API Call :: Landroid/view/Gravity.apply(),API Call :: Landroid/view/View.measure(),API Call :: Landroid/view/ViewGroup.getChildAt(),API Call :: Landroid/view/ViewGroup.getPaddingBottom(),API Call :: Landroid/view/ViewGroup.resolveSize(),API Call :: Landroid/view/View.getMeasuredWidth(),API Call :: Landroid/view/View$MeasureSpec.getSize(),API Call :: Landroid/view/ViewGroup.getChildCount(),API Call :: Landroid/view/ViewGroup.getPaddingRight(),API Call :: Landroid/view/View.getVisibility(),API Call :: Landroid/view/View$MeasureSpec.makeMeasureSpec(),API Call :: Landroid/view/View.getMeasuredHeight(),API Call :: Landroid/view/ViewGroup.setMeasuredDimension(),API Call :: Landroid/view/ViewGroup.invalidate(),API Call :: Landroid/widget/EditText.setEnabled(),API Call :: Landroid/widget/EditText.requestFocus(),API Call :: Landroid/widget/EditText.setText(),API Call :: Landroid/widget/EditText.setOnEditorActionListener(),API Call :: Landroid/view/Window.setSoftInputMode(),API Call :: Landroid/widget/EditText.getText(),API Call :: Landroid/widget/LinearLayout.getChildAt(),API Call :: Landroid/widget/LinearLayout.getChildCount(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/widget/TextView.setTag(),API Call :: Landroid/widget/TextView.setVisibility(),API Call :: Landroid/content/SharedPreferences$Editor.apply(),API Call :: Landroid/content/SharedPreferences$Editor.putInt(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/content/SharedPreferences$Editor.remove(),API Call :: Landroid/content/SharedPreferences.getString(),API Call :: Landroid/content/SharedPreferences$Editor.putString(),API Call :: Landroid/content/SharedPreferences.getBoolean(),API Call :: Landroid/content/SharedPreferences.getInt(),API Call :: Landroid/content/SharedPreferences$Editor.putBoolean(),API Call :: Landroid/content/SharedPreferences$Editor.clear(),API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/content/SharedPreferences$Editor.putLong(),API Call :: Landroid/widget/ArrayAdapter.init(),API Call :: Landroid/widget/ArrayAdapter.getItem(),API Call :: Landroid/view/LayoutInflater.inflate(),API Call :: Landroid/view/View.findViewById(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/view/View.setTag(),API Call :: Landroid/util/Log.e(),API Call :: Landroid/os/Parcel.setDataPosition(),API Call :: Landroid/util/SparseIntArray.get(),API Call :: Landroid/util/SparseIntArray.put(),API Call :: Landroid/util/SparseIntArray.clear()
001673502768f25b448ca513c0eb56954694a31f84543f70c6fec99a5d5f6bfc,Last Launcher,io.github.subhamtyagi.lastlauncher,14,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
