SHA256,NOME,PACOTE,API_MIN,API,Permission :: SEND_SMS,Permission :: ACCESS_NETWORK_STATE,Permission :: MOUNT_UNMOUNT_FILESYSTEMS,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: RECEIVE_BOOT_COMPLETED,Permission :: SYSTEM_ALERT_WINDOW,Permission :: INTERNET,Intent :: BOOT_COMPLETED,Intent :: DEVICE_ADMIN_ENABLED,API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/content/ComponentName.init(),API Call :: Landroid/content/Context.startService(),API Call :: Landroid/content/Intent.setFlags(),API Call :: Landroid/util/Log.i(),API Call :: Landroid/content/Context.getApplicationInfo(),API Call :: Landroid/content/pm/PackageManager.getPackageInfo(),API Call :: Landroid/content/Context.getPackageManager(),API Call :: Landroid/content/Intent.setAction(),API Call :: Landroid/content/Intent.setPackage(),API Call :: Landroid/content/Context.sendBroadcast(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/Intent.addFlags(),API Call :: Landroid/content/Intent.getAction(),API Call :: Landroid/widget/EditText.getText(),API Call :: Landroid/content/SharedPreferences.getString(),API Call :: Landroid/view/WindowManager.removeView(),API Call :: Landroid/widget/TextView.append(),API Call :: Landroid/view/WindowManager.addView(),API Call :: Landroid/view/LayoutInflater.inflate(),API Call :: Landroid/view/LayoutInflater.from(),API Call :: Landroid/view/View.findViewById(),API Call :: Landroid/content/SharedPreferences.getLong(),API Call :: Landroid/widget/EditText.setHint(),API Call :: Landroid/widget/Button.setOnClickListener(),API Call :: Landroid/view/WindowManager$LayoutParams.init(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/net/ConnectivityManager.getActiveNetworkInfo(),API Call :: Landroid/net/NetworkInfo.isAvailable(),API Call :: Landroid/content/SharedPreferences$Editor.putString(),API Call :: Landroid/content/SharedPreferences$Editor.putLong(),API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/content/SharedPreferences.edit()
0026989df565bdcb261dff58eb20eb5e56dee2927e63a7a485468a271819849c,酷跑刷钻助手,com.h,8,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
