SHA256,NOME,PACOTE,API_MIN,API,Permission :: ACCESS_NETWORK_STATE,Permission :: WRITE_SETTINGS,Permission :: READ_PHONE_STATE,Permission :: INTERNET,Permission :: MODIFY_AUDIO_SETTINGS,Permission :: GET_TASKS,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: RECORD_AUDIO,API Call :: Landroid/content/Context.getResources(),API Call :: Landroid/content/res/Resources.openRawResource(),API Call :: Landroid/content/ContentResolver.insert(),API Call :: Landroid/content/ContentValues.put(),API Call :: Landroid/content/ContentValues.init(),API Call :: Landroid/provider/MediaStore$Audio$Media.getContentUriForPath(),API Call :: Landroid/content/SharedPreferences.getInt(),API Call :: Landroid/preference/PreferenceManager.getDefaultSharedPreferences(),API Call :: Landroid/content/SharedPreferences.getBoolean(),API Call :: Landroid/content/SharedPreferences.contains(),API Call :: Landroid/content/ContentResolver.delete(),API Call :: Landroid/content/ContentResolver.query(),API Call :: Landroid/content/SharedPreferences$Editor.putInt(),API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/view/WindowManager.getDefaultDisplay(),API Call :: Landroid/view/Display.getMetrics(),API Call :: Landroid/util/DisplayMetrics.init(),API Call :: Landroid/content/SharedPreferences$Editor.putBoolean(),API Call :: Landroid/os/Handler.obtainMessage(),API Call :: Landroid/os/Message.setData(),API Call :: Landroid/os/Bundle.putInt(),API Call :: Landroid/os/Handler.sendMessage(),API Call :: Landroid/os/Bundle.init(),API Call :: Landroid/content/DialogInterface.cancel(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/content/Intent.setData(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/content/DialogInterface.dismiss(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/view/GestureDetector$SimpleOnGestureListener.init(),API Call :: Landroid/view/GestureDetector$SimpleOnGestureListener.onShowPress(),API Call :: Landroid/view/MotionEvent.getX(),API Call :: Landroid/view/MotionEvent.getY(),API Call :: Landroid/view/View.init(),API Call :: Landroid/content/res/Resources.getDrawable(),API Call :: Landroid/view/GestureDetector.init(),API Call :: Landroid/view/View.onKeyDown(),API Call :: Landroid/view/View.onKeyUp(),API Call :: Landroid/view/MotionEvent.getAction(),API Call :: Landroid/view/GestureDetector.onTouchEvent(),API Call :: Landroid/widget/Scroller.init(),API Call :: Landroid/widget/Scroller.forceFinished(),API Call :: Landroid/widget/Scroller.getCurrX(),API Call :: Landroid/widget/Scroller.computeScrollOffset(),API Call :: Landroid/widget/Scroller.startScroll(),API Call :: Landroid/widget/Scroller.fling(),API Call :: Landroid/text/TextPaint.setColor(),API Call :: Landroid/text/TextPaint.init(),API Call :: Landroid/text/TextPaint.setTypeface(),API Call :: Landroid/text/TextPaint.setTextSize(),API Call :: Landroid/content/Context.getAssets(),API Call :: Landroid/view/View.postInvalidate(),API Call :: Landroid/view/Window.requestFeature(),API Call :: Landroid/widget/Button.setOnClickListener(),API Call :: Landroid/view/Window.setFlags(),API Call :: Landroid/widget/ToggleButton.setText(),API Call :: Landroid/widget/ToggleButton.setChecked(),API Call :: Landroid/widget/Button.setText(),API Call :: Landroid/widget/SeekBar.setOnSeekBarChangeListener(),API Call :: Landroid/widget/SeekBar.setProgress(),API Call :: Landroid/widget/SeekBar.setMax(),API Call :: Landroid/util/Log.d(),API Call :: Landroid/widget/ToggleButton.isChecked(),API Call :: Landroid/content/Intent.setType(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/content/Intent.createChooser(),API Call :: Landroid/widget/ListView.init(),API Call :: Landroid/widget/EditText.getText(),API Call :: Landroid/widget/EditText.setText(),API Call :: Landroid/widget/EditText.setSelection(),API Call :: Landroid/widget/ArrayAdapter.init(),API Call :: Landroid/view/LayoutInflater.inflate(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/view/View.findViewById(),API Call :: Landroid/content/Context.getContentResolver(),API Call :: Landroid/widget/TextView.setVisibility(),API Call :: Landroid/widget/ListView.setAdapter(),API Call :: Landroid/widget/ListView.setOnItemClickListener(),API Call :: Landroid/widget/ListView.setOnItemLongClickListener(),API Call :: Landroid/content/Context.setTheme(),API Call :: Landroid/widget/EditText.addTextChangedListener(),API Call :: Landroid/widget/EditText.selectAll(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/os/Bundle.getInt(),API Call :: Landroid/os/Message.getData(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/Intent.getIntExtra(),API Call :: Landroid/content/IntentFilter.init(),API Call :: Landroid/view/Menu.add(),API Call :: Landroid/view/KeyEvent.getRepeatCount(),API Call :: Landroid/view/MenuItem.getItemId(),API Call :: Landroid/content/pm/PackageManager.getPackageInfo(),API Call :: Landroid/content/pm/PackageManager$NameNotFoundException.printStackTrace(),API Call :: Landroid/os/Bundle.getString(),API Call :: Landroid/util/Log.v(),API Call :: Landroid/os/Bundle.putCharSequence(),API Call :: Landroid/widget/SeekBar.getMax(),API Call :: Landroid/widget/SeekBar.getProgress(),API Call :: Landroid/text/TextPaint.getTextBounds(),API Call :: Landroid/os/Environment.getExternalStorageState(),API Call :: Landroid/os/Bundle.get(),API Call :: Landroid/content/pm/PackageManager.getApplicationInfo(),API Call :: Landroid/content/ComponentName.getPackageName(),API Call :: Landroid/os/Handler.post(),API Call :: Landroid/content/ComponentName.getShortClassName(),API Call :: Landroid/widget/LinearLayout.removeAllViews(),API Call :: Landroid/widget/LinearLayout.addView(),API Call :: Landroid/view/Display.getHeight(),API Call :: Landroid/view/View.getLayoutParams(),API Call :: Landroid/view/Display.getWidth(),API Call :: Landroid/view/ViewGroup$LayoutParams.init(),API Call :: Landroid/view/View.setLayoutParams(),API Call :: Landroid/content/res/Resources.getConfiguration(),API Call :: Landroid/view/animation/Animation.setFillAfter(),API Call :: Landroid/view/animation/Animation.setDuration(),API Call :: Landroid/view/animation/Animation.setInterpolator(),API Call :: Landroid/view/View.startAnimation(),API Call :: Landroid/view/animation/DecelerateInterpolator.init(),API Call :: Landroid/view/animation/AlphaAnimation.init(),API Call :: Landroid/view/animation/ScaleAnimation.init(),API Call :: Landroid/view/animation/TranslateAnimation.init(),API Call :: Landroid/view/View.getWidth(),API Call :: Landroid/view/View.getHeight(),API Call :: Landroid/net/ConnectivityManager.getActiveNetworkInfo(),API Call :: Landroid/net/NetworkInfo.getExtraInfo(),API Call :: Landroid/content/Context.getPackageName(),API Call :: Landroid/content/Context.getSharedPreferences(),API Call :: Landroid/content/Context.getPackageManager(),API Call :: Landroid/content/SharedPreferences.getString(),API Call :: Landroid/telephony/TelephonyManager.getDeviceId(),API Call :: Landroid/content/SharedPreferences$Editor.putString(),API Call :: Landroid/os/Environment.getExternalStorageDirectory(),API Call :: Landroid/content/Intent.addCategory(),API Call :: Landroid/content/pm/PackageManager.getInstalledPackages(),API Call :: Landroid/content/Context.startActivity(),API Call :: Landroid/util/Log.e(),API Call :: Landroid/util/Log.i(),API Call :: Landroid/util/Log.w(),API Call :: Landroid/view/animation/Animation.init(),API Call :: Landroid/view/animation/Transformation.getMatrix(),API Call :: Landroid/view/animation/Animation.initialize(),API Call :: Landroid/view/View.setBackgroundDrawable(),API Call :: Landroid/view/View.setOnClickListener(),API Call :: Landroid/os/AsyncTask.init(),API Call :: Landroid/net/Uri.fromFile(),API Call :: Landroid/content/Intent.setAction(),API Call :: Landroid/content/Intent.setDataAndType(),API Call :: Landroid/content/IntentFilter.addDataScheme(),API Call :: Landroid/content/Context.registerReceiver(),API Call :: Landroid/content/IntentFilter.addAction(),API Call :: Landroid/content/Intent.getDataString(),API Call :: Landroid/content/Intent.getAction(),API Call :: Landroid/content/pm/PackageManager.getLaunchIntentForPackage(),API Call :: Landroid/content/Context.unregisterReceiver(),API Call :: Landroid/content/Intent.setFlags(),API Call :: Landroid/content/res/Resources.getIdentifier(),API Call :: Landroid/webkit/WebSettings.setJavaScriptEnabled(),API Call :: Landroid/webkit/WebView.enablePlatformNotifications(),API Call :: Landroid/webkit/WebView.setHttpAuthUsernamePassword(),API Call :: Landroid/webkit/WebView.setWebViewClient(),API Call :: Landroid/webkit/WebView.loadUrl(),API Call :: Landroid/widget/ProgressBar.setVisibility(),API Call :: Landroid/webkit/WebView.getSettings(),API Call :: Landroid/webkit/WebView.setDownloadListener(),API Call :: Landroid/content/Intent.getExtras(),API Call :: Landroid/webkit/WebView.clearCache(),API Call :: Landroid/webkit/WebView.clearHistory(),API Call :: Landroid/webkit/WebView.destroy(),API Call :: Landroid/webkit/WebView.goBack(),API Call :: Landroid/webkit/WebView.canGoBack(),API Call :: Landroid/webkit/WebViewClient.init(),API Call :: Landroid/webkit/WebViewClient.onPageFinished(),API Call :: Landroid/webkit/WebViewClient.onPageStarted(),API Call :: Landroid/webkit/WebView.setScrollBarStyle(),API Call :: Landroid/webkit/WebView.loadDataWithBaseURL(),API Call :: Landroid/webkit/WebViewClient.onReceivedError(),API Call :: Landroid/widget/RelativeLayout.init(),API Call :: Landroid/content/pm/PackageManager.getActivityInfo(),API Call :: Landroid/content/ComponentName.init(),API Call :: Landroid/content/Intent.addFlags(),API Call :: Landroid/widget/RelativeLayout.onMeasure(),API Call :: Landroid/view/View$MeasureSpec.makeMeasureSpec(),API Call :: Landroid/view/View$MeasureSpec.getSize(),API Call :: Landroid/widget/RelativeLayout$LayoutParams.init(),API Call :: Landroid/widget/RelativeLayout.removeAllViews(),API Call :: Landroid/widget/RelativeLayout$LayoutParams.addRule(),API Call :: Landroid/widget/RelativeLayout.addView(),API Call :: Landroid/content/SharedPreferences.getLong(),API Call :: Landroid/content/SharedPreferences$Editor.putLong(),API Call :: Landroid/content/Context.checkCallingOrSelfPermission(),API Call :: Landroid/widget/ImageView.setPadding(),API Call :: Landroid/widget/ImageView.init(),API Call :: Landroid/widget/ImageView.setId(),API Call :: Landroid/widget/ImageView.setImageDrawable(),API Call :: Landroid/widget/TextView.setTextColor(),API Call :: Landroid/widget/RelativeLayout.setLayoutParams(),API Call :: Landroid/widget/ImageView.setScaleType(),API Call :: Landroid/widget/TextView.setTypeface(),API Call :: Landroid/widget/ImageView.getId(),API Call :: Landroid/widget/ImageView.setBackgroundDrawable(),API Call :: Landroid/widget/TextView.init(),API Call :: Landroid/widget/TextView.setGravity(),API Call :: Landroid/widget/FrameLayout$LayoutParams.init()
0008b849c70477faf464e80df6c7ea91569f78bd2f13af79924f8b5341a44edd,超级变声器,com.asdjklqw.echovox,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
