SHA256,NOME,PACOTE,API_MIN,API,Permission :: INTERNET,Permission :: READ_CALENDAR,Permission :: CONTROL_LOCATION_UPDATES,Permission :: SYSTEM_ALERT_WINDOW,Permission :: INSTALL_PACKAGES,Permission :: WRITE_CALENDAR,Permission :: ACCESS_WIFI_STATE,Permission :: CHANGE_CONFIGURATION,Permission :: WRITE_CONTACTS,Permission :: SEND_SMS,Permission :: VIBRATE,Permission :: STATUS_BAR,Permission :: CAMERA,Permission :: GET_ACCOUNTS,Permission :: EXPAND_STATUS_BAR,Permission :: BATTERY_STATS,Permission :: READ_LOGS,Permission :: ACCESS_NETWORK_STATE,Permission :: READ_FRAME_BUFFER,Permission :: READ_HISTORY_BOOKMARKS,Permission :: READ_CONTACTS,API Call :: Landroid/widget/Button.setOnClickListener(),API Call :: Landroid/os/Handler.sendMessage(),API Call :: Landroid/os/Handler.obtainMessage(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/content/Context.getString(),API Call :: Landroid/telephony/SmsManager.sendTextMessage(),API Call :: Landroid/telephony/SmsManager.getDefault()
000e0948176bdec2b6e19d0f03e23f37910676a9b7e7709954614bac79269c36,Jimm,QueiD9ej.ezahS1gi,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
