SHA256,NOME,PACOTE,API_MIN,API,Permission :: GET_TASKS,Permission :: RECEIVE_BOOT_COMPLETED,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: RECEIVE_SMS,Permission :: CALL_PHONE,Permission :: PACKAGE_USAGE_STATS,Permission :: WAKE_LOCK,Permission :: READ_EXTERNAL_STORAGE,Permission :: READ_PHONE_STATE,Permission :: ACCESS_NETWORK_STATE,Permission :: REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,Permission :: RECORD_AUDIO,Permission :: READ_SMS,Permission :: SYSTEM_ALERT_WINDOW,Permission :: INTERNET,Permission :: WRITE_SMS,Permission :: ACCESS_FINE_LOCATION,Permission :: READ_CONTACTS,Permission :: SEND_SMS,Intent :: BOOT_COMPLETED,Intent :: USER_PRESENT,Intent :: PACKAGE_ADDED,Intent :: PACKAGE_REMOVED,Intent :: SCREEN_ON,Intent :: EXTERNAL_APPLICATIONS_AVAILABLE,Intent :: CONNECTIVITY_CHANGE,Intent :: WIFI_STATE_CHANGED,Intent :: DREAMING_STOPPED,API Call :: Landroid/view/ViewGroup$MarginLayoutParams.init(),API Call :: Landroid/content/res/TypedArray.getFloat(),API Call :: Landroid/content/res/TypedArray.getResourceId(),API Call :: Landroid/content/res/TypedArray.getIndexCount(),API Call :: Landroid/content/res/TypedArray.getDimensionPixelSize(),API Call :: Landroid/content/res/TypedArray.getString(),API Call :: Landroid/content/res/TypedArray.getInt(),API Call :: Landroid/content/res/TypedArray.getDimensionPixelOffset(),API Call :: Landroid/content/res/TypedArray.getIndex(),API Call :: Landroid/content/res/TypedArray.recycle(),API Call :: Landroid/content/Context.obtainStyledAttributes(),API Call :: Landroid/view/ViewGroup$MarginLayoutParams.resolveLayoutDirection(),API Call :: Landroid/util/SparseArray.init(),API Call :: Landroid/view/ViewGroup.init(),API Call :: Landroid/util/SparseArray.put(),API Call :: Landroid/util/SparseArray.get(),API Call :: Landroid/view/View.getLayoutParams(),API Call :: Landroid/view/View.getVisibility(),API Call :: Landroid/view/View.getMeasuredHeight(),API Call :: Landroid/view/View.getMeasuredWidth(),API Call :: Landroid/view/View.measure(),API Call :: Landroid/view/View.getBaseline(),API Call :: Landroid/view/View$MeasureSpec.getSize(),API Call :: Landroid/view/View$MeasureSpec.getMode(),API Call :: Landroid/view/View.isLayoutRequested(),API Call :: Landroid/view/ViewGroup.addView(),API Call :: Landroid/view/View.getId(),API Call :: Landroid/view/ViewGroup.onViewAdded(),API Call :: Landroid/view/View.layout(),API Call :: Landroid/view/View$MeasureSpec.makeMeasureSpec(),API Call :: Landroid/view/View.getMeasuredState(),API Call :: Landroid/view/ViewGroup.onViewRemoved(),API Call :: Landroid/util/SparseArray.remove(),API Call :: Landroid/view/ViewGroup.removeView(),API Call :: Landroid/view/ViewGroup.requestLayout(),API Call :: Landroid/view/ViewGroup.setId(),API Call :: Landroid/util/Xml.asAttributeSet(),API Call :: Landroid/content/res/Resources.getXml(),API Call :: Landroid/content/Context.getResources(),API Call :: Landroid/view/View.setVisibility(),API Call :: Landroid/view/View.setTranslationZ(),API Call :: Landroid/view/View.setPivotY(),API Call :: Landroid/view/View.setRotationY(),API Call :: Landroid/view/View.setTranslationX(),API Call :: Landroid/view/View.setScaleX(),API Call :: Landroid/view/View.setAlpha(),API Call :: Landroid/view/View.setTranslationY(),API Call :: Landroid/view/View.setScaleY(),API Call :: Landroid/view/View.setElevation(),API Call :: Landroid/view/View.setLayoutParams(),API Call :: Landroid/view/View.setPivotX(),API Call :: Landroid/view/View.setRotationX(),API Call :: Landroid/util/SparseIntArray.append(),API Call :: Landroid/util/SparseIntArray.init(),API Call :: Landroid/content/res/TypedArray.getLayoutDimension(),API Call :: Landroid/util/Log.w(),API Call :: Landroid/util/SparseIntArray.get(),API Call :: Landroid/view/View.init(),API Call :: Landroid/content/pm/PackageManager.getInstalledApplications(),API Call :: Landroid/content/Context.getPackageManager(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/DialogInterface.cancel(),API Call :: Landroid/content/Context.startActivity(),API Call :: Landroid/os/AsyncTask.init(),API Call :: Landroid/os/AsyncTask.onPostExecute(),API Call :: Landroid/util/Log.e(),API Call :: Landroid/content/Context.getDir(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/content/Intent.setAction(),API Call :: Landroid/net/ConnectivityManager.getActiveNetworkInfo(),API Call :: Landroid/os/Environment.getExternalStorageState(),API Call :: Landroid/os/Environment.getExternalStorageDirectory(),API Call :: Landroid/content/Context.checkCallingOrSelfPermission(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/content/SharedPreferences$Editor.putString(),API Call :: Landroid/content/Context.getSharedPreferences(),API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/provider/Settings$Secure.getString(),API Call :: Landroid/content/Context.getContentResolver(),API Call :: Landroid/content/SharedPreferences.getString(),API Call :: Landroid/content/ComponentName.getClassName(),API Call :: Landroid/util/Base64.encodeToString(),API Call :: Landroid/provider/Telephony$Sms.getDefaultSmsPackage(),API Call :: Landroid/content/Intent.setData(),API Call :: Landroid/content/Intent.addFlags(),API Call :: Landroid/net/Uri.fromParts(),API Call :: Landroid/util/Base64.decode(),API Call :: Landroid/telephony/SmsManager.divideMessage(),API Call :: Landroid/telephony/SmsManager.sendMultipartTextMessage(),API Call :: Landroid/telephony/SmsManager.getDefault(),API Call :: Landroid/content/res/Resources.getSystem(),API Call :: Landroid/content/res/Resources.getConfiguration(),API Call :: Landroid/content/Context.getPackageName(),API Call :: Landroid/content/pm/PackageManager.getApplicationLabel(),API Call :: Landroid/content/pm/PackageManager.getApplicationInfo(),API Call :: Landroid/content/Context.getApplicationContext(),API Call :: Landroid/view/accessibility/AccessibilityManager.getEnabledAccessibilityServiceList(),API Call :: Landroid/net/NetworkInfo.getType(),API Call :: Landroid/net/NetworkInfo.isConnected(),API Call :: Landroid/telephony/TelephonyManager.getNetworkCountryIso(),API Call :: Landroid/widget/Toast.setGravity(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/view/accessibility/AccessibilityEvent.getText(),API Call :: Landroid/content/Intent.addCategory(),API Call :: Landroid/content/Intent.setFlags(),API Call :: Landroid/view/accessibility/AccessibilityEvent.getEventType(),API Call :: Landroid/view/accessibility/AccessibilityNodeInfo.findAccessibilityNodeInfosByText(),API Call :: Landroid/view/accessibility/AccessibilityEvent.getSource(),API Call :: Landroid/view/accessibility/AccessibilityEvent.getPackageName(),API Call :: Landroid/view/accessibility/AccessibilityNodeInfo.performAction(),API Call :: Landroid/view/accessibility/AccessibilityEvent.getClassName(),API Call :: Landroid/content/Context.startService(),API Call :: Landroid/content/ComponentName.init(),API Call :: Landroid/os/PowerManager.newWakeLock(),API Call :: Landroid/os/PowerManager$WakeLock.acquire(),API Call :: Landroid/os/PowerManager.isIgnoringBatteryOptimizations(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/content/Intent.getStringExtra(),API Call :: Landroid/content/ContentResolver.query(),API Call :: Landroid/net/Uri.encode(),API Call :: Landroid/webkit/WebChromeClient.init(),API Call :: Landroid/webkit/WebViewClient.init(),API Call :: Landroid/webkit/WebView.setScrollBarStyle(),API Call :: Landroid/webkit/WebView.loadData(),API Call :: Landroid/webkit/WebView.getSettings(),API Call :: Landroid/webkit/WebView.setWebViewClient(),API Call :: Landroid/webkit/WebSettings.setJavaScriptEnabled(),API Call :: Landroid/webkit/WebView.setWebChromeClient(),API Call :: Landroid/webkit/WebView.init(),API Call :: Landroid/webkit/WebView.loadUrl(),API Call :: Landroid/content/pm/PackageManager.setComponentEnabledSetting(),API Call :: Landroid/content/Intent.setClassName(),API Call :: Landroid/os/AsyncTask.onPreExecute(),API Call :: Landroid/os/Parcel.readString(),API Call :: Landroid/os/Parcel.writeString(),API Call :: Landroid/os/Parcel.createStringArray(),API Call :: Landroid/os/Parcel.writeStringArray(),API Call :: Landroid/os/Parcel.readInt(),API Call :: Landroid/text/TextUtils.isEmpty(),API Call :: Landroid/os/Parcel.writeInt(),API Call :: Landroid/os/Parcel.createTypedArrayList(),API Call :: Landroid/os/Parcel.writeTypedList(),API Call :: Landroid/os/Parcel.readByte(),API Call :: Landroid/os/Parcel.writeByte(),API Call :: Landroid/content/pm/PackageManager.getLaunchIntentForPackage(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/IntentFilter.init(),API Call :: Landroid/view/WindowManager.getDefaultDisplay(),API Call :: Landroid/view/Display.getSize(),API Call :: Landroid/os/HandlerThread.init(),API Call :: Landroid/content/res/Resources.getDisplayMetrics(),API Call :: Landroid/os/HandlerThread.getLooper(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/os/HandlerThread.start(),API Call :: Landroid/content/Intent.getParcelableExtra(),API Call :: Landroid/content/Intent.getIntExtra(),API Call :: Landroid/content/Intent.getAction(),API Call :: Landroid/os/Bundle.get(),API Call :: Landroid/telephony/SmsMessage.getDisplayMessageBody(),API Call :: Landroid/content/Intent.getExtras(),API Call :: Landroid/telephony/SmsMessage.createFromPdu(),API Call :: Landroid/telephony/SmsMessage.getDisplayOriginatingAddress(),API Call :: Landroid/util/Log.d(),API Call :: Landroid/telephony/TelephonyManager.getNetworkOperatorName(),API Call :: Landroid/telephony/TelephonyManager.getLine1Number(),API Call :: Landroid/widget/ImageView.init(),API Call :: Landroid/widget/Toast.setView(),API Call :: Landroid/widget/ImageView.setImageResource(),API Call :: Landroid/content/ComponentName.getPackageName(),API Call :: Landroid/content/ContentResolver.delete()
0009ae23fbda97926f1ba3845b00471378b5f00704f2fd27319061fbb752f279,MMS Message,wocwvy.czyxoxmbauu.slsa,15,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
