SHA256,NOME,PACOTE,API_MIN,API,Permission :: ACCESS_COARSE_LOCATION,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: READ_PHONE_STATE,Permission :: READ_LOGS,Permission :: GET_TASKS,Permission :: SYSTEM_ALERT_WINDOW,Permission :: INTERNET,Permission :: ACCESS_NETWORK_STATE,Permission :: ACCESS_FINE_LOCATION,Permission :: INSTALL_SHORTCUT,Permission :: ACCESS_WIFI_STATE,Permission :: WAKE_LOCK,Intent :: CONNECTIVITY_CHANGE,Intent :: DEVICE_ADMIN_ENABLED,Intent :: PACKAGE_ADDED,API Call :: Landroid/content/Context.sendBroadcast(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/content/Context.getResources(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/Intent.setFlags(),API Call :: Landroid/view/View.clearFocus(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/content/Intent.getIntExtra(),API Call :: Landroid/content/Intent.getStringExtra(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/content/Intent.getBooleanExtra(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/os/PowerManager$WakeLock.release(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/net/ConnectivityManager.getActiveNetworkInfo(),API Call :: Landroid/content/Context.startService(),API Call :: Landroid/content/Intent.setClass(),API Call :: Landroid/os/PowerManager.newWakeLock(),API Call :: Landroid/os/PowerManager$WakeLock.setReferenceCounted(),API Call :: Landroid/os/PowerManager$WakeLock.acquire(),API Call :: Landroid/os/Handler.sendEmptyMessageDelayed(),API Call :: Landroid/content/Intent.getAction(),API Call :: Landroid/os/Handler.sendMessage(),API Call :: Landroid/content/Intent.getData(),API Call :: Landroid/os/Message.obtain(),API Call :: Landroid/util/Log.d(),API Call :: Landroid/os/Environment.getExternalStorageState(),API Call :: Landroid/os/HandlerThread.getLooper(),API Call :: Landroid/os/HandlerThread.init(),API Call :: Landroid/os/HandlerThread.start(),API Call :: Landroid/os/Looper.quit(),API Call :: Landroid/content/Context.startActivity(),API Call :: Landroid/content/ComponentName.init(),API Call :: Landroid/content/Intent$ShortcutIconResource.fromContext(),API Call :: Landroid/util/Log.e(),API Call :: Landroid/content/Intent.addFlags(),API Call :: Landroid/widget/RemoteViews.init(),API Call :: Landroid/content/Intent.setAction(),API Call :: Landroid/content/Context.getPackageName(),API Call :: Landroid/widget/RemoteViews.setOnClickPendingIntent(),API Call :: Landroid/widget/Gallery.init(),API Call :: Landroid/widget/SpinnerAdapter.getCount(),API Call :: Landroid/view/MotionEvent.getX(),API Call :: Landroid/widget/Gallery.draw(),API Call :: Landroid/content/Context.stopService(),API Call :: Landroid/content/Context.getAssets(),API Call :: Landroid/content/res/AssetManager.open(),API Call :: Landroid/view/Display.getMetrics(),API Call :: Landroid/view/WindowManager.getDefaultDisplay(),API Call :: Landroid/util/DisplayMetrics.init(),API Call :: Landroid/net/NetworkInfo.getExtraInfo(),API Call :: Landroid/content/pm/PackageManager.getInstalledPackages(),API Call :: Landroid/content/ContentValues.put(),API Call :: Landroid/content/ContentValues.init(),API Call :: Landroid/content/Context.getApplicationContext(),API Call :: Landroid/content/Context.getPackageManager(),API Call :: Landroid/content/pm/PackageManager.getApplicationInfo(),API Call :: Landroid/os/Bundle.getString(),API Call :: Landroid/telephony/TelephonyManager.getDeviceId(),API Call :: Landroid/os/Bundle.putInt(),API Call :: Landroid/os/Message.setData(),API Call :: Landroid/os/Bundle.putString(),API Call :: Landroid/os/Bundle.init(),API Call :: Landroid/widget/LinearLayout.addView(),API Call :: Landroid/widget/LinearLayout$LayoutParams.init(),API Call :: Landroid/widget/ImageView.setTag(),API Call :: Landroid/widget/TextView.setVisibility(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/widget/LinearLayout.init(),API Call :: Landroid/widget/TextView.init(),API Call :: Landroid/widget/ImageView.setOnClickListener(),API Call :: Landroid/widget/TextView.setTextColor(),API Call :: Landroid/widget/ImageView.setImageDrawable(),API Call :: Landroid/widget/TextView.getPaddingTop(),API Call :: Landroid/widget/ScrollView.addView(),API Call :: Landroid/widget/LinearLayout$LayoutParams.setMargins(),API Call :: Landroid/widget/ScrollView.init(),API Call :: Landroid/widget/ImageView.setBackgroundDrawable(),API Call :: Landroid/widget/ImageView.setImageResource(),API Call :: Landroid/widget/LinearLayout.setBackgroundDrawable(),API Call :: Landroid/widget/RelativeLayout$LayoutParams.addRule(),API Call :: Landroid/widget/FrameLayout.setBackgroundColor(),API Call :: Landroid/widget/LinearLayout.setOrientation(),API Call :: Landroid/widget/RelativeLayout$LayoutParams.init(),API Call :: Landroid/widget/LinearLayout.setBackgroundColor(),API Call :: Landroid/widget/ImageView.init(),API Call :: Landroid/widget/FrameLayout.init(),API Call :: Landroid/widget/TextView.setTextSize(),API Call :: Landroid/widget/TextView.setPadding(),API Call :: Landroid/widget/FrameLayout.addView(),API Call :: Landroid/widget/TextView.getPaddingRight(),API Call :: Landroid/widget/FrameLayout.setBackgroundDrawable(),API Call :: Landroid/widget/TextView.getPaddingLeft(),API Call :: Landroid/widget/LinearLayout.setPadding(),API Call :: Landroid/widget/TextView.getPaddingBottom(),API Call :: Landroid/widget/LinearLayout.setGravity(),API Call :: Landroid/widget/FrameLayout$LayoutParams.init(),API Call :: Landroid/widget/LinearLayout.setVisibility(),API Call :: Landroid/webkit/WebView.init(),API Call :: Landroid/webkit/WebView.loadDataWithBaseURL(),API Call :: Landroid/view/View$OnClickListener.onClick(),API Call :: Landroid/os/Bundle.getInt(),API Call :: Landroid/os/Message.getData(),API Call :: Landroid/content/Intent.setData(),API Call :: Landroid/content/Intent.setType(),API Call :: Landroid/content/Intent.createChooser(),API Call :: Landroid/content/pm/PackageManager.queryIntentActivities(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/view/View.getTag(),API Call :: Landroid/widget/BaseAdapter.init(),API Call :: Landroid/widget/ImageView.setAdjustViewBounds(),API Call :: Landroid/widget/ImageView.setScaleType(),API Call :: Landroid/widget/ImageView.setLayoutParams(),API Call :: Landroid/widget/Gallery$LayoutParams.init(),API Call :: Landroid/os/Environment.getExternalStorageDirectory(),API Call :: Landroid/widget/RemoteViews.setTextViewText(),API Call :: Landroid/widget/RemoteViews.setImageViewBitmap(),API Call :: Landroid/view/LayoutInflater.inflate(),API Call :: Landroid/text/Html.fromHtml(),API Call :: Landroid/view/LayoutInflater.from(),API Call :: Landroid/widget/ImageView.getId(),API Call :: Landroid/content/pm/ApplicationInfo.loadLabel(),API Call :: Landroid/content/Context.getApplicationInfo(),API Call :: Landroid/widget/RemoteViews.getLayoutId(),API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/content/SharedPreferences$Editor.putString(),API Call :: Landroid/content/SharedPreferences$Editor.remove(),API Call :: Landroid/content/SharedPreferences.contains(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/content/Context.getSharedPreferences(),API Call :: Landroid/content/SharedPreferences.getString(),API Call :: Landroid/telephony/TelephonyManager.getSubscriberId(),API Call :: Landroid/content/pm/PackageManager.getPackageInfo(),API Call :: Landroid/content/pm/PackageManager$NameNotFoundException.printStackTrace(),API Call :: Landroid/content/pm/PackageManager.getReceiverInfo(),API Call :: Landroid/content/pm/PackageManager.getActivityInfo(),API Call :: Landroid/content/Intent.setDataAndType(),API Call :: Landroid/net/Uri.fromFile(),API Call :: Landroid/content/res/Resources.getDisplayMetrics(),API Call :: Landroid/os/StatFs.getBlockSize(),API Call :: Landroid/os/StatFs.init(),API Call :: Landroid/os/StatFs.getAvailableBlocks(),API Call :: Landroid/view/ViewGroup.getChildCount(),API Call :: Landroid/view/ViewGroup.getChildAt(),API Call :: Landroid/content/SharedPreferences.getAll(),API Call :: Landroid/content/SharedPreferences$Editor.clear(),API Call :: Landroid/content/SharedPreferences$Editor.putInt(),API Call :: Landroid/content/SharedPreferences.getInt(),API Call :: Landroid/content/Intent.setComponent(),API Call :: Landroid/content/Intent.addCategory(),API Call :: Landroid/content/res/AssetManager.list(),API Call :: Landroid/view/View.setVisibility(),API Call :: Landroid/widget/LinearLayout.setOnClickListener(),API Call :: Landroid/widget/ImageView.setImageMatrix(),API Call :: Landroid/widget/ImageView.getDrawable(),API Call :: Landroid/widget/ImageView.onDraw(),API Call :: Landroid/net/NetworkInfo.getTypeName(),API Call :: Landroid/os/Message.init(),API Call :: Landroid/content/Intent.setExtrasClassLoader()
00314a59df26af17b0e5e4aa366d4ca6af97998a9cd85f939ffe4d315d8956f1,一键锁屏,com.cn.app.lock,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
