SHA256,NOME,PACOTE,API_MIN,API,Permission :: SEND_SMS,Permission :: CHANGE_NETWORK_STATE,Permission :: SYSTEM_ALERT_WINDOW,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: GET_TASKS,Permission :: READ_SMS,Permission :: INSTALL_SHORTCUT,Permission :: ACCESS_WIFI_STATE,Permission :: RECEIVE_SMS,Permission :: WAKE_LOCK,Permission :: MANAGE_ACCOUNTS,Permission :: ADD_VOICEMAIL,Permission :: WRITE_SMS,Permission :: ACCESS_COARSE_LOCATION,Permission :: ACCESS_FINE_LOCATION,Permission :: RECEIVE_BOOT_COMPLETED,Permission :: MOUNT_UNMOUNT_FILESYSTEMS,Permission :: INTERNET,Permission :: CHANGE_WIFI_STATE,Permission :: READ_SETTINGS,Permission :: READ_LOGS,Permission :: WRITE_SETTINGS,Permission :: READ_PHONE_STATE,Permission :: ACCESS_NETWORK_STATE,Permission :: BATTERY_STATS,Permission :: ACCESS_DOWNLOAD_MANAGER,Permission :: GET_ACCOUNTS,Permission :: DOWNLOAD_WITHOUT_NOTIFICATION,Intent :: USER_PRESENT,Intent :: CONNECTIVITY_CHANGE,Intent :: BOOT_COMPLETED,API Call :: Landroid/os/Handler.init(),API Call :: Landroid/os/Message.setTarget(),API Call :: Landroid/os/Message.init(),API Call :: Landroid/os/Handler$Callback.handleMessage(),API Call :: Landroid/content/Context.getFilesDir(),API Call :: Landroid/content/Context.getApplicationContext(),API Call :: Landroid/content/res/AssetManager.open(),API Call :: Landroid/content/Context.getAssets(),API Call :: Landroid/content/res/AssetManager.list(),API Call :: Landroid/util/Log.i(),API Call :: Landroid/content/Context.getDir(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/view/WindowManager$LayoutParams.init(),API Call :: Landroid/view/WindowManager.addView(),API Call :: Landroid/content/Context.getPackageName(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/util/Base64.decode(),API Call :: Landroid/util/Base64.encode(),API Call :: Landroid/widget/ImageView.setVisibility(),API Call :: Landroid/view/animation/AnimationUtils.loadAnimation(),API Call :: Landroid/widget/RelativeLayout.setVisibility(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/content/SharedPreferences$Editor.putInt(),API Call :: Landroid/widget/RelativeLayout.startAnimation(),API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/content/SharedPreferences.getInt(),API Call :: Landroid/widget/RelativeLayout.setOnClickListener(),API Call :: Landroid/widget/Button.setOnClickListener(),API Call :: Landroid/content/Intent.createChooser(),API Call :: Landroid/content/Intent.setFlags(),API Call :: Landroid/content/Intent.setType(),API Call :: Landroid/widget/ImageView.setBackgroundResource(),API Call :: Landroid/widget/TextView.setTextColor(),API Call :: Landroid/widget/RelativeLayout.removeAllViews(),API Call :: Landroid/widget/RelativeLayout.addView(),API Call :: Landroid/content/res/Resources.getColor(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/view/Window.getDecorView(),API Call :: Landroid/content/ComponentName.getClassName(),API Call :: Landroid/content/Context.startService(),API Call :: Landroid/content/Intent.addFlags(),API Call :: Landroid/view/View.getId(),API Call :: Landroid/content/res/Resources.getString(),API Call :: Landroid/widget/RelativeLayout.isShown(),API Call :: Landroid/view/KeyEvent.getAction(),API Call :: Landroid/os/Handler.postDelayed(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/os/Message.getData(),API Call :: Landroid/os/Handler.handleMessage(),API Call :: Landroid/os/Bundle.getInt(),API Call :: Landroid/widget/ProgressBar.setProgress(),API Call :: Landroid/os/Handler.removeCallbacks(),API Call :: Landroid/view/animation/Animation.setRepeatCount(),API Call :: Landroid/view/animation/AlphaAnimation.init(),API Call :: Landroid/view/animation/Animation.setDuration(),API Call :: Landroid/view/animation/Animation.setFillAfter(),API Call :: Landroid/widget/ImageView.startAnimation(),API Call :: Landroid/widget/ImageView.clearAnimation(),API Call :: Landroid/os/Handler.post(),API Call :: Landroid/content/IntentFilter.init(),API Call :: Landroid/content/Intent.addCategory(),API Call :: Landroid/content/pm/PackageManager.queryIntentActivities(),API Call :: Landroid/content/ComponentName.getPackageName(),API Call :: Landroid/view/WindowManager.getDefaultDisplay(),API Call :: Landroid/view/Display.getHeight(),API Call :: Landroid/text/method/LinkMovementMethod.getInstance(),API Call :: Landroid/widget/TextView.setMovementMethod(),API Call :: Landroid/os/Bundle.getString(),API Call :: Landroid/text/Html.fromHtml(),API Call :: Landroid/widget/TextView.getText(),API Call :: Landroid/widget/TextView.setVisibility(),API Call :: Landroid/net/wifi/WifiManager.getWifiState(),API Call :: Landroid/widget/ImageView.setOnClickListener(),API Call :: Landroid/widget/ViewAnimator.setOnClickListener(),API Call :: Landroid/view/animation/Animation.setAnimationListener(),API Call :: Landroid/view/animation/RotateAnimation.init(),API Call :: Landroid/view/animation/LinearInterpolator.init(),API Call :: Landroid/view/animation/Animation.setInterpolator(),API Call :: Landroid/view/View.setVisibility(),API Call :: Landroid/widget/ViewAnimator.setDisplayedChild(),API Call :: Landroid/widget/ViewAnimator.getDisplayedChild(),API Call :: Landroid/widget/ViewAnimator.getCurrentView(),API Call :: Landroid/widget/ViewAnimator.getChildCount(),API Call :: Landroid/widget/ViewAnimator.setOutAnimation(),API Call :: Landroid/widget/ViewAnimator.getChildAt(),API Call :: Landroid/widget/ViewAnimator.setInAnimation(),API Call :: Landroid/view/View.startAnimation(),API Call :: Landroid/view/animation/DecelerateInterpolator.init(),API Call :: Landroid/view/animation/Animation.setStartOffset(),API Call :: Landroid/view/animation/AnimationSet.init(),API Call :: Landroid/view/animation/AnimationSet.addAnimation(),API Call :: Landroid/view/animation/AnimationSet.setAnimationListener(),API Call :: Landroid/view/animation/AccelerateInterpolator.init(),API Call :: Landroid/view/View.getHeight(),API Call :: Landroid/view/View.getWidth(),API Call :: Landroid/view/animation/TranslateAnimation.init(),API Call :: Landroid/view/animation/Animation.init(),API Call :: Landroid/view/animation/Transformation.getMatrix(),API Call :: Landroid/view/animation/Animation.initialize(),API Call :: Landroid/widget/Button.getBackground(),API Call :: Landroid/content/Intent.getAction(),API Call :: Landroid/content/Intent.getIntExtra(),API Call :: Landroid/os/Message.obtain(),API Call :: Landroid/os/Message.setData(),API Call :: Landroid/os/Bundle.putInt(),API Call :: Landroid/os/Handler.sendMessage(),API Call :: Landroid/os/Bundle.init(),API Call :: Landroid/os/Bundle.putIntArray(),API Call :: Landroid/os/Bundle.putString(),API Call :: Landroid/content/Context.unregisterReceiver(),API Call :: Landroid/os/Environment.getExternalStorageDirectory(),API Call :: Landroid/os/Environment.getExternalStorageState(),API Call :: Landroid/util/Log.d(),API Call :: Landroid/util/Log.e(),API Call :: Landroid/util/Log.w(),API Call :: Landroid/net/wifi/WifiManager.isWifiEnabled(),API Call :: Landroid/net/wifi/WifiManager.setWifiEnabled(),API Call :: Landroid/content/SharedPreferences$Editor.putBoolean(),API Call :: Landroid/content/SharedPreferences.getBoolean(),API Call :: Landroid/preference/PreferenceManager.getDefaultSharedPreferences(),API Call :: Landroid/content/Context.getSharedPreferences(),API Call :: Landroid/content/SharedPreferences$Editor.clear(),API Call :: Landroid/content/SharedPreferences.getFloat(),API Call :: Landroid/content/SharedPreferences.getLong(),API Call :: Landroid/content/SharedPreferences.getString(),API Call :: Landroid/content/SharedPreferences$Editor.putLong(),API Call :: Landroid/content/SharedPreferences$Editor.putFloat(),API Call :: Landroid/content/SharedPreferences$Editor.putString(),API Call :: Landroid/provider/Settings$System.getInt(),API Call :: Landroid/view/Window.setAttributes(),API Call :: Landroid/view/Window.getAttributes(),API Call :: Landroid/provider/Settings$System.putInt()
003bb779735917e1b029ee1ecefa0efc5aecbc82004a38e06468544955317a0c,CleanUp Assistant,com.htsoft.app.superbattery,8,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
