SHA256,NOME,PACOTE,API_MIN,API,Permission :: VIBRATE,Permission :: CHECK_LICENSE,Permission :: READ_PHONE_STATE,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: SYSTEM_ALERT_WINDOW,Permission :: GET_TASKS,Permission :: ACCESS_NETWORK_STATE,Permission :: INTERNET,Permission :: ACCESS_WIFI_STATE,Permission :: RECEIVE_BOOT_COMPLETED,Intent :: BOOT_COMPLETED,Intent :: PACKAGE_ADDED,API Call :: Landroid/os/Handler.init(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/os/Bundle.getBoolean(),API Call :: Landroid/os/Message.getData(),API Call :: Landroid/content/res/Resources.getString(),API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/os/Bundle.containsKey(),API Call :: Landroid/content/SharedPreferences$Editor.putBoolean(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/os/Environment.getExternalStorageDirectory(),API Call :: Landroid/os/Bundle.getString(),API Call :: Landroid/widget/Button.setOnClickListener(),API Call :: Landroid/widget/EditText.getText(),API Call :: Landroid/os/Vibrator.vibrate(),API Call :: Landroid/content/Intent.setFlags(),API Call :: Landroid/widget/Toast.setGravity(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/content/Intent.setClassName(),API Call :: Landroid/content/Context.getPackageManager(),API Call :: Landroid/content/pm/PackageManager.queryIntentServices(),API Call :: Landroid/content/pm/PackageManager.queryIntentActivities(),API Call :: Landroid/content/res/AssetManager.open(),API Call :: Landroid/content/Context.getAssets(),API Call :: Landroid/util/Log.d(),API Call :: Landroid/util/Log.e(),API Call :: Landroid/util/Log.w(),API Call :: Landroid/os/HandlerThread.init(),API Call :: Landroid/os/HandlerThread.getLooper(),API Call :: Landroid/os/HandlerThread.start(),API Call :: Landroid/content/Context.getPackageName(),API Call :: Landroid/os/SystemClock.elapsedRealtime(),API Call :: Landroid/os/Handler.postDelayed(),API Call :: Landroid/content/Context.getApplicationContext(),API Call :: Landroid/content/Context.getFileStreamPath(),API Call :: Landroid/os/Handler.post(),API Call :: Landroid/content/Context.getContentResolver(),API Call :: Landroid/provider/Settings$System.getString(),API Call :: Landroid/content/Context.checkCallingOrSelfPermission(),API Call :: Landroid/os/Looper.getMainLooper(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/content/pm/PackageManager.getPackageInfo(),API Call :: Landroid/content/pm/PackageManager$NameNotFoundException.init(),API Call :: Landroid/content/pm/Signature.init(),API Call :: Landroid/content/pm/PackageManager.getPackagesForUid(),API Call :: Landroid/content/pm/PackageManager.checkSignatures(),API Call :: Landroid/content/pm/PackageManager.getInstallerPackageName(),API Call :: Landroid/content/Context.getApplicationInfo(),API Call :: Landroid/content/pm/PackageManager.getApplicationEnabledSetting(),API Call :: Landroid/content/Context.getResources(),API Call :: Landroid/os/Binder.init(),API Call :: Landroid/os/Parcel.readInt(),API Call :: Landroid/os/Parcel.readString(),API Call :: Landroid/os/Parcel.writeString(),API Call :: Landroid/os/Parcel.enforceInterface(),API Call :: Landroid/os/Binder.onTransact(),API Call :: Landroid/os/Parcel.recycle(),API Call :: Landroid/os/Parcel.writeInt(),API Call :: Landroid/os/Parcel.writeInterfaceToken(),API Call :: Landroid/os/IBinder.transact(),API Call :: Landroid/os/Parcel.obtain(),API Call :: Landroid/os/IBinder.queryLocalInterface(),API Call :: Landroid/os/Parcel.readLong(),API Call :: Landroid/os/Parcel.readStrongBinder(),API Call :: Landroid/os/Parcel.writeStrongBinder(),API Call :: Landroid/os/Parcel.writeLong(),API Call :: Landroid/util/Log.i(),API Call :: Landroid/content/Context.unbindService(),API Call :: Landroid/content/Context.bindService(),API Call :: Landroid/os/Handler.removeCallbacks(),API Call :: Landroid/text/TextUtils$SimpleStringSplitter.init(),API Call :: Landroid/text/TextUtils.isEmpty(),API Call :: Landroid/text/TextUtils$StringSplitter.iterator(),API Call :: Landroid/text/TextUtils.split(),API Call :: Landroid/text/TextUtils$StringSplitter.setString(),API Call :: Landroid/content/SharedPreferences$Editor.putString(),API Call :: Landroid/content/SharedPreferences.getString(),API Call :: Landroid/text/TextUtils.join(),API Call :: Landroid/content/Context.getSharedPreferences(),API Call :: Landroid/content/SharedPreferences.getBoolean(),API Call :: Landroid/content/Intent.getExtras(),API Call :: Landroid/content/pm/Signature.toByteArray(),API Call :: Landroid/view/WindowManager.getDefaultDisplay(),API Call :: Landroid/view/Display.getHeight(),API Call :: Landroid/widget/Button.setVisibility(),API Call :: Landroid/view/View.setBackgroundColor(),API Call :: Landroid/content/res/Resources.getConfiguration(),API Call :: Landroid/view/Window.addFlags(),API Call :: Landroid/view/MenuItem.getItemId(),API Call :: Landroid/view/Menu.add(),API Call :: Landroid/view/MenuItem.setIcon(),API Call :: Landroid/view/Menu.clear(),API Call :: Landroid/os/Bundle.putBoolean(),API Call :: Landroid/os/Bundle.putString(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/content/Intent.putExtras(),API Call :: Landroid/os/Bundle.init(),API Call :: Landroid/webkit/WebSettings.getUserAgentString(),API Call :: Landroid/webkit/WebView.init(),API Call :: Landroid/webkit/WebView.getSettings(),API Call :: Landroid/content/IntentFilter.init(),API Call :: Landroid/preference/PreferenceCategory.addPreference(),API Call :: Landroid/preference/PreferenceCategory.removePreference(),API Call :: Landroid/preference/PreferenceActivity.init(),API Call :: Landroid/preference/ListPreference.setSummary(),API Call :: Landroid/preference/Preference.setSummary(),API Call :: Landroid/content/ComponentName.getClassName(),API Call :: Landroid/preference/Preference.setTitle(),API Call :: Landroid/content/pm/PackageManager.getApplicationInfo(),API Call :: Landroid/preference/PreferenceActivity.onActivityResult(),API Call :: Landroid/content/Intent.putExtra(),API Call :: Landroid/preference/PreferenceManager.setSharedPreferencesName(),API Call :: Landroid/preference/Preference.setOnPreferenceClickListener(),API Call :: Landroid/content/pm/Signature.toCharsString(),API Call :: Landroid/preference/PreferenceManager.getSharedPreferences(),API Call :: Landroid/preference/ListPreference.setOnPreferenceChangeListener(),API Call :: Landroid/content/SharedPreferences.getInt(),API Call :: Landroid/preference/PreferenceActivity.onCreate(),API Call :: Landroid/preference/PreferenceScreen.removePreference(),API Call :: Landroid/content/SharedPreferences$Editor.putInt(),API Call :: Landroid/preference/CheckBoxPreference.setOnPreferenceChangeListener(),API Call :: Landroid/telephony/TelephonyManager.getDeviceId(),API Call :: Landroid/preference/PreferenceActivity.onDestroy(),API Call :: Landroid/preference/PreferenceActivity.onPause(),API Call :: Landroid/preference/PreferenceActivity.onResume(),API Call :: Landroid/preference/PreferenceActivity.onSaveInstanceState(),API Call :: Landroid/preference/PreferenceActivity.onStart(),API Call :: Landroid/preference/PreferenceActivity.onStop(),API Call :: Landroid/view/View.setVisibility(),API Call :: Landroid/os/Bundle.getInt(),API Call :: Landroid/content/Intent.createChooser(),API Call :: Landroid/content/Intent.setType(),API Call :: Landroid/widget/EditText.setText(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/Context.startActivity(),API Call :: Landroid/content/Intent.getAction(),API Call :: Landroid/content/Intent.setAction(),API Call :: Landroid/widget/RemoteViews.init(),API Call :: Landroid/widget/RemoteViews.setOnClickPendingIntent(),API Call :: Landroid/content/Context.startService(),API Call :: Landroid/view/WindowManager.addView(),API Call :: Landroid/widget/Button.setWidth(),API Call :: Landroid/view/WindowManager.updateViewLayout(),API Call :: Landroid/widget/Button.setHeight(),API Call :: Landroid/widget/Button.init(),API Call :: Landroid/view/WindowManager$LayoutParams.init(),API Call :: Landroid/widget/Button.setOnTouchListener(),API Call :: Landroid/widget/Button.setBackgroundResource(),API Call :: Landroid/content/res/Resources.getDrawable(),API Call :: Landroid/view/WindowManager.removeView(),API Call :: Landroid/view/MotionEvent.getRawY(),API Call :: Landroid/view/MotionEvent.getRawX(),API Call :: Landroid/view/MotionEvent.getAction(),API Call :: Landroid/content/Intent.addCategory(),API Call :: Landroid/content/Intent.addFlags(),API Call :: Landroid/widget/ImageView.init(),API Call :: Landroid/widget/ImageView.setImageBitmap(),API Call :: Landroid/widget/ImageView.onLayout(),API Call :: Landroid/widget/EditText.addTextChangedListener(),API Call :: Landroid/view/MotionEvent.getY(),API Call :: Landroid/view/MotionEvent.getX(),API Call :: Landroid/view/inputmethod/InputMethodManager.showSoftInput(),API Call :: Landroid/view/View.getResources(),API Call :: Landroid/view/View.getDrawingRect(),API Call :: Landroid/view/View.invalidate(),API Call :: Landroid/content/Intent.getStringExtra(),API Call :: Landroid/content/ContentValues.init(),API Call :: Landroid/content/ContentValues.put(),API Call :: Landroid/util/AttributeSet.getAttributeIntValue(),API Call :: Landroid/preference/DialogPreference.init(),API Call :: Landroid/widget/SeekBar.setProgress(),API Call :: Landroid/widget/SeekBar.setMax(),API Call :: Landroid/preference/DialogPreference.onBindDialogView(),API Call :: Landroid/preference/DialogPreference.onClick(),API Call :: Landroid/widget/LinearLayout.addView(),API Call :: Landroid/widget/SeekBar.init(),API Call :: Landroid/widget/LinearLayout.setOrientation(),API Call :: Landroid/widget/LinearLayout.setPadding(),API Call :: Landroid/widget/LinearLayout.init(),API Call :: Landroid/widget/LinearLayout$LayoutParams.init(),API Call :: Landroid/widget/SeekBar.setOnSeekBarChangeListener(),API Call :: Landroid/preference/DialogPreference.onSetInitialValue(),API Call :: Landroid/content/Context.getFilesDir(),API Call :: Landroid/os/Bundle.putLong(),API Call :: Landroid/os/Handler.sendMessage(),API Call :: Landroid/os/Message.setData(),API Call :: Landroid/os/Handler.obtainMessage(),API Call :: Landroid/content/res/Resources.getIntArray(),API Call :: Landroid/widget/ListView.setOnItemClickListener(),API Call :: Landroid/widget/GridView.setOnItemClickListener(),API Call :: Landroid/widget/ListView.setAdapter(),API Call :: Landroid/widget/GridView.setAdapter(),API Call :: Landroid/widget/AdapterView.getChildAt(),API Call :: Landroid/view/View.setBackgroundDrawable(),API Call :: Landroid/widget/ArrayAdapter.init(),API Call :: Landroid/widget/LinearLayout.setBackgroundDrawable(),API Call :: Landroid/widget/LinearLayout.getTag(),API Call :: Landroid/view/LayoutInflater.inflate(),API Call :: Landroid/widget/LinearLayout.getChildAt(),API Call :: Landroid/widget/LinearLayout.setTag(),API Call :: Landroid/view/View.getLayoutParams(),API Call :: Landroid/view/View.setLayoutParams()
0026adec3cc9b96dd89d1fb3f5c48598bbc32225df62d8027d817291116d5864,快速截图,com.jiepingrj.lgk,3,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
