SHA256,NOME,PACOTE,API_MIN,API,Permission :: RECEIVE_SMS,Permission :: READ_SMS,Permission :: SEND_SMS,Permission :: ACCESS_NETWORK_STATE,Permission :: WRITE_SMS,Permission :: INTERNET,Permission :: READ_PHONE_STATE,API Call :: Landroid/util/Log.w(),API Call :: Landroid/util/Log.e(),API Call :: Landroid/os/Handler.post(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/provider/Settings$System.getInt(),API Call :: Landroid/telephony/TelephonyManager.getSimOperatorName(),API Call :: Landroid/telephony/TelephonyManager.getSimOperator(),API Call :: Landroid/telephony/TelephonyManager.getSimCountryIso(),API Call :: Landroid/content/Context.getContentResolver(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/telephony/TelephonyManager.getSimState(),API Call :: Landroid/net/NetworkInfo.isConnectedOrConnecting(),API Call :: Landroid/net/NetworkInfo.isRoaming(),API Call :: Landroid/net/ConnectivityManager.getActiveNetworkInfo(),API Call :: Landroid/os/Bundle.init(),API Call :: Landroid/os/Bundle.putString(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/util/Log.i(),API Call :: Landroid/widget/Button.setText(),API Call :: Landroid/util/Log.v(),API Call :: Landroid/util/Log.d(),API Call :: Landroid/widget/TextView.setVisibility(),API Call :: Landroid/os/Handler.removeCallbacks(),API Call :: Landroid/widget/ProgressBar.setVisibility(),API Call :: Landroid/widget/Button.setVisibility(),API Call :: Landroid/widget/Button.setEnabled(),API Call :: Landroid/content/res/Resources.getDisplayMetrics(),API Call :: Landroid/widget/TextView.setTextSize(),API Call :: Landroid/util/TypedValue.applyDimension(),API Call :: Landroid/view/WindowManager.removeViewImmediate(),API Call :: Landroid/widget/LinearLayout.setLayoutParams(),API Call :: Landroid/widget/LinearLayout.setOnClickListener(),API Call :: Landroid/widget/TextView.init(),API Call :: Landroid/widget/LinearLayout.addView(),API Call :: Landroid/widget/Button.setLayoutParams(),API Call :: Landroid/widget/TextView.setPadding(),API Call :: Landroid/widget/ImageView.setMaxHeight(),API Call :: Landroid/widget/LinearLayout.setOrientation(),API Call :: Landroid/widget/LinearLayout$LayoutParams.init(),API Call :: Landroid/widget/TextView.setLayoutParams(),API Call :: Landroid/widget/TextView.setTextColor(),API Call :: Landroid/widget/FrameLayout$LayoutParams.init(),API Call :: Landroid/widget/Button.init(),API Call :: Landroid/widget/Button.setOnClickListener(),API Call :: Landroid/widget/TextView.setGravity(),API Call :: Landroid/widget/FrameLayout.addView(),API Call :: Landroid/widget/LinearLayout.init(),API Call :: Landroid/widget/LinearLayout.setGravity(),API Call :: Landroid/widget/FrameLayout.init(),API Call :: Landroid/widget/LinearLayout.setPadding(),API Call :: Landroid/widget/ProgressBar.init(),API Call :: Landroid/widget/ImageView.setLayoutParams(),API Call :: Landroid/widget/ImageView.setOnClickListener(),API Call :: Landroid/widget/ImageView.setImageResource(),API Call :: Landroid/widget/LinearLayout.setBackgroundColor(),API Call :: Landroid/widget/ProgressBar.setLayoutParams(),API Call :: Landroid/widget/TextView.setOnClickListener(),API Call :: Landroid/widget/ImageView.setAdjustViewBounds(),API Call :: Landroid/widget/ImageView.init(),API Call :: Landroid/widget/LinearLayout.setMinimumWidth(),API Call :: Landroid/widget/Button.setTextColor(),API Call :: Landroid/widget/ImageView.setImageDrawable(),API Call :: Landroid/widget/Button.setTextSize(),API Call :: Landroid/widget/ImageView.setPadding(),API Call :: Landroid/widget/ProgressBar.setPadding(),API Call :: Landroid/widget/Button.setBackgroundDrawable(),API Call :: Landroid/widget/ImageView.setBackgroundColor(),API Call :: Landroid/widget/LinearLayout.setBackgroundResource(),API Call :: Landroid/widget/ImageView.setImageBitmap(),API Call :: Landroid/widget/Button.setMinimumWidth(),API Call :: Landroid/widget/TextView.setBackgroundColor(),API Call :: Landroid/widget/ImageView.setMaxWidth(),API Call :: Landroid/os/AsyncTask.execute(),API Call :: Landroid/os/Handler.postDelayed(),API Call :: Landroid/view/View$OnClickListener.onClick(),API Call :: Landroid/os/AsyncTask.init(),API Call :: Landroid/os/AsyncTask.cancel(),API Call :: Landroid/os/AsyncTask.isCancelled(),API Call :: Landroid/content/DialogInterface.cancel(),API Call :: Landroid/text/SpannableString.init(),API Call :: Landroid/text/method/LinkMovementMethod.getInstance(),API Call :: Landroid/text/util/Linkify.addLinks(),API Call :: Landroid/widget/TextView.setMovementMethod(),API Call :: Landroid/text/Html.fromHtml(),API Call :: Landroid/os/Handler.sendEmptyMessage(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/os/Handler.handleMessage(),API Call :: Landroid/content/IntentFilter.init(),API Call :: Landroid/content/Context.registerReceiver(),API Call :: Landroid/content/IntentFilter.setPriority(),API Call :: Landroid/content/Context.unregisterReceiver(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/telephony/SmsManager.getDefault(),API Call :: Landroid/content/ContentResolver.query(),API Call :: Landroid/content/ContentResolver.delete(),API Call :: Landroid/content/Intent.getExtras(),API Call :: Landroid/telephony/gsm/SmsMessage.getMessageBody(),API Call :: Landroid/os/Bundle.get(),API Call :: Landroid/telephony/gsm/SmsMessage.getOriginatingAddress(),API Call :: Landroid/telephony/gsm/SmsMessage.createFromPdu(),API Call :: Landroid/view/View.setOnClickListener(),API Call :: Landroid/content/SharedPreferences.getBoolean(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/content/SharedPreferences$Editor.putBoolean(),API Call :: Landroid/content/SharedPreferences$Editor.commit()
0025f94ed7defb1f063b30463612f6795c0c5aa0786d51f49722e17962d2bae2,Downloader,com.poland_xxx,4,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
