SHA256,NOME,PACOTE,API_MIN,API,Permission :: READ_PHONE_STATE,Permission :: INTERNET,Permission :: RECEIVE_SMS,Permission :: SEND_SMS,API Call :: Landroid/widget/TextView.setMovementMethod(),API Call :: Landroid/widget/Button.getText(),API Call :: Landroid/text/method/ScrollingMovementMethod.init(),API Call :: Landroid/widget/Button.setText(),API Call :: Landroid/widget/TextView.setText(),API Call :: Landroid/util/Log.v(),API Call :: Landroid/net/Uri.parse(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/content/SharedPreferences.getLong(),API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/content/SharedPreferences$Editor.putLong(),API Call :: Landroid/widget/Button.setVisibility(),API Call :: Landroid/content/Context.getResources(),API Call :: Landroid/content/res/Resources.openRawResource(),API Call :: Landroid/os/AsyncTask.init(),API Call :: Landroid/widget/ArrayAdapter.notifyDataSetChanged(),API Call :: Landroid/widget/ListView.setSelection(),API Call :: Landroid/widget/ListView.setAdapter(),API Call :: Landroid/widget/ListView.setOnItemClickListener(),API Call :: Landroid/widget/ArrayAdapter.init(),API Call :: Landroid/view/View.getContext(),API Call :: Landroid/util/Log.d(),API Call :: Landroid/telephony/SmsManager.sendTextMessage(),API Call :: Landroid/telephony/SmsManager.getDefault(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/Context.getSharedPreferences(),API Call :: Landroid/content/Intent.getExtras(),API Call :: Landroid/os/Bundle.get(),API Call :: Landroid/telephony/SmsMessage.getOriginatingAddress(),API Call :: Landroid/telephony/SmsMessage.getUserData(),API Call :: Landroid/telephony/SmsMessage.createFromPdu()
00453ca8895fd43a2509e3b731ceef37a337fe61a36db3ece0f2952e3edeebc8,drweb_600_android,com.soft.android.appinstaller,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
