SHA256,NOME,PACOTE,API_MIN,API,Permission :: RECEIVE_SMS,Permission :: RECEIVE_BOOT_COMPLETED,Permission :: WRITE_SETTINGS,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: READ_PHONE_STATE,Permission :: READ_CONTACTS,Permission :: INTERNET,Permission :: WRITE_SMS,Permission :: READ_SMS,Permission :: CHANGE_NETWORK_STATE,Permission :: SEND_SMS,Permission :: ACCESS_NETWORK_STATE,Permission :: INSTALL_SHORTCUT,Intent :: AIRPLANE_MODE,Intent :: BOOT_COMPLETED,API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/webkit/WebViewClient.init()
00050ee1efee0602426671153ad0487a46c235d5ffb397427c96c832a6db38a1,Новогодние Снегурочки,lojofdnpb.gsqgxtbmh,7,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
