SHA256,NOME,PACOTE,API_MIN,API,Permission :: READ_PHONE_STATE,Permission :: INTERNET,API Call :: Landroid/webkit/JsResult.confirm(),API Call :: Landroid/webkit/WebChromeClient.init(),API Call :: Landroid/webkit/WebViewClient.init(),API Call :: Landroid/view/View.setVisibility(),API Call :: Landroid/view/View.getVisibility(),API Call :: Landroid/webkit/WebView.loadUrl(),API Call :: Landroid/view/View.getId(),API Call :: Landroid/webkit/WebView.postUrl(),API Call :: Landroid/content/SharedPreferences.getInt(),API Call :: Landroid/view/View.setOnClickListener(),API Call :: Landroid/webkit/WebView.getSettings(),API Call :: Landroid/webkit/WebSettings.setAppCacheMaxSize(),API Call :: Landroid/webkit/WebView.setWebChromeClient(),API Call :: Landroid/webkit/CookieSyncManager.createInstance(),API Call :: Landroid/webkit/WebSettings.setJavaScriptEnabled(),API Call :: Landroid/view/Window.requestFeature(),API Call :: Landroid/webkit/WebView.setWebViewClient(),API Call :: Landroid/telephony/TelephonyManager.getLine1Number(),API Call :: Landroid/webkit/CookieManager.setAcceptCookie(),API Call :: Landroid/webkit/WebSettings.setCacheMode(),API Call :: Landroid/webkit/CookieSyncManager.startSync(),API Call :: Landroid/webkit/WebSettings.setAppCacheEnabled(),API Call :: Landroid/webkit/CookieManager.getInstance(),API Call :: Landroid/webkit/CookieSyncManager.getInstance(),API Call :: Landroid/view/MenuInflater.inflate(),API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/content/SharedPreferences$Editor.putInt(),API Call :: Landroid/widget/Toast.makeText(),API Call :: Landroid/widget/Toast.show(),API Call :: Landroid/webkit/CookieSyncManager.sync(),API Call :: Landroid/content/SharedPreferences$Editor.putString(),API Call :: Landroid/view/MenuItem.getItemId(),API Call :: Landroid/webkit/CookieSyncManager.stopSync(),API Call :: Landroid/view/Menu.clear(),API Call :: Landroid/webkit/WebView.restoreState(),API Call :: Landroid/content/SharedPreferences.getString(),API Call :: Landroid/webkit/WebView.saveState(),API Call :: Landroid/content/Intent.init(),API Call :: Landroid/os/Handler.postDelayed(),API Call :: Landroid/os/Handler.init()
003d514b089d8aa5b207e046c184f8bfdc4dfb4f58b85b7131edc7c741622517,Command Crisis,comm.cri,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
