SHA256,NOME,PACOTE,API_MIN,API,Permission :: MODIFY_AUDIO_SETTINGS,Permission :: READ_SETTINGS,Permission :: GET_TASKS,Permission :: UNINSTALL_SHORTCUT,Permission :: JPUSH_MESSAGE,Permission :: READ_EXTERNAL_STORAGE,Permission :: READ_LOGS,Permission :: READ_CALENDAR,Permission :: BROADCAST_STICKY,Permission :: RECEIVE_MMS,Permission :: RECEIVE_BOOT_COMPLETED,Permission :: ACCESS_FINE_LOCATION,Permission :: ACCESS_WIFI_STATE,Permission :: WRITE_CALENDAR,Permission :: CHANGE_NETWORK_STATE,Permission :: READ_PHONE_STATE,Permission :: RECORD_VIDEO,Permission :: MOUNT_UNMOUNT_FILESYSTEMS,Permission :: WRITE_EXTERNAL_STORAGE,Permission :: INTERACT_ACROSS_USERS,Permission :: ACCESS_DOWNLOAD_MANAGER,Permission :: WAKE_LOCK,Permission :: ,Permission :: READ_SMS,Permission :: BLUETOOTH_ADMIN,Permission :: WRITE_SMS,Permission :: ACCESS_LOCATION_EXTRA_COMMANDS,Permission :: ACCESS_NETWORK_STATE,Permission :: SYSTEM_ALERT_WINDOW,Permission :: WRITE_SETTINGS,Permission :: GET_PACKAGE_SIZE,Permission :: ACCESS_COARSE_LOCATION,Permission :: MODIFY_PHONE_STATE,Permission :: RECEIVE_USER_PRESENT,Permission :: INTERNET,Permission :: SEND_SMS,Permission :: RECEIVE_SMS,Permission :: BLUETOOTH,Permission :: CHANGE_WIFI_STATE,Permission :: REQUEST_INSTALL_PACKAGES,Permission :: VIBRATE,Permission :: RECORD_AUDIO,Permission :: INSTALL_SHORTCUT,Permission :: CAMERA,Permission :: UPDATE_APP_OPS_STATS,Intent :: REPORT,Intent :: CONNECTIVITY_CHANGE,Intent :: BOOT_COMPLETED,Intent :: USER_PRESENT,Intent :: PACKAGE_ADDED,Intent :: PACKAGE_REMOVED,API Call :: Landroid/content/Context.getClassLoader(),API Call :: Landroid/content/pm/PackageManager$NameNotFoundException.printStackTrace(),API Call :: Landroid/content/pm/PackageManager.getPackageInfo(),API Call :: Landroid/content/Context.getPackageManager(),API Call :: Landroid/content/Context.getPackageName(),API Call :: Landroid/os/Process.myPid(),API Call :: Landroid/content/Context.getFilesDir(),API Call :: Landroid/content/Context.getApplicationInfo(),API Call :: Landroid/os/Process.killProcess(),API Call :: Landroid/text/TextUtils.isEmpty(),API Call :: Landroid/util/Log.e(),API Call :: Landroid/util/Log.w(),API Call :: Landroid/util/Log.d(),API Call :: Landroid/util/Log.i(),API Call :: Landroid/util/Log.v(),API Call :: Landroid/webkit/WebView.addJavascriptInterface(),API Call :: Landroid/webkit/WebView.getContentDescription(),API Call :: Landroid/webkit/WebView.getUrl(),API Call :: Landroid/webkit/WebView.loadUrl(),API Call :: Landroid/webkit/WebSettings.setJavaScriptEnabled(),API Call :: Landroid/webkit/WebSettings.getJavaScriptEnabled(),API Call :: Landroid/webkit/WebView.getSettings(),API Call :: Landroid/os/Parcel.readLong(),API Call :: Landroid/os/Parcel.readString(),API Call :: Landroid/os/Parcel.readInt(),API Call :: Landroid/os/Parcel.readByte(),API Call :: Landroid/os/Parcel.writeString(),API Call :: Landroid/os/Parcel.writeLong(),API Call :: Landroid/os/Parcel.writeInt(),API Call :: Landroid/os/Parcel.writeByte(),API Call :: Landroid/content/ContentValues.put(),API Call :: Landroid/content/ContentValues.init(),API Call :: Landroid/content/Context.getApplicationContext(),API Call :: Landroid/content/pm/PackageManager.getApplicationLabel(),API Call :: Landroid/os/Bundle.get(),API Call :: Landroid/content/pm/PackageManager.getApplicationInfo(),API Call :: Landroid/content/pm/Signature.toByteArray(),API Call :: Landroid/content/Context.getSystemService(),API Call :: Landroid/content/Context.getAssets(),API Call :: Landroid/content/SharedPreferences.getString(),API Call :: Landroid/content/res/AssetManager.open(),API Call :: Landroid/content/Context.getSharedPreferences(),API Call :: Landroid/content/SharedPreferences.getAll(),API Call :: Landroid/content/Context.getDatabasePath(),API Call :: Landroid/provider/Settings$Secure.getString(),API Call :: Landroid/content/Context.getContentResolver(),API Call :: Landroid/os/StatFs.getBlockCount(),API Call :: Landroid/os/StatFs.init(),API Call :: Landroid/os/StatFs.getBlockSize(),API Call :: Landroid/os/Environment.getDataDirectory(),API Call :: Landroid/os/Environment.getExternalStorageDirectory(),API Call :: Landroid/telephony/TelephonyManager.getSimSerialNumber(),API Call :: Landroid/net/NetworkInfo.getType(),API Call :: Landroid/telephony/TelephonyManager.getNetworkType(),API Call :: Landroid/net/ConnectivityManager.getActiveNetworkInfo(),API Call :: Landroid/os/StatFs.getAvailableBlocks(),API Call :: Landroid/content/pm/PackageManager.getInstallerPackageName(),API Call :: Landroid/os/Environment.getExternalStorageState(),API Call :: Landroid/content/Context.registerReceiver(),API Call :: Landroid/content/IntentFilter.addAction(),API Call :: Landroid/content/IntentFilter.hasAction(),API Call :: Landroid/content/Context.unregisterReceiver(),API Call :: Landroid/content/BroadcastReceiver.init(),API Call :: Landroid/content/IntentFilter.init(),API Call :: Landroid/content/Intent.getAction(),API Call :: Landroid/os/Parcel.createByteArray(),API Call :: Landroid/os/Parcel.writeByteArray(),API Call :: Landroid/os/FileObserver.init(),API Call :: Landroid/content/Context.getDir(),API Call :: Landroid/os/FileObserver.startWatching(),API Call :: Landroid/os/FileObserver.stopWatching(),API Call :: Landroid/content/Context.getCacheDir(),API Call :: Landroid/util/Base64.decode(),API Call :: Landroid/os/Handler.init(),API Call :: Landroid/os/HandlerThread.init(),API Call :: Landroid/os/HandlerThread.getLooper(),API Call :: Landroid/os/HandlerThread.start(),API Call :: Landroid/os/Handler.postDelayed(),API Call :: Landroid/content/SharedPreferences.edit(),API Call :: Landroid/content/SharedPreferences$Editor.putBoolean(),API Call :: Landroid/content/SharedPreferences$Editor.commit(),API Call :: Landroid/content/SharedPreferences.getBoolean(),API Call :: Landroid/os/Process.myTid(),API Call :: Landroid/os/SystemClock.sleep(),API Call :: Landroid/util/Base64.encodeToString(),API Call :: Landroid/os/Parcel.readBundle(),API Call :: Landroid/os/Bundle.getStringArrayList(),API Call :: Landroid/os/Parcel.writeBundle(),API Call :: Landroid/os/Bundle.init(),API Call :: Landroid/os/Bundle.putStringArrayList(),API Call :: Landroid/os/Parcelable.writeToParcel(),API Call :: Landroid/os/Parcel.recycle(),API Call :: Landroid/os/Parcel.obtain(),API Call :: Landroid/os/Parcel.marshall(),API Call :: Landroid/os/Parcel.unmarshall(),API Call :: Landroid/os/Parcel.setDataPosition(),API Call :: Landroid/os/Parcelable$Creator.createFromParcel(),API Call :: Landroid/os/Bundle.getString(),API Call :: Landroid/os/Bundle.putString(),API Call :: Landroid/os/Bundle.putInt(),API Call :: Landroid/os/Looper.getThread(),API Call :: Landroid/os/Looper.getMainLooper()
25d7bb0e1b098762f3f5969b1db84aed22e6003c2ae1f2d51601d27c0a1cc68b,宜搜小说,cn.yisouxiaoshuo.xs,16,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
